County,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",Recent 5-Year Trend in Death Rates
Santa Rosa County,5,*,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,87.1 ,87.1 
Sumter County,6,*,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,81.9 ,81.9 
Leon County,6,*,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,80.1 ,80.1 
Monroe County,15,stable,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,79.7 ,79.7 
DeSoto County,4,*,Florida,All Cancer Sites,  White Hispanic,All Sexes,All Ages,77.9 ,77.9 
Union County,59,stable,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,433.1 ,433.1 
Columbia County,168,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,212.9 ,212.9 
Washington County,60,stable,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,210.1 ,210.1 
Levy County,122,stable,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,207.6 ,207.6 
Calhoun County,35,stable,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,207.1 ,207.1 
Hamilton County,26,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,203.5 ,203.5 
Putnam County,202,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,203.0 ,203.0 
Suwannee County,118,stable,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,202.6 ,202.6 
Franklin County,32,stable,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,197.7 ,197.7 
Okeechobee County,96,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,197.1 ,197.1 
Holmes County,51,stable,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,193.6 ,193.6 
Dixie County,49,stable,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,193.1 ,193.1 
Lafayette County,17,stable,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,187.8 ,187.8 
Bradford County,58,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,187.7 ,187.7 
Gilchrist County,46,stable,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,187.3 ,187.3 
Jackson County,98,stable,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,185.1 ,185.1 
Escambia County,558,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,183.9 ,183.9 
Wakulla County,58,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,183.7 ,183.7 
Baker County,50,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,182.6 ,182.6 
Citrus County,548,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,181.0 ,181.0 
Hernando County,555,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,179.6 ,179.6 
Clay County,364,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,179.5 ,179.5 
Duval County,1212,stable,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,179.1 ,179.1 
Osceola County,293,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,178.9 ,178.9 
Liberty County,14,stable,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,177.4 ,177.4 
Nassau County,205,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,176.1 ,176.1 
Pasco County,1262,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,174.0 ,174.0 
Volusia County,1361,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,173.2 ,173.2 
Gadsden County,50,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,173.2 ,173.2 
Madison County,32,stable,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,173.2 ,173.2 
DeSoto County,77,stable,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,171.1 ,171.1 
Marion County,958,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,170.9 ,170.9 
Brevard County,1468,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,170.6 ,170.6 
Taylor County,45,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,170.3 ,170.3 
Okaloosa County,360,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,170.1 ,170.1 
Hendry County,39,stable,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,165.9 ,165.9 
Alachua County,345,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,165.2 ,165.2 
Jefferson County,26,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,165.0 ,165.0 
Lake County,874,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,164.1 ,164.1 
Orange County,1104,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,163.8 ,163.8 
Hillsborough County,1604,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,161.3 ,161.3 
St. Lucie County,635,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,160.5 ,160.5 
Walton County,144,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.9 ,159.9 
Polk County,1202,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.9 ,157.9 
Santa Rosa County,303,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.7 ,157.7 
Indian River County,472,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.6 ,157.6 
Seminole County,633,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.0 ,157.0 
Highlands County,303,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.0 ,157.0 
Flagler County,278,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,156.7 ,156.7 
Monroe County,151,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,156.6 ,156.6 
Gulf County,32,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,154.1 ,154.1 
Broward County,2139,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,154.0 ,154.0 
Miami-Dade County,805,stable,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,153.2 ,153.2 
Glades County,28,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,150.5 ,150.5 
Hardee County,34,stable,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,150.3 ,150.3 
Bay County,310,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,150.2 ,150.2 
Pinellas County,2236,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,149.7 ,149.7 
Charlotte County,603,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,144.4 ,144.4 
St. Johns County,452,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,143.3 ,143.3 
Leon County,291,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,141.4 ,141.4 
Sarasota County,1282,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,135.8 ,135.8 
Sumter County,464,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,135.4 ,135.4 
Lee County,1557,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,131.4 ,131.4 
Martin County,427,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,130.9 ,130.9 
Palm Beach County,2650,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,130.8 ,130.8 
Manatee County,812,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,128.6 ,128.6 
Collier County,745,falling,Florida,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,107.1 ,107.1 
Union County,17,stable,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,522.9 ,522.9 
Nassau County,17,stable,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,262.6 ,262.6 
Jackson County,32,stable,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,218.4 ,218.4 
Hamilton County,10,stable,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,203.2 ,203.2 
Levy County,9,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,200.9 ,200.9 
Hendry County,10,stable,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,193.8 ,193.8 
Alachua County,86,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,193.3 ,193.3 
Indian River County,27,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,192.8 ,192.8 
Putnam County,26,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,190.9 ,190.9 
Escambia County,131,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,187.4 ,187.4 
Columbia County,22,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,184.8 ,184.8 
Gulf County,5,stable,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,183.8 ,183.8 
DeSoto County,7,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,183.5 ,183.5 
Baker County,5,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,182.0 ,182.0 
Pinellas County,190,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,181.8 ,181.8 
Martin County,16,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,181.6 ,181.6 
Duval County,442,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,180.9 ,180.9 
Taylor County,8,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,178.6 ,178.6 
Gadsden County,50,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,171.5 ,171.5 
Hardee County,4,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,171.3 ,171.3 
Hillsborough County,338,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,170.5 ,170.5 
Manatee County,55,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,168.0 ,168.0 
Monroe County,7,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,167.8 ,167.8 
Suwannee County,9,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,167.8 ,167.8 
Calhoun County,3,*,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,164.1 ,164.1 
Citrus County,11,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,163.3 ,163.3 
St. Johns County,24,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,161.6 ,161.6 
Seminole County,81,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,160.9 ,160.9 
Volusia County,94,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,159.7 ,159.7 
Lake County,62,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,158.4 ,158.4 
Okaloosa County,24,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,156.7 ,156.7 
Leon County,99,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,155.6 ,155.6 
Sarasota County,36,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,153.0 ,153.0 
Miami-Dade County,760,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,151.9 ,151.9 
Okeechobee County,4,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,151.5 ,151.5 
Bay County,29,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,151.4 ,151.4 
Orange County,358,stable,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,151.0 ,151.0 
Polk County,155,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,150.0 ,150.0 
Jefferson County,10,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,149.7 ,149.7 
Clay County,27,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,147.6 ,147.6 
Santa Rosa County,11,stable,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,147.0 ,147.0 
Bradford County,7,stable,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,146.3 ,146.3 
Highlands County,18,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,146.2 ,146.2 
Brevard County,106,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,145.7 ,145.7 
Flagler County,29,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,144.5 ,144.5 
Marion County,74,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,142.5 ,142.5 
Walton County,5,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,141.6 ,141.6 
Hernando County,18,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,140.5 ,140.5 
Madison County,12,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,138.3 ,138.3 
St. Lucie County,96,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,138.0 ,138.0 
Broward County,690,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,135.8 ,135.8 
Lee County,82,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,134.3 ,134.3 
Palm Beach County,337,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,133.5 ,133.5 
Washington County,4,stable,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,130.0 ,130.0 
Pasco County,33,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,129.3 ,129.3 
Osceola County,53,stable,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,125.4 ,125.4 
Wakulla County,4,*,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,121.3 ,121.3 
Sumter County,12,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,120.6 ,120.6 
Collier County,23,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,93.6 ,93.6 
Charlotte County,16,falling,Florida,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,92.9 ,92.9 
Escambia County,5,*,Florida,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,129.8 ,129.8 
Hillsborough County,5,*,Florida,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,77.8 ,77.8 
Pinellas County,3,*,Florida,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,62.6 ,62.6 
Orange County,4,*,Florida,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,60.7 ,60.7 
Broward County,3,*,Florida,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,41.5 ,41.5 
Escambia County,14,stable,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,117.4 ,117.4 
Charlotte County,4,*,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,107.7 ,107.7 
Bay County,6,*,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,107.4 ,107.4 
Santa Rosa County,4,*,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,100.5 ,100.5 
Clay County,8,*,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,97.8 ,97.8 
Pasco County,15,*,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,97.5 ,97.5 
Flagler County,4,*,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,93.2 ,93.2 
Brevard County,19,stable,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,88.4 ,88.4 
Okaloosa County,8,stable,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,87.6 ,87.6 
Hillsborough County,48,stable,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,86.9 ,86.9 
Seminole County,18,stable,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,86.8 ,86.8 
Miami-Dade County,45,stable,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,85.6 ,85.6 
Duval County,39,stable,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,84.6 ,84.6 
Broward County,69,rising,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,84.0 ,84.0 
Osceola County,11,*,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,83.8 ,83.8 
Pinellas County,33,stable,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,81.3 ,81.3 
Volusia County,10,*,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,79.7 ,79.7 
Citrus County,4,*,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,79.5 ,79.5 
Palm Beach County,37,rising,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,79.3 ,79.3 
Orange County,59,falling,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,78.5 ,78.5 
Sarasota County,8,*,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,78.2 ,78.2 
Manatee County,7,*,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,72.8 ,72.8 
Lee County,13,*,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,71.9 ,71.9 
Lake County,7,*,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,69.8 ,69.8 
Polk County,12,*,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,67.0 ,67.0 
St. Johns County,4,*,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,66.5 ,66.5 
St. Lucie County,5,*,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,63.5 ,63.5 
Marion County,5,*,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,63.1 ,63.1 
Leon County,4,*,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,60.9 ,60.9 
Alachua County,7,*,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,60.7 ,60.7 
Collier County,5,*,Florida,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,55.5 ,55.5 
