County,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000"
Randolph County,11,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.1 
Schley County,6,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,217.8 
Cook County,20,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,217.1 
Jenkins County,10,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,217.1 
Spalding County,82,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,217.1 
Pierce County,23,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,217.0 
Lanier County,11,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,216.8 
Wilkinson County,12,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,216.0 
Bibb County,159,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.5 
Walker County,92,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.4 
Meriwether County,28,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.2 
Floyd County,113,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.0 
Dougherty County,92,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,212.6 
Stewart County,7,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,211.6 
Banks County,24,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,211.4 
Jeff Davis County,17,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.8 
Dodge County,27,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.6 
Putnam County,35,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.5 
Grady County,31,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.5 
Walton County,100,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,208.5 
Morgan County,24,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,207.7 
Appling County,23,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,205.1 
Wheeler County,9,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,201.7 
Screven County,18,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,201.3 
Worth County,26,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,201.1 
Bleckley County,15,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.9 
Clay County,5,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.9 
Habersham County,53,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,199.6 
Houston County,133,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,199.5 
Towns County,24,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,198.5 
Whitfield County,99,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,198.1 
Heard County,15,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,197.7 
Rockdale County,83,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,197.6 
Madison County,34,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,197.5 
Bartow County,100,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,197.0 
Catoosa County,75,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,196.2 
Coweta County,128,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,196.1 
Crisp County,26,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,196.0 
Hancock County,12,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,196.0 
Talbot County,11,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.6 
Dawson County,32,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.0 
Clayton County,170,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,194.5 
Haralson County,32,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,193.6 
Liberty County,37,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,193.4 
Crawford County,15,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,192.1 
Fannin County,42,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,191.7 
Evans County,11,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,189.9 
Jones County,32,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,189.6 
Douglas County,105,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,188.0 
Gilmer County,45,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.9 
Glynn County,99,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.8 
White County,40,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.5 
Charlton County,14,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.2 
Union County,42,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.0 
Camden County,46,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.6 
Monroe County,31,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.3 
Telfair County,19,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.5 
Paulding County,109,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.1 
Chatham County,253,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,182.7 
Baldwin County,48,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,182.4 
Henry County,162,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,181.0 
Lumpkin County,35,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,180.4 
Berrien County,22,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,178.8 
Hall County,177,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,178.5 
Pulaski County,13,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,178.0 
Pickens County,39,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.7 
Macon County,15,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,176.7 
Cherokee County,195,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,176.2 
Fulton County,695,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.7 
Hart County,31,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,170.1 
Wilcox County,10,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,170.0 
Clarke County,71,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,169.9 
Lowndes County,79,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,169.8 
Rabun County,25,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,169.6 
Greene County,24,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,168.3 
DeKalb County,494,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,167.1 
Harris County,36,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,167.0 
McIntosh County,20,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,163.9 
Marion County,10,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,163.8 
Columbia County,106,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,163.5 
Cobb County,484,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,162.5 
Gwinnett County,502,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,161.8 
Johnson County,11,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,161.3 
Forsyth County,142,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,156.2 
Fayette County,98,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,154.2 
Dooly County,14,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,153.2 
Webster County,3,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,152.8 
Baker County,3,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,146.3 
Oconee County,28,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,142.1 
Long County,10,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,141.0 
Calhoun County,4,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,130.4 
Treutlen County,9,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,185.6 
Jenkins County,11,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,183.4 
Atkinson County,8,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,182.9 
Quitman County,4,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,182.7 
Seminole County,13,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,175.1 
Polk County,47,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,172.5 
Bryan County,30,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,171.5 
Stewart County,6,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,170.9 
Emanuel County,25,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,170.8 
Turner County,10,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,170.5 
Stephens County,33,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.9 
Butts County,26,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,167.9 
Clinch County,7,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,166.2 
Screven County,18,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,165.7 
Calhoun County,6,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,165.5 
Wilcox County,9,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,165.0 
Jefferson County,20,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,164.8 
Pike County,20,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,164.1 
Newton County,101,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.5 
Mitchell County,25,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.1 
Macon County,15,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,162.8 
Crawford County,13,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.4 
Chattooga County,28,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,160.0 
Wayne County,30,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.9 
Evans County,12,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.7 
Thomas County,52,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,158.4 
Cook County,18,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,158.3 
Sumter County,32,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,158.1 
Terrell County,11,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,158.1 
Upson County,33,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,157.1 
Spalding County,73,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,156.8 
Richmond County,191,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,156.1 
Appling County,20,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.6 
Brantley County,19,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.6 
Muscogee County,183,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.1 
Madison County,30,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.1 
McDuffie County,24,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,153.5 
Lee County,24,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,153.3 
Baldwin County,41,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.7 
Peach County,28,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.4 
Jasper County,15,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.1 
Carroll County,101,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.8 
Floyd County,102,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.6 
Dade County,19,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.6 
Pierce County,19,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.5 
Gordon County,55,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.4 
Tift County,39,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.4 
Toombs County,29,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.4 
Wilkes County,13,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.0 
Charlton County,11,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.0 
Warren County,7,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,149.1 
Barrow County,65,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,149.1 
Dougherty County,91,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.9 
Meriwether County,25,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.5 
Fannin County,36,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.3 
Walker County,75,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,147.9 
Haralson County,28,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,146.4 
Bulloch County,52,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.0 
Decatur County,27,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.6 
Ben Hill County,18,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.3 
Crisp County,25,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.7 
Morgan County,20,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.6 
Bleckley County,13,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.5 
Clay County,4,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.0 
Ware County,37,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.7 
Worth County,22,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.4 
Jackson County,57,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.1 
Effingham County,44,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.9 
Douglas County,103,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.4 
Catoosa County,68,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.7 
Lanier County,8,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.6 
Colquitt County,40,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.5 
Berrien County,19,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.5 
Brooks County,17,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.4 
Walton County,82,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.4 
Henry County,160,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.3 
Bibb County,145,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.1 
Dawson County,24,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.0 
Heard County,11,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.2 
Hancock County,9,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,137.9 
