County,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000"
Clay County,20,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,84.5 
Butler County,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,84.0 
Gallatin County,9,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,84.0 
Carter County,27,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,83.8 
Lawrence County,16,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,82.3 
Magoffin County,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,81.5 
Pulaski County,59,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,81.2 
Ohio County,21,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,80.5 
Bath County,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,80.4 
Jackson County,13,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,80.1 
Bracken County,8,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,79.5 
Laurel County,54,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,79.0 
Lee County,7,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,78.6 
Cumberland County,7,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,78.4 
McLean County,9,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,78.3 
Fleming County,13,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,77.4 
Hart County,17,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,77.1 
Logan County,23,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,77.0 
Letcher County,22,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,76.8 
Rowan County,18,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,76.8 
Livingston County,9,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,76.4 
Anderson County,19,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,76.3 
Rockcastle County,14,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,76.1 
Fulton County,6,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,76.0 
Washington County,11,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,76.0 
Bourbon County,17,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,75.6 
Marshall County,28,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,74.7 
Edmonson County,11,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,74.2 
Montgomery County,23,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,73.8 
Hopkins County,39,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,73.6 
Grant County,20,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,73.5 
Lincoln County,20,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,73.2 
Casey County,14,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,73.0 
Morgan County,11,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,72.9 
Garrard County,15,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,72.7 
Larue County,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,72.0 
Taylor County,20,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,71.5 
Menifee County,6,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,71.1 
Henderson County,37,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,69.8 
Union County,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,69.3 
Boyd County,38,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.9 
Boyle County,22,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.6 
Nelson County,36,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.5 
Muhlenberg County,24,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.9 
Elliott County,6,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.7 
Marion County,14,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.7 
Clinton County,8,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.0 
Clark County,27,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.0 
McCracken County,50,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.2 
Grayson County,21,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.3 
Webster County,9,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.1 
Carlisle County,4,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.1 
Madison County,57,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,64.3 
Simpson County,14,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,64.2 
Wayne County,15,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.4 
Barren County,32,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.4 
Graves County,26,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.1 
Christian County,37,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.0 
Mercer County,18,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.0 
Todd County,9,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.6 
Meade County,21,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.4 
Allen County,15,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.2 
Pendleton County,11,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.9 
Caldwell County,9,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.5 
Mason County,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.4 
Jessamine County,36,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.2 
Warren County,76,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.1 
Hancock County,6,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.4 
Greenup County,25,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.8 
Franklin County,34,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.4 
Kenton County,107,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.4 
Breckinridge County,15,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.2 
Trigg County,10,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.5 
Hardin County,70,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.5 
Hickman County,3,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.2 
Jefferson County,485,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.9 
Crittenden County,6,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.7 
Campbell County,60,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.6 
Daviess County,62,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.5 
Lyon County,6,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.5 
Harrison County,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.2 
Henry County,11,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.7 
Calloway County,21,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.3 
Woodford County,17,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.1 
Shelby County,29,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.6 
Adair County,11,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.4 
Fayette County,161,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.8 
Green County,7,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,47.5 
Scott County,27,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,47.3 
Bullitt County,43,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.6 
Oldham County,33,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,42.8 
Spencer County,10,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,41.3 
Boone County,59,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,40.6 
Ballard County,3,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,38.7 
Owen County,5,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,38.7 
Clay County,42,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,505.9 "
Hart County,40,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,376.6 "
Perry County,57,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,372.1 "
Wolfe County,17,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,358.4 "
Whitley County,74,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,342.0 "
Lawrence County,33,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,324.1 "
Johnson County,49,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,298.6 "
Carroll County,21,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,269.4 "
Letcher County,48,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,261.5 "
Morgan County,25,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,259.3 "
Harlan County,56,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,240.5 "
Fleming County,29,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,237.8 "
Union County,27,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,234.8 "
Menifee County,15,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,233.1 "
Powell County,22,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,229.2 "
Henry County,31,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,228.6 "
Todd County,23,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,227.8 "
Grayson County,52,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,218.6 "
Floyd County,73,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,218.4 "
Monroe County,23,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,212.1 "
Lee County,14,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,211.0 "
Nicholas County,14,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,209.7 "
Carlisle County,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,205.1 "
Bell County,58,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,204.1 "
Webster County,26,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,202.3 "
Cumberland County,17,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,198.8 "
Leslie County,20,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,197.8 "
Montgomery County,49,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,194.1 "
Lewis County,27,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,181.3 "
Clinton County,22,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,176.8 "
Harrison County,37,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,175.6 "
Estill County,28,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,168.8 "
Bath County,23,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,163.8 "
Simpson County,33,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,161.3 "
Lincoln County,49,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,158.8 "
Mason County,33,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,158.5 "
McCreary County,29,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,158.2 "
Green County,25,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,157.2 "
Hancock County,15,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,150.2 "
Greenup County,80,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,147.7 "
Meade County,42,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,145.6 "
Taylor County,50,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,144.3 "
Crittenden County,20,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,142.8 "
Logan County,54,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,142.2 "
Russell County,39,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,141.8 "
Ohio County,46,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,137.0 "
Breathitt County,23,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,134.6 "
Robertson County,5,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,125.3 "
Knox County,59,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,119.4 "
Breckinridge County,41,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,118.8 "
Grant County,34,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,117.0 "
Pendleton County,24,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,113.4 "
Magoffin County,21,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,113.3 "
Butler County,25,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,107.6 "
Owsley County,9,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,101.1 "
Hopkins County,86,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,094.2 "
Anderson County,35,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,087.9 "
Washington County,22,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,086.9 "
McLean County,18,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,084.8 "
Boyd County,96,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,084.2 "
Pike County,112,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,083.8 "
Hardin County,153,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,083.3 "
Knott County,28,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,080.8 "
Clark County,65,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,075.8 "
Gallatin County,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,068.0 "
Barren County,78,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,066.2 "
Carter County,51,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,065.1 "
Wayne County,42,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,061.3 "
Larue County,25,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,060.2 "
Pulaski County,118,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,051.6 "
Bourbon County,38,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,046.9 "
Mercer County,40,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,042.9 "
Laurel County,95,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,039.5 "
Franklin County,84,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,028.5 "
Muhlenberg County,58,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,025.3 "
Ballard County,17,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,022.0 "
Owen County,18,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,018.9 "
Kenton County,220,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,017.7 "
Livingston County,20,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,017.5 "
Martin County,17,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,014.5 "
Henderson County,76,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,013.4 "
Fulton County,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,010.0 "
Jackson County,21,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,001.3 "
Trimble County,14,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,998.1 
Madison County,115,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,996.6 
Marshall County,64,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,995.2 
Casey County,30,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,994.6 
Marion County,30,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,991.9 
Shelby County,64,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,987.0 
Nelson County,63,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,985.8 
Metcalfe County,18,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,985.6 
Campbell County,132,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,985.1 
Bullitt County,110,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,983.9 
Trigg County,30,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,981.5 
Rowan County,31,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,979.9 
Elliott County,13,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,973.5 
Daviess County,158,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,968.1 
