,County,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",Recent 5-Year Trend in Incidence Rates
43,Jackson County  6,213,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,382.2 ",-1.1 
44,Bartholomew County  6,386,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,379.9 ",-0.2 
45,Hendricks County  6,674,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,374.9 ",-4.9 
46,Lawrence County  6,262,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,373.0 ",0.1 
47,Martin County  6,58,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,371.4 ",-0.7 
48,Clinton County  6,158,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,369.7 ",-0.6 
49,Jay County  6,107,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,365.8 ",-0.9 
50,Vanderburgh County  6,893,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,358.6 ",-0.3 
51,Washington County  6,141,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,357.4 ",-1.0 
52,Fayette County  6,128,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,351.0 ",-0.9 
53,Whitley County  6,173,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,349.2 ",-0.5 
54,Jasper County  6,167,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,346.5 ",-1.2 
55,Wayne County  6,357,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,346.4 ",-0.9 
56,Pike County  6,71,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,344.0 ",0.7 
57,Crawford County  6,60,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,334.6 ",-1.2 
58,Boone County  6,265,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,333.3 ",-5.1 
59,Gibson County  6,169,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,331.3 ",0.4 
60,Allen County  6,1563,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,331.1 ",-0.2 
61,Randolph County  6,139,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,328.0 ",-1.1 
62,Pulaski County  6,68,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,326.8 ",-0.9 
63,St. Joseph County  6,1211,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,325.8 ",-1.4 
64,Elkhart County  6,850,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,321.6 ",-0.4 
65,Monroe County  6,519,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,320.3 ",-1.3 
66,Wells County  6,144,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,318.9 ",-0.9 
67,Hamilton County  6,1129,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,311.6 ",-0.4 
68,Brown County  6,98,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,310.0 ",-0.9 
69,Warrick County  6,299,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,304.9 ",-0.4 
70,Perry County  6,98,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,304.1 ",-0.6 
71,Tippecanoe County  6,615,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,304.0 ",-1.3 
72,Ripley County  6,140,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,303.5 ",-0.7 
73,Noble County  6,210,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,299.8 ",-0.7 
74,Harrison County  6,195,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,297.9 ",-1.5 
75,Fulton County  6,105,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,295.4 ",-1.7 
76,Sullivan County  6,102,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,294.8 ",-1.6 
77,Daviess County  6,143,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,293.6 ",-0.4 
78,Franklin County  6,115,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,280.9 ",-0.7 
79,Greene County  6,171,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,280.5 ",-0.6 
80,Montgomery County  6,188,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,280.4 ",-1.3 
81,Adams County  6,145,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,274.5 ",-0.5 
82,Dubois County  6,202,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,262.3 ",0.3 
83,Newton County  6,73,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,259.5 ",-1.8 
84,Miami County  6,168,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,258.3 ",-1.7 
85,Posey County  6,127,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,237.7 ",-8.9 
86,Cass County  6,179,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,237.2 ",-1.9 
87,Marshall County  6,213,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,225.2 ",-1.4 
88,Ohio County  6,33,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,223.5 ",-1.6 
89,Switzerland County  6,48,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,202.8 ",-2.0 
90,Spencer County  6,101,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,199.7 ",-1.3 
91,LaGrange County  6,134,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,189.8 ",-0.9 
92,Steuben County  6,168,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,189.2 ",-1.5 
93,Parke County  6,79,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,170.2 ",-1.1 
2,Morgan County  6,213,rising,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,272.9 ,1.2 
3,Tipton County  6,44,rising,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,270.8 ,2.7 
4,Howard County  6,231,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,268.6 ,-1.8 
5,Shelby County  6,132,rising,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,266.3 ,1.3 
6,Knox County  6,102,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,265.3 ,1.1 
7,Grant County  6,184,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,264.7 ,0.0 
8,Crawford County  6,33,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,264.6 ,0.0 
9,Jefferson County  6,93,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,264.4 ,0.1 
10,Dearborn County  6,150,rising,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,262.7 ,1.5 
11,Fountain County  6,45,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,261.9 ,1.4 
12,Jennings County  6,78,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,261.1 ,1.1 
13,White County  6,68,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,257.4 ,1.2 
14,Benton County  6,24,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,256.8 ,-1.0 
15,Hancock County  6,199,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,256.0 ,0.2 
16,Madison County  6,342,rising,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,255.1 ,0.8 
17,Union County  6,20,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,252.1 ,2.9 
18,Starke County  6,68,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,251.5 ,-0.5 
19,Vigo County  6,266,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,251.1 ,-0.2 
20,Blackford County  6,34,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,249.3 ,-0.8 
21,Lawrence County  6,124,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,248.7 ,1.1 
22,Clark County  6,302,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,245.9 ,0.0 
23,Wabash County  6,81,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,245.9 ,1.5 
24,Carroll County  6,53,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,244.8 ,0.8 
25,Ripley County  6,73,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,242.9 ,0.1 
26,Floyd County  6,203,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,241.4 ,0.2 
27,Delaware County  6,259,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,239.4 ,-0.3 
28,Henry County  6,126,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,238.7 ,-0.2 
29,Marion County  6,2219,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,238.5 ,-0.4 
30,Clay County  6,68,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,238.5 ,-0.5 
31,Jasper County  6,82,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,237.5 ,0.5 
32,Rush County  6,44,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,237.3 ,0.5 
33,Scott County  6,63,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,237.2 ,-0.7 
34,Lake County  6,1232,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,237.2 ,0.2 
35,Franklin County  6,59,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,234.2 ,0.4 
36,Boone County  6,155,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,233.8 ,0.7 
37,Putnam County  6,92,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,233.8 ,-0.1 
38,Sullivan County  6,52,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,233.5 ,-0.5 
39,LaPorte County  6,281,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,233.0 ,0.2 
40,Wayne County  6,162,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,232.6 ,-0.2 
41,Daviess County  6,73,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,232.4 ,1.1 
42,Johnson County  6,351,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,232.2 ,-0.2 
43,Washington County  6,72,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,231.8 ,0.3 
44,Jay County  6,48,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,231.4 ,-0.6 
45,Porter County  6,419,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,230.9 ,-0.3 
46,Clinton County  6,77,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,230.7 ,0.3 
47,Bartholomew County  6,189,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,230.7 ,-0.1 
48,Owen County  6,58,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,230.5 ,1.2 
49,Decatur County  6,64,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,230.1 ,1.1 
50,Hendricks County  6,377,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,229.3 ,-0.3 
51,Orange County  6,49,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,228.3 ,-0.8 
52,DeKalb County  6,107,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,228.1 ,0.7 
53,Vanderburgh County  6,436,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,228.0 ,0.5 
54,Harrison County  6,98,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,227.8 ,-0.4 
55,Posey County  6,65,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,227.0 ,0.7 
56,Jackson County  6,102,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,226.6 ,-0.6 
57,Pike County  6,32,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,225.9 ,0.6 
58,Ohio County  6,17,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,224.7 ,-0.5 
59,Vermillion County  6,38,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,223.7 ,-1.0 
60,Pulaski County  6,30,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,223.5 ,-0.9 
61,Noble County  6,110,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,223.5 ,0.8 
62,Kosciusko County  6,177,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,222.1 ,0.3 
63,Huntington County  6,89,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,222.0 ,0.2 
64,Elkhart County  6,435,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,220.7 ,0.0 
65,Fayette County  6,56,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,220.3 ,-0.9 
66,Newton County  6,36,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,219.7 ,-1.5 
67,Randolph County  6,60,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,219.7 ,-0.3 
68,Allen County  6,807,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,219.1 ,-0.3 
69,Dubois County  6,99,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,219.1 ,-8.1 
70,St. Joseph County  6,597,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,218.8 ,-0.8 
71,Montgomery County  6,88,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,218.7 ,0.2 
72,Greene County  6,80,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,218.4 ,-0.1 
73,Hamilton County  6,683,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,217.4 ,-0.4 
74,Whitley County  6,82,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,215.7 ,0.4 
75,Brown County  6,40,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,214.4 ,-0.5 
76,Gibson County  6,77,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,212.1 ,0.6 
77,Warren County  6,21,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,211.2 ,-1.2 
78,Perry County  6,46,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,210.9 ,-0.1 
79,Martin County  6,25,rising,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,210.5 ,11.6 
80,Tippecanoe County  6,320,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,210.5 ,-0.7 
81,Adams County  6,67,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,209.5 ,-0.3 
82,Wells County  6,63,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,208.7 ,-0.3 
83,Cass County  6,86,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,208.2 ,-0.6 
84,Parke County  6,39,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,208.1 ,1.0 
85,Steuben County  6,77,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,204.0 ,-0.4 
86,Miami County  6,79,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,203.3 ,-1.1 
87,Spencer County  6,48,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,203.2 ,-0.2 
88,Monroe County  6,247,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,201.9 ,-1.0 
89,Fulton County  6,44,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,201.4 ,-1.7 
90,Warrick County  6,134,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,201.0 ,-0.2 
91,Switzerland County  6,23,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,193.3 ,-2.3 
92,Marshall County  6,93,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,188.4 ,-1.5 
93,LaGrange County  6,62,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,185.6 ,-0.4 
2,Shelby County  6,168,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,361.0 ",-5.5 
3,Putnam County  6,138,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,351.1 ",-0.2 
4,Morgan County  6,253,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,328.6 ",-1.1 
5,Warren County  6,37,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,307.5 ",-0.2 
6,Knox County  6,142,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,244.7 ",-0.4 
7,Jefferson County  6,119,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,234.6 ",-0.2 
8,Fountain County  6,71,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,221.9 ",-0.8 
9,Owen County  6,84,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,221.8 ",-0.9 
10,Vermillion County  6,65,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,213.4 ",-0.9 
11,Starke County  6,87,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,197.4 ",-0.5 
12,Johnson County  6,457,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,190.5 ",1.2 
13,Scott County  6,81,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,185.8 ",-1.5 
14,Dearborn County  6,176,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,181.4 ",-0.4 
15,Grant County  6,267,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,176.2 ",-0.8 
16,Rush County  6,64,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,176.0 ",-0.7 
17,Blackford County  6,53,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,175.5 ",-0.7 
18,Clay County  6,96,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,174.1 ",-1.2 
19,Jennings County  6,90,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,145.9 ",-0.1 
20,Decatur County  6,90,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,140.0 ",0.1 
21,Floyd County  6,242,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,139.2 ",-1.4 
22,Porter County  6,534,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,129.2 ",-0.9 
23,Kosciusko County  6,258,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,124.5 ",0.1 
24,Hancock County  6,238,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,110.4 ",-0.7 
25,Wabash County  6,131,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,108.0 ",0.3 
26,Jay County  6,73,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,100.9 ",-0.9 
27,Orange County  6,75,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,093.0 ",0.6 
28,Union County  6,27,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,085.2 ",-0.7 
29,Lake County  6,1556,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,085.1 ",-2.0 
30,Jackson County  6,141,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,082.2 ",-1.1 
