average_annual_count,recent_trend,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,five_year_trend_rates,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
5,*,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,184.8 ,184.8 ,"Kiowa County, CO",,1384,1342,1365,1379,1406,42108,43951,43845,44704,46901
5,*,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,193.3 ,193.3 ,"Kiowa County, CO",,1384,1342,1365,1379,1406,42108,43951,43845,44704,46901
28,stable,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,181.8 ,181.8 ,"Prowers County, CO",59.0,11936,11926,11998,12079,12172,41348,40164,41238,42455,47051
5,*,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,203.6 ,203.6 ,"Prowers County, CO",59.0,11936,11926,11998,12079,12172,41348,40164,41238,42455,47051
23,stable,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,181.1 ,181.1 ,"Prowers County, CO",59.0,11936,11926,11998,12079,12172,41348,40164,41238,42455,47051
5,*,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,191.9 ,191.9 ,"Prowers County, CO",59.0,11936,11926,11998,12079,12172,41348,40164,41238,42455,47051
12,stable,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,174.7 ,174.7 ,"Baca County, CO",,3555,3530,3554,3584,3581,35405,34070,35725,38294,38945
11,stable,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,178.4 ,178.4 ,"Baca County, CO",,3555,3530,3554,3584,3581,35405,34070,35725,38294,38945
85,stable,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,169.0 ,169.0 ,"Delta County, CO",60.0,29913,30346,30519,30884,31162,42586,41798,43528,46786,51525
3,*,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,113.6 ,113.6 ,"Delta County, CO",60.0,29913,30346,30519,30884,31162,42586,41798,43528,46786,51525
81,rising,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,173.6 ,173.6 ,"Delta County, CO",60.0,29913,30346,30519,30884,31162,42586,41798,43528,46786,51525
3,*,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,100.6 ,100.6 ,"Delta County, CO",60.0,29913,30346,30519,30884,31162,42586,41798,43528,46786,51525
13,stable,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,166.1 ,166.1 ,"Bent County, CO",56.0,5889,5833,5827,5808,5577,36630,33951,37307,37659,35764
10,stable,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,167.1 ,167.1 ,"Bent County, CO",56.0,5889,5833,5827,5808,5577,36630,33951,37307,37659,35764
56,stable,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,165.4 ,165.4 ,"Morgan County, CO",0.0,28252,28199,28295,28769,29068,49087,49129,50453,55387,57535
8,stable,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,130.1 ,130.1 ,"Morgan County, CO",0.0,28252,28199,28295,28769,29068,49087,49129,50453,55387,57535
48,stable,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,170.7 ,170.7 ,"Morgan County, CO",0.0,28252,28199,28295,28769,29068,49087,49129,50453,55387,57535
8,stable,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,122.3 ,122.3 ,"Morgan County, CO",0.0,28252,28199,28295,28769,29068,49087,49129,50453,55387,57535
9,stable,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,152.6 ,152.6 ,"Crowley County, CO",60.0,5628,5285,5840,5957,6061,35405,35873,38112,35880,38224
7,stable,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,160.2 ,160.2 ,"Crowley County, CO",60.0,5628,5285,5840,5957,6061,35405,35873,38112,35880,38224
40,falling,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,152.5 ,152.5 ,"Otero County, CO",56.0,18182,18266,18345,18338,18278,34970,36773,37907,40064,43723
14,stable,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,189.6 ,189.6 ,"Otero County, CO",56.0,18182,18266,18345,18338,18278,34970,36773,37907,40064,43723
4,*,Georgia,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,172.1 ,172.1 ,"Newton County, GA",49.0,104884,106499,107846,109421,111744,51177,51167,55632,56598,58222
26,falling,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,135.4 ,135.4 ,"Otero County, CO",56.0,18182,18266,18345,18338,18278,34970,36773,37907,40064,43723
14,stable,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,173.4 ,173.4 ,"Otero County, CO",56.0,18182,18266,18345,18338,18278,34970,36773,37907,40064,43723
35,stable,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,151.7 ,151.7 ,"Las Animas County, CO",48.0,14043,14073,14201,14508,14506,38858,38224,39552,41485,43452
13,stable,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,181.2 ,181.2 ,"Las Animas County, CO",48.0,14043,14073,14201,14508,14506,38858,38224,39552,41485,43452
22,stable,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,136.8 ,136.8 ,"Las Animas County, CO",48.0,14043,14073,14201,14508,14506,38858,38224,39552,41485,43452
13,stable,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,166.3 ,166.3 ,"Las Animas County, CO",48.0,14043,14073,14201,14508,14506,38858,38224,39552,41485,43452
325,falling,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,151.3 ,151.3 ,"Pueblo County, CO",55.0,163006,164774,166283,167422,168424,40540,44644,44060,48308,51075
101,stable,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,156.4 ,156.4 ,"Pueblo County, CO",55.0,163006,164774,166283,167422,168424,40540,44644,44060,48308,51075
223,falling,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,149.2 ,149.2 ,"Pueblo County, CO",55.0,163006,164774,166283,167422,168424,40540,44644,44060,48308,51075
7,*,Colorado,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,184.7 ,184.7 ,"Pueblo County, CO",55.0,163006,164774,166283,167422,168424,40540,44644,44060,48308,51075
3,*,Colorado,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,61.8 ,61.8 ,"Pueblo County, CO",55.0,163006,164774,166283,167422,168424,40540,44644,44060,48308,51075
102,falling,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,149.3 ,149.3 ,"Pueblo County, CO",55.0,163006,164774,166283,167422,168424,40540,44644,44060,48308,51075
566,falling,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,150.0 ,150.0 ,"Adams County, CO",14.25,490443,497734,503590,511354,517421,62991,65442,65977,70199,75341
120,stable,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,129.6 ,129.6 ,"Adams County, CO",14.25,490443,497734,503590,511354,517421,62991,65442,65977,70199,75341
445,falling,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,155.8 ,155.8 ,"Adams County, CO",14.25,490443,497734,503590,511354,517421,62991,65442,65977,70199,75341
17,stable,Colorado,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,146.3 ,146.3 ,"Adams County, CO",14.25,490443,497734,503590,511354,517421,62991,65442,65977,70199,75341
6,*,Colorado,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,136.3 ,136.3 ,"Adams County, CO",14.25,490443,497734,503590,511354,517421,62991,65442,65977,70199,75341
20,stable,Colorado,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,114.3 ,114.3 ,"Adams County, CO",14.25,490443,497734,503590,511354,517421,62991,65442,65977,70199,75341
123,stable,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,126.2 ,126.2 ,"Adams County, CO",14.25,490443,497734,503590,511354,517421,62991,65442,65977,70199,75341
11,stable,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,149.2 ,149.2 ,"Lincoln County, CO",58.0,5543,5551,5523,5606,5701,43188,42969,45308,46690,43077
11,stable,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,151.6 ,151.6 ,"Lincoln County, CO",58.0,5543,5551,5523,5606,5701,43188,42969,45308,46690,43077
11,stable,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,148.4 ,148.4 ,"Rio Blanco County, CO",,6478,6436,6352,6330,6324,61426,58980,58336,63411,65960
11,stable,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,156.8 ,156.8 ,"Rio Blanco County, CO",,6478,6436,6352,6330,6324,61426,58980,58336,63411,65960
106,falling,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,148.3 ,148.3 ,"Fremont County, CO",58.0,46282,46976,47548,47959,47839,41967,46372,48820,47885,52239
4,*,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,96.5 ,96.5 ,"Fremont County, CO",58.0,46282,46976,47548,47959,47839,41967,46372,48820,47885,52239
102,falling,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,152.0 ,152.0 ,"Fremont County, CO",58.0,46282,46976,47548,47959,47839,41967,46372,48820,47885,52239
4,*,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,99.7 ,99.7 ,"Fremont County, CO",58.0,46282,46976,47548,47959,47839,41967,46372,48820,47885,52239
21,stable,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,147.4 ,147.4 ,"Huerfano County, CO",,6404,6580,6628,6887,6897,33098,34626,37424,38242,39955
6,stable,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,174.7 ,174.7 ,"Huerfano County, CO",,6404,6580,6628,6887,6897,33098,34626,37424,38242,39955
15,stable,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,138.6 ,138.6 ,"Huerfano County, CO",,6404,6580,6628,6887,6897,33098,34626,37424,38242,39955
6,stable,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,159.2 ,159.2 ,"Huerfano County, CO",,6404,6580,6628,6887,6897,33098,34626,37424,38242,39955
52,falling,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,145.0 ,145.0 ,"Montezuma County, CO",63.0,25716,25994,26112,26152,26183,42975,40679,48692,50180,52641
4,*,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,152.9 ,152.9 ,"Montezuma County, CO",63.0,25716,25994,26112,26152,26183,42975,40679,48692,50180,52641
48,falling,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,145.2 ,145.2 ,"Montezuma County, CO",63.0,25716,25994,26112,26152,26183,42975,40679,48692,50180,52641
4,*,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,139.9 ,139.9 ,"Montezuma County, CO",63.0,25716,25994,26112,26152,26183,42975,40679,48692,50180,52641
3,*,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,144.4 ,144.4 ,"Jackson County, CO",63.0,1353,1358,1375,1395,1392,46905,46671,48785,51457,53577
3,*,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,148.3 ,148.3 ,"Jackson County, CO",63.0,1353,1358,1375,1395,1392,46905,46671,48785,51457,53577
42,falling,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,144.0 ,144.0 ,"Logan County, CO",61.0,22472,22435,22317,22268,22409,46306,49407,50246,53168,58429
41,stable,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,150.6 ,150.6 ,"Logan County, CO",61.0,22472,22435,22317,22268,22409,46306,49407,50246,53168,58429
22,stable,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,144.0 ,144.0 ,"Alamosa County, CO",0.0,15894,16053,16108,16248,16233,40067,37057,43121,42897,38213
7,stable,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,124.8 ,124.8 ,"Alamosa County, CO",0.0,15894,16053,16108,16248,16233,40067,37057,43121,42897,38213
15,stable,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,154.2 ,154.2 ,"Alamosa County, CO",0.0,15894,16053,16108,16248,16233,40067,37057,43121,42897,38213
7,stable,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,112.9 ,112.9 ,"Alamosa County, CO",0.0,15894,16053,16108,16248,16233,40067,37057,43121,42897,38213
881,falling,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,143.2 ,143.2 ,"El Paso County, CO",59.5,674001,688277,700099,712089,720403,60050,63610,65260,67923,72675
68,stable,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,131.1 ,131.1 ,"El Paso County, CO",59.5,674001,688277,700099,712089,720403,60050,63610,65260,67923,72675
810,falling,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,144.3 ,144.3 ,"El Paso County, CO",59.5,674001,688277,700099,712089,720403,60050,63610,65260,67923,72675
48,falling,Colorado,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,151.9 ,151.9 ,"El Paso County, CO",59.5,674001,688277,700099,712089,720403,60050,63610,65260,67923,72675
8,*,Colorado,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,171.8 ,171.8 ,"El Paso County, CO",59.5,674001,688277,700099,712089,720403,60050,63610,65260,67923,72675
23,stable,Colorado,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,97.2 ,97.2 ,"El Paso County, CO",59.5,674001,688277,700099,712089,720403,60050,63610,65260,67923,72675
71,stable,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,124.9 ,124.9 ,"El Paso County, CO",59.5,674001,688277,700099,712089,720403,60050,63610,65260,67923,72675
11,falling,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,142.4 ,142.4 ,"Washington County, CO",56.0,4786,4834,4921,4888,4908,47592,46304,48325,47869,53263
11,falling,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,142.0 ,142.0 ,"Washington County, CO",56.0,4786,4834,4921,4888,4908,47592,46304,48325,47869,53263
291,falling,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,142.2 ,142.2 ,"Mesa County, CO",18.0,148025,149736,151170,152951,154210,51449,49825,52623,51132,60249
15,falling,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,119.8 ,119.8 ,"Mesa County, CO",18.0,148025,149736,151170,152951,154210,51449,49825,52623,51132,60249
276,falling,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,144.1 ,144.1 ,"Mesa County, CO",18.0,148025,149736,151170,152951,154210,51449,49825,52623,51132,60249
15,falling,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,112.9 ,112.9 ,"Mesa County, CO",18.0,148025,149736,151170,152951,154210,51449,49825,52623,51132,60249
23,falling,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,140.8 ,140.8 ,"Rio Grande County, CO",49.0,11352,11337,11297,11271,11267,40259,41128,41693,44171,48496
7,stable,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,145.0 ,145.0 ,"Rio Grande County, CO",49.0,11352,11337,11297,11271,11267,40259,41128,41693,44171,48496
15,stable,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,139.6 ,139.6 ,"Rio Grande County, CO",49.0,11352,11337,11297,11271,11267,40259,41128,41693,44171,48496
7,falling,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,137.4 ,137.4 ,"Rio Grande County, CO",49.0,11352,11337,11297,11271,11267,40259,41128,41693,44171,48496
760,falling,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,140.5 ,140.5 ,"Denver County, CO",55.3,683285,696159,704961,716265,727211,57886,61038,64974,68069,75456
182,falling,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,151.8 ,151.8 ,"Denver County, CO",55.3,683285,696159,704961,716265,727211,57886,61038,64974,68069,75456
575,falling,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,135.5 ,135.5 ,"Denver County, CO",55.3,683285,696159,704961,716265,727211,57886,61038,64974,68069,75456
128,falling,Colorado,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,175.2 ,175.2 ,"Denver County, CO",55.3,683285,696159,704961,716265,727211,57886,61038,64974,68069,75456
5,*,Colorado,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,82.3 ,82.3 ,"Denver County, CO",55.3,683285,696159,704961,716265,727211,57886,61038,64974,68069,75456
22,stable,Colorado,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,88.5 ,88.5 ,"Denver County, CO",55.3,683285,696159,704961,716265,727211,57886,61038,64974,68069,75456
186,falling,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,146.1 ,146.1 ,"Denver County, CO",55.3,683285,696159,704961,716265,727211,57886,61038,64974,68069,75456
10,stable,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,139.4 ,139.4 ,"Phillips County, CO",61.0,4327,4280,4288,4285,4265,48562,49046,52096,52367,53432
9,stable,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,153.5 ,153.5 ,"Phillips County, CO",61.0,4327,4280,4288,4285,4265,48562,49046,52096,52367,53432
18,falling,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,138.4 ,138.4 ,"Yuma County, CO",60.0,10037,10055,9959,9947,10019,48934,48963,48893,53253,52841
17,stable,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,145.6 ,145.6 ,"Yuma County, CO",60.0,10037,10055,9959,9947,10019,48934,48963,48893,53253,52841
91,falling,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,138.2 ,138.2 ,"Montrose County, CO",56.0,40562,41151,41753,42206,42758,46860,43285,51031,52576,50707
7,stable,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,136.4 ,136.4 ,"Montrose County, CO",56.0,40562,41151,41753,42206,42758,46860,43285,51031,52576,50707
85,falling,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,137.4 ,137.4 ,"Montrose County, CO",56.0,40562,41151,41753,42206,42758,46860,43285,51031,52576,50707
7,stable,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,140.9 ,140.9 ,"Montrose County, CO",56.0,40562,41151,41753,42206,42758,46860,43285,51031,52576,50707
21,stable,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,136.4 ,136.4 ,"Moffat County, CO",66.0,12939,13144,13088,13183,13283,59173,54151,57680,59500,63232
