Average Annual Count,Recent Trend,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",Recent 5-Year Trend in Incidence Rates,County_State
4606,stable,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,388.2 ",-0.6 ,"Fairfield County, CT"
2324,falling,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,229.5 ,-1.2 ,"Fairfield County, CT"
2954,stable,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,088.6 ",-0.4 ,"Fairfield County, CT"
176,rising,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,110.0 ,0.7 ,"New London County, CT"
1440,falling,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,380.4 ",-1.4 ,"New London County, CT"
682,stable,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,230.7 ,-3.6 ,"New London County, CT"
934,falling,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,053.3 ",-2.3 ,"New London County, CT"
580,stable,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,109.8 ,0.2 ,"New Haven County, CT"
4482,falling,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,400.4 ",-1.7 ,"New Haven County, CT"
2174,falling,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,236.6 ,-1.0 ,"New Haven County, CT"
2888,falling,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,055.5 ",-2.0 ,"New Haven County, CT"
79,rising,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,109.4 ,0.8 ,"Windham County, CT"
631,stable,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,479.1 ",-0.2 ,"Windham County, CT"
311,stable,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,234.3 ,0.4 ,"Windham County, CT"
399,stable,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,241.2 ",2.0 ,"Windham County, CT"
598,falling,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.5 ,-1.7 ,"Hartford County, CT"
4605,falling,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,390.3 ",-1.2 ,"Hartford County, CT"
2229,falling,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,232.3 ,-0.4 ,"Hartford County, CT"
2974,falling,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,049.6 ",-1.5 ,"Hartford County, CT"
105,rising,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,106.2 ,0.6 ,"Middlesex County, CT"
983,falling,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,418.1 ",-0.9 ,"Middlesex County, CT"
443,stable,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,228.7 ,0.0 ,"Middlesex County, CT"
645,falling,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,128.4 ",-1.0 ,"Middlesex County, CT"
85,stable,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.9 ,0.5 ,"Tolland County, CT"
728,falling,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,392.8 ",-1.1 ,"Tolland County, CT"
362,stable,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,225.9 ,-0.1 ,"Tolland County, CT"
451,falling,Connecticut,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,050.6 ",-1.4 ,"Tolland County, CT"
121,stable,Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,119.4 ,0.8 ,"Kent County, DE"
962,falling,Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,541.9 ",-1.7 ,"Kent County, DE"
480,stable,Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,274.7 ,0.2 ,"Kent County, DE"
604,falling,Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,150.2 ",-2.2 ,"Kent County, DE"
394,stable,Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,114.9 ,0.4 ,"New Castle County, DE"
2691,falling,Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,426.9 ",-1.0 ,"New Castle County, DE"
1401,falling,Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,240.5 ,-0.6 ,"New Castle County, DE"
1686,falling,Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,104.2 ",-0.9 ,"New Castle County, DE"
122,stable,Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.8 ,0.1 ,"Sussex County, DE"
1599,falling,Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,400.0 ",-5.3 ,"Sussex County, DE"
567,falling,Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,234.7 ,-1.5 ,"Sussex County, DE"
1155,falling,Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,077.7 ",-5.7 ,"Sussex County, DE"
42,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,421.0 ,-5.3 ,"Union County, FL"
172,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"3,030.8 ",0.8 ,"Union County, FL"
146,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,843.8 ,-2.9 ,"Union County, FL"
69,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"3,159.0 ",0.6 ,"Union County, FL"
16,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,171.0 ,3.3 ,"Gilchrist County, FL"
91,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,223.4 ",-0.9 ,"Gilchrist County, FL"
48,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,275.9 ,1.1 ,"Gilchrist County, FL"
59,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,740.3 ",4.7 ,"Gilchrist County, FL"
88,rising,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,146.2 ,3.0 ,"Citrus County, FL"
1468,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,555.1 ",0.1 ,"Citrus County, FL"
454,rising,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,299.0 ,1.4 ,"Citrus County, FL"
1101,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,156.9 ",-0.1 ,"Citrus County, FL"
136,rising,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,145.2 ,1.7 ,"Hernando County, FL"
1574,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,614.1 ",-0.9 ,"Hernando County, FL"
572,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,300.7 ,-3.1 ,"Hernando County, FL"
1139,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,270.4 ",0.0 ,"Hernando County, FL"
61,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,134.8 ,1.4 ,"Nassau County, FL"
601,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,669.7 ",0.3 ,"Nassau County, FL"
268,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,292.9 ,0.9 ,"Nassau County, FL"
394,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,383.2 ",0.2 ,"Nassau County, FL"
394,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,132.7 ,0.1 ,"Pasco County, FL"
3469,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,498.7 ",-0.8 ,"Pasco County, FL"
1461,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,277.2 ,-0.3 ,"Pasco County, FL"
2404,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,109.1 ",-1.0 ,"Pasco County, FL"
91,rising,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,128.5 ,1.3 ,"Charlotte County, FL"
1719,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,372.5 ",-0.1 ,"Charlotte County, FL"
504,rising,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,264.5 ,1.0 ,"Charlotte County, FL"
1307,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,898.8 ",-0.6 ,"Charlotte County, FL"
228,rising,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,125.6 ,1.9 ,"Sarasota County, FL"
3859,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,416.2 ",0.4 ,"Sarasota County, FL"
1076,rising,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,253.0 ,0.9 ,"Sarasota County, FL"
3013,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,060.0 ",0.4 ,"Sarasota County, FL"
218,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,125.6 ,0.5 ,"Marion County, FL"
2913,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,559.3 ",-0.8 ,"Marion County, FL"
967,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,276.8 ,0.0 ,"Marion County, FL"
2165,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,204.0 ",-1.0 ,"Marion County, FL"
717,rising,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,124.1 ,0.7 ,"Duval County, FL"
4543,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,562.2 ",-2.6 ,"Duval County, FL"
2553,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,270.2 ,-2.5 ,"Duval County, FL"
2711,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,249.2 ",-1.1 ,"Duval County, FL"
65,rising,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,123.4 ,1.9 ,"Flagler County, FL"
888,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,454.3 ",-0.9 ,"Flagler County, FL"
288,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,251.5 ,0.2 ,"Flagler County, FL"
666,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,150.4 ",-0.6 ,"Flagler County, FL"
375,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,123.3 ,0.4 ,"Brevard County, FL"
4122,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,469.6 ",-2.3 ,"Brevard County, FL"
1674,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,256.4 ,-0.2 ,"Brevard County, FL"
2825,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,136.9 ",-2.7 ,"Brevard County, FL"
85,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,123.2 ,0.7 ,"Indian River County, FL"
1322,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,458.6 ",-0.2 ,"Indian River County, FL"
418,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,262.2 ,0.5 ,"Indian River County, FL"
990,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,069.5 ",-0.5 ,"Indian River County, FL"
219,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,122.4 ,0.4 ,"Lake County, FL"
2691,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,567.3 ",-0.6 ,"Lake County, FL"
905,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,266.2 ,-0.1 ,"Lake County, FL"
2006,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,277.8 ",-0.8 ,"Lake County, FL"
647,rising,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,122.1 ,0.5 ,"Pinellas County, FL"
6733,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,420.8 ",-0.4 ,"Pinellas County, FL"
2846,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,259.8 ,0.1 ,"Pinellas County, FL"
4536,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,999.3 ",-0.6 ,"Pinellas County, FL"
92,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,121.1 ,0.8 ,"Martin County, FL"
1222,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,330.2 ",-4.4 ,"Martin County, FL"
418,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,247.6 ,0.4 ,"Martin County, FL"
896,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,877.2 ",-1.0 ,"Martin County, FL"
52,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,120.9 ,1.2 ,"Highlands County, FL"
845,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,353.4 ",-0.6 ,"Highlands County, FL"
253,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,265.4 ,0.9 ,"Highlands County, FL"
644,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,806.0 ",-1.2 ,"Highlands County, FL"
156,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,120.2 ,0.8 ,"Clay County, FL"
1078,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,536.0 ",-0.2 ,"Clay County, FL"
551,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,249.8 ,-0.2 ,"Clay County, FL"
683,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,312.1 ",0.0 ,"Clay County, FL"
20,rising,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,119.7 ,4.1 ,"Bradford County, FL"
145,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,391.1 ",0.0 ,"Bradford County, FL"
76,rising,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,268.4 ,2.4 ,"Bradford County, FL"
88,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,867.0 ",-0.8 ,"Bradford County, FL"
172,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,119.6 ,0.3 ,"St. Johns County, FL"
1408,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,469.3 ",0.1 ,"St. Johns County, FL"
621,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,242.6 ,-0.6 ,"St. Johns County, FL"
959,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,209.4 ",-1.5 ,"St. Johns County, FL"
47,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,118.6 ,1.1 ,"Columbia County, FL"
412,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,513.1 ",0.3 ,"Columbia County, FL"
198,rising,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,269.7 ,1.4 ,"Columbia County, FL"
261,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,118.3 ",-0.2 ,"Columbia County, FL"
331,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,118.5 ,0.3 ,"Volusia County, FL"
3783,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,472.3 ",-0.3 ,"Volusia County, FL"
1500,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,257.3 ,-0.7 ,"Volusia County, FL"
2615,rising,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,108.6 ",1.7 ,"Volusia County, FL"
24,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,117.6 ,1.6 ,"Levy County, FL"
289,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,474.7 ",-2.5 ,"Levy County, FL"
118,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,264.0 ,0.6 ,"Levy County, FL"
194,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,065.4 ",-7.5 ,"Levy County, FL"
8,rising,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,116.3 ,9.9 ,"Franklin County, FL"
72,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,352.9 ",0.4 ,"Franklin County, FL"
31,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,244.3 ,-0.4 ,"Franklin County, FL"
48,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,922.7 ",0.4 ,"Franklin County, FL"
443,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,115.6 ,-0.7 ,"Polk County, FL"
4045,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,483.9 ",-1.1 ,"Polk County, FL"
1695,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,258.5 ,-3.0 ,"Polk County, FL"
2794,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,109.0 ",-1.3 ,"Polk County, FL"
43,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,115.5 ,1.1 ,"Putnam County, FL"
506,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,501.3 ",-0.8 ,"Putnam County, FL"
217,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,266.9 ,0.2 ,"Putnam County, FL"
332,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,086.6 ",-1.2 ,"Putnam County, FL"
1050,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,115.1 ,0.2 ,"Hillsborough County, FL"
6300,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,443.0 ",-0.4 ,"Hillsborough County, FL"
3464,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,246.8 ,-0.5 ,"Hillsborough County, FL"
3890,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,097.9 ",-0.5 ,"Hillsborough County, FL"
125,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,114.5 ,0.0 ,"Bay County, FL"
1028,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,518.9 ",0.1 ,"Bay County, FL"
500,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,256.0 ,0.3 ,"Bay County, FL"
653,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,194.6 ",0.0 ,"Bay County, FL"
221,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,113.4 ,0.6 ,"Manatee County, FL"
2530,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,302.6 ",-0.6 ,"Manatee County, FL"
908,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,232.9 ,-0.1 ,"Manatee County, FL"
1844,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,877.5 ",-0.6 ,"Manatee County, FL"
31,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.5 ,0.0 ,"Gadsden County, FL"
233,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,333.7 ",-1.1 ,"Gadsden County, FL"
127,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,250.9 ,-0.4 ,"Gadsden County, FL"
137,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,821.9 ",-1.4 ,"Gadsden County, FL"
416,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.5 ,0.1 ,"Lee County, FL"
4767,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,254.3 ",-0.9 ,"Lee County, FL"
1691,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,231.5 ,-0.3 ,"Lee County, FL"
3493,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,774.7 ",-1.1 ,"Lee County, FL"
921,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.7 ,0.1 ,"Palm Beach County, FL"
8796,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,293.0 ",-4.8 ,"Palm Beach County, FL"
3251,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,225.1 ,-0.7 ,"Palm Beach County, FL"
6470,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,902.1 ",-5.2 ,"Palm Beach County, FL"
1358,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.5 ,-0.1 ,"Broward County, FL"
9021,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,312.7 ",-4.6 ,"Broward County, FL"
4620,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,229.3 ,-0.7 ,"Broward County, FL"
5766,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,915.2 ",-4.7 ,"Broward County, FL"
185,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.3 ,0.7 ,"St. Lucie County, FL"
1889,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,314.3 ",-0.8 ,"St. Lucie County, FL"
749,stable,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,235.4 ,-0.2 ,"St. Lucie County, FL"
1326,falling,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,874.9 ",-0.7 ,"St. Lucie County, FL"
