Average Annual Count,Recent Trend,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",Recent 5-Year Trend in Death Rates,County_State
237,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,174.5 ,174.5 ,"Macon County, IL"
33,falling,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,190.4 ,190.4 ,"Macon County, IL"
44,stable,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,173.5 ,173.5 ,"Wayne County, IL"
44,stable,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,174.0 ,174.0 ,"Wayne County, IL"
35,stable,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,173.5 ,173.5 ,"Moultrie County, IL"
35,stable,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,174.5 ,174.5 ,"Moultrie County, IL"
36,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,172.0 ,172.0 ,"Massac County, IL"
36,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,173.6 ,173.6 ,"Massac County, IL"
87,stable,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,171.4 ,171.4 ,"Woodford County, IL"
87,stable,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,172.1 ,172.1 ,"Woodford County, IL"
76,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,171.1 ,171.1 ,"Randolph County, IL"
76,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,172.0 ,172.0 ,"Randolph County, IL"
4,*,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,283.5 ,283.5 ,"Randolph County, IL"
121,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,171.0 ,171.0 ,"Ogle County, IL"
4,*,Illinois,All Cancer Sites,  White Hispanic,All Sexes,All Ages,122.4 ,122.4 ,"Ogle County, IL"
118,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,171.8 ,171.8 ,"Ogle County, IL"
4,*,Illinois,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,117.2 ,117.2 ,"Ogle County, IL"
167,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,170.1 ,170.1 ,"DeKalb County, IL"
5,*,Illinois,All Cancer Sites,  White Hispanic,All Sexes,All Ages,121.9 ,121.9 ,"DeKalb County, IL"
162,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,171.3 ,171.3 ,"DeKalb County, IL"
5,*,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,204.6 ,204.6 ,"DeKalb County, IL"
5,*,Illinois,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,113.9 ,113.9 ,"DeKalb County, IL"
19,stable,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,170.1 ,170.1 ,"Schuyler County, IL"
19,stable,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,171.5 ,171.5 ,"Schuyler County, IL"
312,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,169.9 ,169.9 ,"Tazewell County, IL"
311,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,170.6 ,170.6 ,"Tazewell County, IL"
90,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,169.8 ,169.8 ,"Bureau County, IL"
88,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,172.1 ,172.1 ,"Bureau County, IL"
40,stable,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,169.8 ,169.8 ,"Clark County, IL"
40,stable,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,171.0 ,171.0 ,"Clark County, IL"
62,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,168.4 ,168.4 ,"McDonough County, IL"
62,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,169.6 ,169.6 ,"McDonough County, IL"
14,stable,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,168.4 ,168.4 ,"Stark County, IL"
14,stable,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,169.4 ,169.4 ,"Stark County, IL"
401,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,168.1 ,168.1 ,"Sangamon County, IL"
399,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,168.9 ,168.9 ,"Sangamon County, IL"
37,falling,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,196.9 ,196.9 ,"Sangamon County, IL"
334,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,167.9 ,167.9 ,"Peoria County, IL"
332,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,170.3 ,170.3 ,"Peoria County, IL"
57,falling,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,213.0 ,213.0 ,"Peoria County, IL"
47,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,167.4 ,167.4 ,"Perry County, IL"
46,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,167.5 ,167.5 ,"Perry County, IL"
37,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,167.0 ,167.0 ,"Bond County, IL"
37,stable,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,169.5 ,169.5 ,"Bond County, IL"
142,stable,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,166.5 ,166.5 ,"Whiteside County, IL"
6,falling,Illinois,All Cancer Sites,  White Hispanic,All Sexes,All Ages,127.8 ,127.8 ,"Whiteside County, IL"
136,stable,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,168.7 ,168.7 ,"Whiteside County, IL"
6,falling,Illinois,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,120.8 ,120.8 ,"Whiteside County, IL"
85,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,164.8 ,164.8 ,"Jefferson County, IL"
84,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,165.0 ,165.0 ,"Jefferson County, IL"
4,*,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,196.5 ,196.5 ,"Jefferson County, IL"
970,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,163.8 ,163.8 ,"Will County, IL"
61,stable,Illinois,All Cancer Sites,  White Hispanic,All Sexes,All Ages,116.5 ,116.5 ,"Will County, IL"
909,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,167.6 ,167.6 ,"Will County, IL"
101,falling,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,157.0 ,157.0 ,"Will County, IL"
30,stable,Illinois,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,84.9 ,84.9 ,"Will County, IL"
62,stable,Illinois,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,111.2 ,111.2 ,"Will County, IL"
39,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,163.2 ,163.2 ,"Richland County, IL"
39,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,164.0 ,164.0 ,"Richland County, IL"
118,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,162.8 ,162.8 ,"Henry County, IL"
117,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,164.6 ,164.6 ,"Henry County, IL"
384,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,161.8 ,161.8 ,"St. Clair County, IL"
4,falling,Illinois,All Cancer Sites,  White Hispanic,All Sexes,All Ages,70.1 ,70.1 ,"St. Clair County, IL"
380,stable,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,163.9 ,163.9 ,"St. Clair County, IL"
162,falling,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,210.4 ,210.4 ,"St. Clair County, IL"
4,*,Illinois,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,87.0 ,87.0 ,"St. Clair County, IL"
4,falling,Illinois,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,60.3 ,60.3 ,"St. Clair County, IL"
30,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,161.2 ,161.2 ,"Johnson County, IL"
30,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,163.1 ,163.1 ,"Johnson County, IL"
302,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,160.9 ,160.9 ,"Rock Island County, IL"
9,stable,Illinois,All Cancer Sites,  White Hispanic,All Sexes,All Ages,81.7 ,81.7 ,"Rock Island County, IL"
293,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,165.9 ,165.9 ,"Rock Island County, IL"
24,falling,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,192.5 ,192.5 ,"Rock Island County, IL"
9,stable,Illinois,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,75.9 ,75.9 ,"Rock Island County, IL"
157,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,160.7 ,160.7 ,"Adams County, IL"
157,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,161.5 ,161.5 ,"Adams County, IL"
3,*,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,121.7 ,121.7 ,"Adams County, IL"
111,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,160.2 ,160.2 ,"Stephenson County, IL"
111,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,161.1 ,161.1 ,"Stephenson County, IL"
6,falling,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,147.8 ,147.8 ,"Stephenson County, IL"
51,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,160.2 ,160.2 ,"Jersey County, IL"
51,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,161.2 ,161.2 ,"Jersey County, IL"
46,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,159.4 ,159.4 ,"Edgar County, IL"
45,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.2 ,157.2 ,"Edgar County, IL"
38,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,158.0 ,158.0 ,"Warren County, IL"
37,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,158.3 ,158.3 ,"Warren County, IL"
28,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,157.4 ,157.4 ,"Wabash County, IL"
28,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,158.4 ,158.4 ,"Wabash County, IL"
100,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,157.3 ,157.3 ,"Coles County, IL"
100,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,158.1 ,158.1 ,"Coles County, IL"
512,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,156.0 ,156.0 ,"McHenry County, IL"
14,*,Illinois,All Cancer Sites,  White Hispanic,All Sexes,All Ages,95.2 ,95.2 ,"McHenry County, IL"
497,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.0 ,159.0 ,"McHenry County, IL"
3,*,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,126.3 ,126.3 ,"McHenry County, IL"
8,*,Illinois,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,102.5 ,102.5 ,"McHenry County, IL"
14,*,Illinois,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,89.9 ,89.9 ,"McHenry County, IL"
18,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,155.8 ,155.8 ,"Henderson County, IL"
18,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,155.7 ,155.7 ,"Henderson County, IL"
36,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,155.6 ,155.6 ,"Piatt County, IL"
36,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,156.7 ,156.7 ,"Piatt County, IL"
13,stable,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,155.6 ,155.6 ,"Pope County, IL"
13,stable,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.2 ,157.2 ,"Pope County, IL"
39,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,155.0 ,155.0 ,"Carroll County, IL"
39,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,156.7 ,156.7 ,"Carroll County, IL"
247,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,153.3 ,153.3 ,"McLean County, IL"
245,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,154.1 ,154.1 ,"McLean County, IL"
15,falling,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,187.0 ,187.0 ,"McLean County, IL"
23,stable,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,152.9 ,152.9 ,"Cumberland County, IL"
23,stable,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,153.4 ,153.4 ,"Cumberland County, IL"
1026,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,152.3 ,152.3 ,"Lake County, IL"
74,stable,Illinois,All Cancer Sites,  White Hispanic,All Sexes,All Ages,121.0 ,121.0 ,"Lake County, IL"
952,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,154.7 ,154.7 ,"Lake County, IL"
74,falling,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,178.1 ,178.1 ,"Lake County, IL"
37,stable,Illinois,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,77.4 ,77.4 ,"Lake County, IL"
74,stable,Illinois,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,112.3 ,112.3 ,"Lake County, IL"
138,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,151.5 ,151.5 ,"Kendall County, IL"
10,*,Illinois,All Cancer Sites,  White Hispanic,All Sexes,All Ages,111.1 ,111.1 ,"Kendall County, IL"
128,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,154.0 ,154.0 ,"Kendall County, IL"
10,*,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,260.1 ,260.1 ,"Kendall County, IL"
10,*,Illinois,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,104.9 ,104.9 ,"Kendall County, IL"
88,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,150.6 ,150.6 ,"Jackson County, IL"
87,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,151.1 ,151.1 ,"Jackson County, IL"
9,stable,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,170.5 ,170.5 ,"Jackson County, IL"
53,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,150.1 ,150.1 ,"Shelby County, IL"
53,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,150.1 ,150.1 ,"Shelby County, IL"
92,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,149.5 ,149.5 ,"Boone County, IL"
4,*,Illinois,All Cancer Sites,  White Hispanic,All Sexes,All Ages,73.8 ,73.8 ,"Boone County, IL"
88,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,154.4 ,154.4 ,"Boone County, IL"
4,*,Illinois,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,67.9 ,67.9 ,"Boone County, IL"
60,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,148.4 ,148.4 ,"Jo Daviess County, IL"
60,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,148.6 ,148.6 ,"Jo Daviess County, IL"
5965,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,147.6 ,147.6 ,"Cook County, IL"
836,stable,Illinois,All Cancer Sites,  White Hispanic,All Sexes,All Ages,112.2 ,112.2 ,"Cook County, IL"
5125,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,154.7 ,154.7 ,"Cook County, IL"
2905,falling,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,204.4 ,204.4 ,"Cook County, IL"
347,falling,Illinois,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,85.2 ,85.2 ,"Cook County, IL"
847,stable,Illinois,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,106.1 ,106.1 ,"Cook County, IL"
69,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,144.5 ,144.5 ,"Clinton County, IL"
69,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,146.1 ,146.1 ,"Clinton County, IL"
65,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,144.2 ,144.2 ,"Effingham County, IL"
65,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,144.4 ,144.4 ,"Effingham County, IL"
44,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,142.6 ,142.6 ,"Hancock County, IL"
44,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,143.2 ,143.2 ,"Hancock County, IL"
1332,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,140.2 ,140.2 ,"DuPage County, IL"
59,stable,Illinois,All Cancer Sites,  White Hispanic,All Sexes,All Ages,97.4 ,97.4 ,"DuPage County, IL"
1272,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,142.8 ,142.8 ,"DuPage County, IL"
47,falling,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,144.2 ,144.2 ,"DuPage County, IL"
86,stable,Illinois,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,75.2 ,75.2 ,"DuPage County, IL"
60,stable,Illinois,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,92.7 ,92.7 ,"DuPage County, IL"
698,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,138.6 ,138.6 ,"Kane County, IL"
74,stable,Illinois,All Cancer Sites,  White Hispanic,All Sexes,All Ages,104.6 ,104.6 ,"Kane County, IL"
623,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,144.0 ,144.0 ,"Kane County, IL"
39,falling,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,154.9 ,154.9 ,"Kane County, IL"
16,*,Illinois,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,75.4 ,75.4 ,"Kane County, IL"
75,stable,Illinois,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,99.1 ,99.1 ,"Kane County, IL"
30,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,138.4 ,138.4 ,"Washington County, IL"
30,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,138.9 ,138.9 ,"Washington County, IL"
20,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,138.2 ,138.2 ,"Jasper County, IL"
20,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,138.9 ,138.9 ,"Jasper County, IL"
14,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,137.5 ,137.5 ,"Putnam County, IL"
14,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,140.3 ,140.3 ,"Putnam County, IL"
14,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,137.1 ,137.1 ,"Edwards County, IL"
14,stable,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,137.5 ,137.5 ,"Edwards County, IL"
11,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,131.2 ,131.2 ,"Calhoun County, IL"
11,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,131.5 ,131.5 ,"Calhoun County, IL"
234,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,131.0 ,131.0 ,"Champaign County, IL"
3,*,Illinois,All Cancer Sites,  White Hispanic,All Sexes,All Ages,104.0 ,104.0 ,"Champaign County, IL"
231,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,131.4 ,131.4 ,"Champaign County, IL"
38,falling,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,202.0 ,202.0 ,"Champaign County, IL"
4,falling,Illinois,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,47.8 ,47.8 ,"Champaign County, IL"
3,*,Illinois,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,99.3 ,99.3 ,"Champaign County, IL"
60,falling,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,129.1 ,129.1 ,"Monroe County, IL"
60,falling,Illinois,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,130.2 ,130.2 ,"Monroe County, IL"
67,stable,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,226.1 ,226.1 ,"Scott County, IN"
66,stable,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,227.0 ,227.0 ,"Scott County, IN"
49,stable,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,221.1 ,221.1 ,"Vermillion County, IN"
49,stable,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,222.1 ,222.1 ,"Vermillion County, IN"
53,stable,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,217.6 ,217.6 ,"Fountain County, IN"
53,stable,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,219.0 ,219.0 ,"Fountain County, IN"
