,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",County_State
1298,56,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,451.5 ,"Wayne County, IL"
1299,1731,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,477.4 ,"Lake County, IL"
1300,1822,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,448.7 ,"Lake County, IL"
1301,21,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.5 ,"Putnam County, IL"
1302,14,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,321.1 ,"Putnam County, IL"
1303,793,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,475.9 ,"Winnebago County, IL"
1304,844,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.5 ,"Winnebago County, IL"
1305,157,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,474.5 ,"Ogle County, IL"
1306,164,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,480.5 ,"Ogle County, IL"
1307,54,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,473.9 ,"Carroll County, IL"
1308,49,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.9 ,"Carroll County, IL"
1309,34,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,470.8 ,"Cumberland County, IL"
1310,33,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,438.2 ,"Cumberland County, IL"
1311,139,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,469.9 ,"Boone County, IL"
1312,144,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.7 ,"Boone County, IL"
1313,1207,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,468.8 ,"Kane County, IL"
1314,1222,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,415.3 ,"Kane County, IL"
1315,100,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,464.0 ,"Monroe County, IL"
1316,94,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,416.9 ,"Monroe County, IL"
1317,371,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,461.2 ,"McLean County, IL"
1318,388,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,426.3 ,"McLean County, IL"
1319,139,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,433.0 ,"Stephenson County, IL"
1320,140,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,395.9 ,"Stephenson County, IL"
1321,18,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,389.7 ,"Edwards County, IL"
1322,21,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,429.4 ,"Edwards County, IL"
1323,23,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,387.9 ,"Henderson County, IL"
1324,26,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.2 ,"Henderson County, IL"
1325,112,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,583.4 ,"Jefferson County, IN"
1326,100,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,459.8 ,"Jefferson County, IN"
1327,239,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,582.3 ,"Grant County, IN"
1328,212,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,447.0 ,"Grant County, IN"
1329,243,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,581.0 ,"Morgan County, IN"
1330,224,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,496.8 ,"Morgan County, IN"
1331,154,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,571.1 ,"Shelby County, IN"
1332,147,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,503.6 ,"Shelby County, IN"
1333,87,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,569.1 ,"Starke County, IN"
1334,67,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,432.2 ,"Starke County, IN"
1335,124,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,564.0 ,"Putnam County, IN"
1336,105,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,461.6 ,"Putnam County, IN"
1337,46,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,559.1 ,"Blackford County, IN"
1338,41,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.2 ,"Blackford County, IN"
1339,60,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,547.5 ,"Fountain County, IN"
1340,57,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,482.7 ,"Fountain County, IN"
1341,119,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,544.3 ,"Knox County, IN"
1342,125,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,502.2 ,"Knox County, IN"
1343,24,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,544.0 ,"Union County, IN"
1344,22,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,430.7 ,"Union County, IN"
1345,110,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,539.1 ,"Wabash County, IN"
1346,102,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,446.4 ,"Wabash County, IN"
1347,165,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,536.0 ,"Dearborn County, IN"
1348,161,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,484.7 ,"Dearborn County, IN"
1349,37,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,535.4 ,"Martin County, IN"
1350,25,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,337.3 ,"Martin County, IN"
1351,341,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,534.0 ,"Delaware County, IN"
1352,307,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,423.6 ,"Delaware County, IN"
1353,356,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,532.2 ,"LaPorte County, IN"
1354,303,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,422.3 ,"LaPorte County, IN"
1355,302,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,531.3 ,"Vigo County, IN"
1356,284,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.9 ,"Vigo County, IN"
1357,77,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,530.0 ,"Owen County, IN"
1358,66,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.7 ,"Owen County, IN"
1359,157,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,527.8 ,"Lawrence County, IN"
1360,137,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,419.9 ,"Lawrence County, IN"
1361,128,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,527.2 ,"Jackson County, IN"
1362,115,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,420.1 ,"Jackson County, IN"
1363,267,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,526.3 ,"Howard County, IN"
1364,267,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,461.8 ,"Howard County, IN"
1365,45,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,524.6 ,"Pike County, IN"
1366,34,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,383.3 ,"Pike County, IN"
1367,1397,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,520.4 ,"Lake County, IN"
1368,1392,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,438.5 ,"Lake County, IN"
1369,83,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,520.1 ,"Clay County, IN"
1370,81,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,457.6 ,"Clay County, IN"
1371,215,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.7 ,"Floyd County, IN"
1372,230,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,460.1 ,"Floyd County, IN"
1373,407,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.2 ,"Madison County, IN"
1374,400,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,465.7 ,"Madison County, IN"
1375,518,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,517.7 ,"Vanderburgh County, IN"
1376,484,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,404.4 ,"Vanderburgh County, IN"
1377,84,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,516.5 ,"Jennings County, IN"
1378,84,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,488.8 ,"Jennings County, IN"
1379,71,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,516.0 ,"Scott County, IN"
1380,72,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,458.2 ,"Scott County, IN"
1381,395,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,515.1 ,"Johnson County, IN"
1382,413,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,460.2 ,"Johnson County, IN"
1383,2188,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,513.4 ,"Marion County, IN"
1384,2335,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,444.7 ,"Marion County, IN"
1385,53,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,512.2 ,"Vermillion County, IN"
1386,50,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,449.5 ,"Vermillion County, IN"
1387,214,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,511.8 ,"Hancock County, IN"
1388,222,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,477.6 ,"Hancock County, IN"
1389,84,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,511.1 ,"White County, IN"
1390,81,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,471.5 ,"White County, IN"
1391,77,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,509.8 ,"Decatur County, IN"
1392,77,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,451.2 ,"Decatur County, IN"
1393,76,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,508.8 ,"Fayette County, IN"
1394,65,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,381.3 ,"Fayette County, IN"
1395,101,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,507.7 ,"Jasper County, IN"
1396,88,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.4 ,"Jasper County, IN"
1397,53,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,506.9 ,"Tipton County, IN"
1398,51,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,487.4 ,"Tipton County, IN"
1399,53,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,506.6 ,"Rush County, IN"
1400,54,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,469.0 ,"Rush County, IN"
1401,66,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,504.7 ,"Orange County, IN"
1402,58,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,436.3 ,"Orange County, IN"
1403,30,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,504.2 ,"Warren County, IN"
1404,28,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,454.2 ,"Warren County, IN"
1405,64,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,504.0 ,"Carroll County, IN"
1406,62,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,446.2 ,"Carroll County, IN"
1407,203,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,503.6 ,"Wayne County, IN"
1408,194,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.7 ,"Wayne County, IN"
1409,475,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,503.3 ,"Porter County, IN"
1410,478,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.3 ,"Porter County, IN"
1411,154,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,500.5 ,"Henry County, IN"
1412,152,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,458.1 ,"Henry County, IN"
1413,82,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,500.3 ,"Randolph County, IN"
1414,71,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,378.8 ,"Randolph County, IN"
1415,396,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,499.8 ,"Hendricks County, IN"
1416,396,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.5 ,"Hendricks County, IN"
1417,224,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,499.0 ,"Kosciusko County, IN"
1418,212,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,440.4 ,"Kosciusko County, IN"
1419,105,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,496.6 ,"Huntington County, IN"
1420,104,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.8 ,"Huntington County, IN"
1421,303,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,493.4 ,"Clark County, IN"
1422,341,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,460.5 ,"Clark County, IN"
1423,85,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,493.1 ,"Ripley County, IN"
1424,74,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,405.5 ,"Ripley County, IN"
1425,88,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.4 ,"Adams County, IN"
1426,77,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,379.9 ,"Adams County, IN"
1427,26,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.4 ,"Benton County, IN"
1428,28,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,472.5 ,"Benton County, IN"
1429,83,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,490.4 ,"Wells County, IN"
1430,76,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,393.9 ,"Wells County, IN"
1431,58,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,490.3 ,"Jay County, IN"
1432,64,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,465.0 ,"Jay County, IN"
1433,82,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,490.2 ,"Washington County, IN"
1434,77,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,428.3 ,"Washington County, IN"
1435,306,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,486.4 ,"Monroe County, IN"
1436,275,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,375.9 ,"Monroe County, IN"
1437,90,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,485.4 ,"Clinton County, IN"
1438,87,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,430.7 ,"Clinton County, IN"
1439,155,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,481.2 ,"Boone County, IN"
1440,158,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,430.7 ,"Boone County, IN"
1441,175,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,479.7 ,"Warrick County, IN"
1442,160,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,389.6 ,"Warrick County, IN"
1443,58,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,479.4 ,"Brown County, IN"
1444,48,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,406.0 ,"Brown County, IN"
1445,884,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.3 ,"Allen County, IN"
1446,903,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,418.2 ,"Allen County, IN"
1447,214,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.2 ,"Bartholomew County, IN"
1448,223,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,446.0 ,"Bartholomew County, IN"
1449,673,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,475.7 ,"Hamilton County, IN"
1450,698,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,419.5 ,"Hamilton County, IN"
1451,34,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,475.5 ,"Crawford County, IN"
1452,32,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,440.1 ,"Crawford County, IN"
1453,95,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,473.8 ,"Gibson County, IN"
1454,93,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,416.9 ,"Gibson County, IN"
1455,116,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,472.9 ,"DeKalb County, IN"
1456,125,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,461.8 ,"DeKalb County, IN"
1457,68,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,472.3 ,"Franklin County, IN"
1458,62,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.6 ,"Franklin County, IN"
1459,102,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,472.1 ,"Greene County, IN"
1460,88,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,389.0 ,"Greene County, IN"
1461,62,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,468.6 ,"Sullivan County, IN"
1462,54,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,415.9 ,"Sullivan County, IN"
1463,39,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,467.7 ,"Pulaski County, IN"
1464,38,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,444.3 ,"Pulaski County, IN"
1465,117,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,466.9 ,"Dubois County, IN"
1466,112,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,408.7 ,"Dubois County, IN"
1467,669,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,465.8 ,"St. Joseph County, IN"
1468,698,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,417.4 ,"St. Joseph County, IN"
