,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",Recent 5-Year Trend in Incidence Rates,County_State
2434,2973,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,482.0 ",-0.8 ,"Will County, IL"
2435,1684,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,236.9 ,0.1 ,"Will County, IL"
2436,1824,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,251.7 ",-0.9 ,"Will County, IL"
2437,6,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,114.2 ,1.4 ,"Jasper County, IL"
2438,57,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,414.3 ",-0.1 ,"Jasper County, IL"
2439,29,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,262.0 ,0.7 ,"Jasper County, IL"
2440,34,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,922.7 ",-0.4 ,"Jasper County, IL"
2441,9,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,113.7 ,0.6 ,"Greene County, IL"
2442,91,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,654.9 ",0.4 ,"Greene County, IL"
2443,39,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,264.2 ,0.5 ,"Greene County, IL"
2444,61,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,430.9 ",0.1 ,"Greene County, IL"
2445,49,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,113.6 ,0.3 ,"Vermilion County, IL"
2446,487,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,567.9 ",-0.1 ,"Vermilion County, IL"
2447,224,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,268.4 ,0.6 ,"Vermilion County, IL"
2448,313,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,211.2 ",-0.5 ,"Vermilion County, IL"
2449,25,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,113.6 ,-0.1 ,"Woodford County, IL"
2450,216,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,468.4 ",-0.4 ,"Woodford County, IL"
2451,105,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,251.9 ,-0.4 ,"Woodford County, IL"
2452,136,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,107.9 ",-0.3 ,"Woodford County, IL"
2453,179,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,113.3 ,0.7 ,"St. Clair County, IL"
2454,1288,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,420.1 ",-1.0 ,"St. Clair County, IL"
2455,676,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,241.9 ,-0.3 ,"St. Clair County, IL"
2456,793,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,073.3 ",-1.0 ,"St. Clair County, IL"
2457,4,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,113.1 ,0.6 ,"Alexander County, IL"
2458,46,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,547.7 ",-1.2 ,"Alexander County, IL"
2459,19,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,250.1 ,-1.1 ,"Alexander County, IL"
2460,30,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,290.3 ",-1.5 ,"Alexander County, IL"
2461,655,rising,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.7 ,1.1 ,"DuPage County, IL"
2462,4338,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,373.7 ",-0.9 ,"DuPage County, IL"
2463,2296,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,228.6 ,0.0 ,"DuPage County, IL"
2464,2698,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,058.3 ",-1.0 ,"DuPage County, IL"
2465,11,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.7 ,0.9 ,"Union County, IL"
2466,114,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,505.4 ",1.0 ,"Union County, IL"
2467,47,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,247.8 ,-15.2 ,"Union County, IL"
2468,77,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,211.5 ",0.8 ,"Union County, IL"
2469,9,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.4 ,0.0 ,"Moultrie County, IL"
2470,80,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,404.0 ",-0.2 ,"Moultrie County, IL"
2471,34,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,231.1 ,0.2 ,"Moultrie County, IL"
2472,55,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,103.8 ",-0.3 ,"Moultrie County, IL"
2473,67,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.0 ,1.6 ,"DeKalb County, IL"
2474,441,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,543.1 ",0.2 ,"DeKalb County, IL"
2475,223,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,236.5 ,0.6 ,"DeKalb County, IL"
2476,286,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,364.6 ",0.2 ,"DeKalb County, IL"
2477,216,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,110.7 ,0.4 ,"McHenry County, IL"
2478,1381,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,377.5 ",-1.4 ,"McHenry County, IL"
2479,752,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,221.5 ,-0.5 ,"McHenry County, IL"
2480,846,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,107.2 ",-1.5 ,"McHenry County, IL"
2481,174,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,110.1 ,0.2 ,"Madison County, IL"
2482,1472,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,491.1 ",-0.3 ,"Madison County, IL"
2483,705,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,245.4 ,0.1 ,"Madison County, IL"
2484,942,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,186.3 ",0.1 ,"Madison County, IL"
2485,16,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,109.5 ,2.7 ,"Saline County, IL"
2486,156,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,547.0 ",-0.7 ,"Saline County, IL"
2487,67,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,252.0 ,0.8 ,"Saline County, IL"
2488,105,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,255.9 ",-0.9 ,"Saline County, IL"
2489,24,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,109.2 ,-0.5 ,"Jefferson County, IL"
2490,240,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,596.2 ",-0.4 ,"Jefferson County, IL"
2491,107,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,261.5 ,0.1 ,"Jefferson County, IL"
2492,157,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,295.9 ",-0.6 ,"Jefferson County, IL"
2493,11,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.8 ,0.5 ,"Bond County, IL"
2494,101,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,521.4 ",-1.0 ,"Bond County, IL"
2495,49,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,260.0 ,0.3 ,"Bond County, IL"
2496,63,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,135.0 ",-1.5 ,"Bond County, IL"
2497,474,rising,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.8 ,0.7 ,"Lake County, IL"
2498,3078,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,380.5 ",-1.1 ,"Lake County, IL"
2499,1674,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,224.2 ,-0.2 ,"Lake County, IL"
2500,1879,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,076.0 ",-1.3 ,"Lake County, IL"
2501,18,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.1 ,-0.7 ,"Montgomery County, IL"
2502,180,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,498.9 ",-0.3 ,"Montgomery County, IL"
2503,78,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,245.8 ,-0.2 ,"Montgomery County, IL"
2504,121,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,187.5 ",-0.5 ,"Montgomery County, IL"
2505,21,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,106.6 ,1.2 ,"Randolph County, IL"
2506,188,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,447.0 ",-0.3 ,"Randolph County, IL"
2507,83,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,231.3 ,0.5 ,"Randolph County, IL"
2508,126,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,170.2 ",-0.5 ,"Randolph County, IL"
2509,29,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,105.1 ,-0.5 ,"Coles County, IL"
2510,244,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,354.6 ",-1.3 ,"Coles County, IL"
2511,103,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,208.7 ,-1.3 ,"Coles County, IL"
2512,171,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,114.0 ",-1.0 ,"Coles County, IL"
2513,21,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.6 ,0.5 ,"Lee County, IL"
2514,210,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,476.5 ",-0.8 ,"Lee County, IL"
2515,95,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,241.7 ,-0.1 ,"Lee County, IL"
2516,136,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,151.7 ",-1.0 ,"Lee County, IL"
2517,105,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.6 ,-0.3 ,"McLean County, IL"
2518,653,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,312.6 ",-1.4 ,"McLean County, IL"
2519,365,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,227.2 ,-0.8 ,"McLean County, IL"
2520,395,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,892.5 ",-1.6 ,"McLean County, IL"
2521,6,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.3 ,0.0 ,"Wabash County, IL"
2522,68,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,376.3 ",-0.6 ,"Wabash County, IL"
2523,27,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,215.0 ,-0.5 ,"Wabash County, IL"
2524,48,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,109.0 ",-0.5 ,"Wabash County, IL"
2525,15,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,101.4 ,0.7 ,"Iroquois County, IL"
2526,190,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,529.7 ",0.3 ,"Iroquois County, IL"
2527,77,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,244.8 ,0.7 ,"Iroquois County, IL"
2528,128,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,229.3 ",0.2 ,"Iroquois County, IL"
2529,3382,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,101.1 ,0.7 ,"Cook County, IL"
2530,22669,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,365.5 ",-0.9 ,"Cook County, IL"
2531,11834,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,225.2 ,-0.3 ,"Cook County, IL"
2532,14237,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,000.3 ",-1.6 ,"Cook County, IL"
2533,345,rising,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.3 ,0.6 ,"Kane County, IL"
2534,2082,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,316.7 ",-1.2 ,"Kane County, IL"
2535,1140,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,212.1 ,-0.2 ,"Kane County, IL"
2536,1289,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,979.7 ",-1.5 ,"Kane County, IL"
2537,112,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.3 ,0.4 ,"Champaign County, IL"
2538,778,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,357.9 ",0.7 ,"Champaign County, IL"
2539,410,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,228.8 ,-0.2 ,"Champaign County, IL"
2540,480,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,952.5 ",0.4 ,"Champaign County, IL"
2541,30,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.8 ,-0.1 ,"Jackson County, IL"
2542,248,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,366.0 ",-0.7 ,"Jackson County, IL"
2543,117,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,224.8 ,-0.4 ,"Jackson County, IL"
2544,162,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,993.7 ",-0.8 ,"Jackson County, IL"
2545,9,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.0 ,-1.6 ,"Edgar County, IL"
2546,104,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,317.7 ",-2.9 ,"Edgar County, IL"
2547,46,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,225.4 ,-1.2 ,"Edgar County, IL"
2548,68,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,873.4 ",-3.2 ,"Edgar County, IL"
2549,23,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,96.2 ,-0.1 ,"Stephenson County, IL"
2550,255,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,235.3 ",-0.7 ,"Stephenson County, IL"
2551,100,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,200.0 ,0.5 ,"Stephenson County, IL"
2552,179,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,863.6 ",-1.3 ,"Stephenson County, IL"
2553,20,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,95.5 ,0.0 ,"Monroe County, IL"
2554,175,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,331.7 ",-1.0 ,"Monroe County, IL"
2555,87,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,219.2 ,-0.5 ,"Monroe County, IL"
2556,107,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,932.8 ",-1.1 ,"Monroe County, IL"
2557,30,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,93.4 ,-0.5 ,"Whiteside County, IL"
2558,343,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,420.4 ",-0.4 ,"Whiteside County, IL"
2559,138,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,218.8 ,-0.5 ,"Whiteside County, IL"
2560,235,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,124.7 ",-0.4 ,"Whiteside County, IL"
2561,4,*,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,89.4 ,*,"Hamilton County, IL"
2562,54,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,472.0 ",1.0 ,"Hamilton County, IL"
2563,21,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,229.8 ,1.0 ,"Hamilton County, IL"
2564,36,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,132.0 ",1.2 ,"Hamilton County, IL"
2565,3,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,86.3 ,-2.1 ,"Edwards County, IL"
2566,35,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,231.8 ",-1.0 ,"Edwards County, IL"
2567,15,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,207.3 ,-2.5 ,"Edwards County, IL"
2568,23,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,745.2 ",-0.4 ,"Edwards County, IL"
2569,11,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,85.9 ,1.2 ,"Fayette County, IL"
2570,119,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,374.4 ",-0.5 ,"Fayette County, IL"
2571,53,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,221.4 ,1.1 ,"Fayette County, IL"
2572,77,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,966.5 ",-1.1 ,"Fayette County, IL"
2573,8,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,85.7 ,-1.0 ,"Wayne County, IL"
2574,105,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,442.7 ",-0.3 ,"Wayne County, IL"
2575,42,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,226.1 ,0.2 ,"Wayne County, IL"
2576,71,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,083.8 ",-0.7 ,"Wayne County, IL"
2577,9,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,85.2 ,-1.2 ,"Lawrence County, IL"
2578,90,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,481.4 ",0.1 ,"Lawrence County, IL"
2579,36,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,211.0 ,-1.1 ,"Lawrence County, IL"
2580,63,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,273.0 ",0.7 ,"Lawrence County, IL"
2581,6,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,85.1 ,-0.5 ,"Johnson County, IL"
2582,73,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,370.9 ",-1.0 ,"Johnson County, IL"
2583,35,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,246.5 ,0.1 ,"Johnson County, IL"
2584,45,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,771.4 ",-2.0 ,"Johnson County, IL"
2585,9,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,74.4 ,-0.6 ,"Crawford County, IL"
2586,119,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,526.2 ",-0.3 ,"Crawford County, IL"
2587,52,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,233.1 ,0.3 ,"Crawford County, IL"
2588,75,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,143.7 ",-1.0 ,"Crawford County, IL"
2589,35,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,687.5 ",0.5 ,"Brown County, IL"
2590,15,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,213.7 ,0.6 ,"Brown County, IL"
2591,23,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,545.2 ",0.2 ,"Brown County, IL"
2592,39,rising,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,567.8 ",1.7 ,"Pulaski County, IL"
2593,17,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,273.4 ,0.8 ,"Pulaski County, IL"
2594,25,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,182.4 ",1.7 ,"Pulaski County, IL"
2595,34,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,446.8 ",-0.4 ,"Calhoun County, IL"
2596,11,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,183.3 ,-2.7 ,"Calhoun County, IL"
2597,25,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,259.9 ",-0.2 ,"Calhoun County, IL"
2598,29,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,417.6 ",-1.1 ,"Hardin County, IL"
2599,12,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,239.6 ,0.5 ,"Hardin County, IL"
2600,19,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,910.1 ",-1.8 ,"Hardin County, IL"
2601,45,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,282.2 ",-1.3 ,"Henderson County, IL"
