,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",County_State
2731,95,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,039.5 ","Laurel County, KY"
2732,85,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.4 ,"Jefferson County, KY"
2733,1519,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,570.5 ,"Jefferson County, KY"
2734,485,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.9 ,"Jefferson County, KY"
2735,1119,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,959.4 ,"Jefferson County, KY"
2736,5,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.8 ,"Barren County, KY"
2737,106,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,641.4 ,"Barren County, KY"
2738,32,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.4 ,"Barren County, KY"
2739,78,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,066.2 ","Barren County, KY"
2740,6,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.1 ,"Jessamine County, KY"
2741,98,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,575.1 ,"Jessamine County, KY"
2742,36,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.2 ,"Jessamine County, KY"
2743,68,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,932.2 ,"Jessamine County, KY"
2744,3,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.9 ,"Muhlenberg County, KY"
2745,79,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,639.1 ,"Muhlenberg County, KY"
2746,24,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.9 ,"Muhlenberg County, KY"
2747,58,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,025.3 ","Muhlenberg County, KY"
2748,9,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.8 ,"Campbell County, KY"
2749,183,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,585.4 ,"Campbell County, KY"
2750,60,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.6 ,"Campbell County, KY"
2751,132,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,985.1 ,"Campbell County, KY"
2752,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.9 ,"Warren County, KY"
2753,207,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,576.0 ,"Warren County, KY"
2754,76,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.1 ,"Warren County, KY"
2755,143,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,928.0 ,"Warren County, KY"
2756,31,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.6 ,"Fayette County, KY"
2757,478,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,522.4 ,"Fayette County, KY"
2758,161,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.8 ,"Fayette County, KY"
2759,348,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,887.5 ,"Fayette County, KY"
2760,10,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.8 ,"Hardin County, KY"
2761,212,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,638.4 ,"Hardin County, KY"
2762,70,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.5 ,"Hardin County, KY"
2763,153,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,083.3 ","Hardin County, KY"
2764,7,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.6 ,"Bullitt County, KY"
2765,146,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,558.5 ,"Bullitt County, KY"
2766,43,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.6 ,"Bullitt County, KY"
2767,110,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,983.9 ,"Bullitt County, KY"
2768,5,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.8 ,"Christian County, KY"
2769,113,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,596.6 ,"Christian County, KY"
2770,37,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.0 ,"Christian County, KY"
2771,81,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,942.1 ,"Christian County, KY"
2772,4,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.6 ,"Shelby County, KY"
2773,90,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,587.2 ,"Shelby County, KY"
2774,29,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.6 ,"Shelby County, KY"
2775,64,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,987.0 ,"Shelby County, KY"
2776,4,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.4 ,"Scott County, KY"
2777,79,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,560.2 ,"Scott County, KY"
2778,27,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,47.3 ,"Scott County, KY"
2779,56,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,963.8 ,"Scott County, KY"
2780,10,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.2 ,"Boone County, KY"
2781,194,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,520.1 ,"Boone County, KY"
2782,59,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,40.6 ,"Boone County, KY"
2783,145,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,920.8 ,"Boone County, KY"
2784,4,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,7.7 ,"Oldham County, KY"
2785,96,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,522.4 ,"Oldham County, KY"
2786,33,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,42.8 ,"Oldham County, KY"
2787,67,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,890.3 ,"Oldham County, KY"
2788,60,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,899.2 ,"Clay County, KY"
2789,20,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,84.5 ,"Clay County, KY"
2790,42,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,505.9 ","Clay County, KY"
2791,25,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,872.3 ,"Wolfe County, KY"
2792,9,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,115.4 ,"Wolfe County, KY"
2793,17,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,358.4 ","Wolfe County, KY"
2794,22,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,811.3 ,"Nicholas County, KY"
2795,9,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,99.6 ,"Nicholas County, KY"
2796,14,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,209.7 ","Nicholas County, KY"
2797,46,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,809.4 ,"Lawrence County, KY"
2798,16,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,82.3 ,"Lawrence County, KY"
2799,33,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,324.1 ","Lawrence County, KY"
2800,32,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,798.8 ,"Leslie County, KY"
2801,13,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,105.6 ,"Leslie County, KY"
2802,20,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,197.8 ","Leslie County, KY"
2803,34,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,790.4 ,"Monroe County, KY"
2804,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,94.2 ,"Monroe County, KY"
2805,23,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,212.1 ","Monroe County, KY"
2806,29,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,787.1 ,"Carroll County, KY"
2807,11,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,90.4 ,"Carroll County, KY"
2808,21,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,269.4 ","Carroll County, KY"
2809,32,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,783.8 ,"Powell County, KY"
2810,13,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,94.9 ,"Powell County, KY"
2811,22,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,229.2 ","Powell County, KY"
2812,15,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,781.7 ,"Owsley County, KY"
2813,6,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,118.9 ,"Owsley County, KY"
2814,9,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,101.1 ","Owsley County, KY"
2815,45,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,768.8 ,"McCreary County, KY"
2816,18,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,91.1 ,"McCreary County, KY"
2817,29,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,158.2 ","McCreary County, KY"
2818,68,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,764.9 ,"Letcher County, KY"
2819,22,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,76.8 ,"Letcher County, KY"
2820,48,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,261.5 ","Letcher County, KY"
2821,37,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,764.0 ,"Breathitt County, KY"
2822,17,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,108.6 ,"Breathitt County, KY"
2823,23,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,134.6 ","Breathitt County, KY"
2824,41,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,764.0 ,"Lewis County, KY"
2825,16,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,95.5 ,"Lewis County, KY"
2826,27,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,181.3 ","Lewis County, KY"
2827,41,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,759.2 ,"Fleming County, KY"
2828,13,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,77.4 ,"Fleming County, KY"
2829,29,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,237.8 ","Fleming County, KY"
2830,21,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,746.9 ,"Menifee County, KY"
2831,6,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,71.1 ,"Menifee County, KY"
2832,15,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,233.1 ","Menifee County, KY"
2833,34,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,745.8 ,"Bath County, KY"
2834,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,80.4 ,"Bath County, KY"
2835,23,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,163.8 ","Bath County, KY"
2836,34,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,745.1 ,"Morgan County, KY"
2837,11,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,72.9 ,"Morgan County, KY"
2838,25,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,259.3 ","Morgan County, KY"
2839,30,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,743.2 ,"Martin County, KY"
2840,15,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,118.9 ,"Martin County, KY"
2841,17,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,014.5 ","Martin County, KY"
2842,37,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,741.8 ,"Union County, KY"
2843,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,69.3 ,"Union County, KY"
2844,27,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,234.8 ","Union County, KY"
2845,23,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,736.7 ,"Cumberland County, KY"
2846,7,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,78.4 ,"Cumberland County, KY"
2847,17,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,198.8 ","Cumberland County, KY"
2848,20,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,735.1 ,"Lee County, KY"
2849,7,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,78.6 ,"Lee County, KY"
2850,14,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,211.0 ","Lee County, KY"
2851,31,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,731.7 ,"Todd County, KY"
2852,9,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.6 ,"Todd County, KY"
2853,23,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,227.8 ","Todd County, KY"
2854,40,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,723.5 ,"Estill County, KY"
2855,14,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,87.1 ,"Estill County, KY"
2856,28,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,168.8 ","Estill County, KY"
2857,70,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,722.6 ,"Grayson County, KY"
2858,21,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.3 ,"Grayson County, KY"
2859,52,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,218.6 ","Grayson County, KY"
2860,35,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,717.6 ,"Butler County, KY"
2861,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,84.0 ,"Butler County, KY"
2862,25,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,107.6 ","Butler County, KY"
2863,75,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,708.3 ,"Carter County, KY"
2864,27,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,83.8 ,"Carter County, KY"
2865,51,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,065.1 ","Carter County, KY"
2866,29,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,707.0 ,"Clinton County, KY"
2867,8,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.0 ,"Clinton County, KY"
2868,22,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,176.8 ","Clinton County, KY"
2869,41,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,702.7 ,"Henry County, KY"
2870,11,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.7 ,"Henry County, KY"
2871,31,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,228.6 ","Henry County, KY"
2872,33,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,702.6 ,"Washington County, KY"
2873,11,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,76.0 ,"Washington County, KY"
2874,22,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,086.9 ","Washington County, KY"
2875,15,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,700.9 ,"Carlisle County, KY"
2876,4,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.1 ,"Carlisle County, KY"
2877,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,205.1 ","Carlisle County, KY"
2878,32,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,698.9 ,"Magoffin County, KY"
2879,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,81.5 ,"Magoffin County, KY"
2880,21,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,113.3 ","Magoffin County, KY"
2881,21,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,696.9 ,"Hancock County, KY"
2882,6,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.4 ,"Hancock County, KY"
2883,15,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,150.2 ","Hancock County, KY"
2884,42,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,695.1 ,"Knott County, KY"
2885,16,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,87.2 ,"Knott County, KY"
2886,28,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,080.8 ","Knott County, KY"
2887,26,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,694.5 ,"McLean County, KY"
2888,9,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,78.3 ,"McLean County, KY"
2889,18,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,084.8 ","McLean County, KY"
2890,61,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,692.8 ,"Meade County, KY"
2891,21,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.4 ,"Meade County, KY"
2892,42,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,145.6 ","Meade County, KY"
2893,67,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,691.4 ,"Taylor County, KY"
2894,20,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,71.5 ,"Taylor County, KY"
2895,50,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,144.3 ","Taylor County, KY"
2896,28,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,690.4 ,"Metcalfe County, KY"
2897,11,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,91.2 ,"Metcalfe County, KY"
2898,18,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,985.6 ,"Metcalfe County, KY"
2899,19,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,689.3 ,"Gallatin County, KY"
2900,9,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,84.0 ,"Gallatin County, KY"
2901,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,068.0 ","Gallatin County, KY"
2902,44,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,685.0 ,"Simpson County, KY"
2903,14,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,64.2 ,"Simpson County, KY"
2904,33,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,161.3 ","Simpson County, KY"
2905,34,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,681.7 ,"Jackson County, KY"
2906,13,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,80.1 ,"Jackson County, KY"
2907,21,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,001.3 ","Jackson County, KY"
2908,33,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,677.1 ,"Webster County, KY"
2909,9,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.1 ,"Webster County, KY"
2910,26,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,202.3 ","Webster County, KY"
2911,102,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,675.6 ,"Greenup County, KY"
2912,25,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.8 ,"Greenup County, KY"
2913,80,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,147.7 ","Greenup County, KY"
2914,48,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,670.7 ,"Harrison County, KY"
2915,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.2 ,"Harrison County, KY"
