County,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate†deaths per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Death Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Borough Or Census Area,Parish
Washington County,***,"197.3 (176.4, 220.2)","11 (1, 72)",68,falling,"-0.7 (-1.1, -0.2)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Henry County,***,"195.8 (180.6, 212.1)","12 (2, 56)",128,stable,"-0.3 (-0.7, 0.0)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Blackford County,***,"195.4 (167.2, 227.9)","13 (1, 87)",36,falling,"-0.7 (-1.3, -0.1)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Grant County,***,"195.3 (181.9, 209.6)","14 (3, 52)",167,stable,"-0.3 (-0.7, 0.1)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Union County,***,"194.9 (157.3, 240.0)","15 (1, 91)",19,stable,"0.0 (-1.1, 1.1)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Vigo County,***,"194.4 (183.2, 206.2)","16 (4, 48)",236,falling,"-0.6 (-0.9, -0.3)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Starke County,***,"193.3 (171.4, 217.4)","17 (1, 78)",60,stable,"-0.3 (-0.9, 0.3)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Greene County,***,"192.5 (174.4, 212.2)","18 (2, 70)",87,stable,"0.0 (-0.6, 0.6)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Pike County,***,"191.9 (163.7, 224.4)","19 (1, 88)",35,stable,"-0.5 (-1.3, 0.4)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Howard County,***,"191.3 (179.3, 204.0)","20 (5, 58)",202,falling,"-0.8 (-1.1, -0.4)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Clinton County,***,"191.2 (171.7, 212.5)","21 (2, 76)",75,stable,"-0.2 (-0.7, 0.3)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Jay County,***,"190.0 (166.9, 215.8)","22 (1, 83)",50,stable,"-0.2 (-1.0, 0.6)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Putnam County,***,"189.6 (171.8, 208.8)","23 (3, 76)",86,falling,"-0.5 (-1.0, -0.1)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Owen County,***,"189.4 (166.8, 214.6)","24 (1, 85)",54,stable,"-0.2 (-0.9, 0.6)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Knox County,***,"188.9 (171.5, 207.8)","25 (3, 75)",91,falling,"-0.8 (-1.3, -0.4)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Fulton County,***,"187.9 (164.9, 213.5)","26 (2, 86)",51,falling,"-0.7 (-1.3, -0.2)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Jackson County,***,"187.7 (171.3, 205.4)","27 (4, 75)",100,stable,"-7.2 (-14.8, 1.2)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Wabash County,***,"186.2 (168.1, 205.9)","28 (3, 81)",86,falling,"-0.6 (-1.0, -0.2)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Noble County,***,"186.1 (169.6, 203.9)","29 (4, 77)",100,stable,"-0.4 (-0.9, 0.0)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Shelby County,***,"185.0 (169.2, 202.0)","30 (5, 79)",105,falling,"-0.6 (-1.2, -0.1)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Fayette County,***,"182.9 (162.3, 205.6)","31 (4, 87)",60,falling,"-0.8 (-1.3, -0.3)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Martin County,***,"182.5 (152.6, 217.3)","32 (1, 91)",27,stable,"-0.8 (-1.8, 0.2)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Delaware County,***,"181.0 (170.7, 191.8)","33 (13, 70)",242,falling,"-1.5 (-2.5, -0.6)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Lake County,***,"180.7 (174.8, 186.8)","34 (19, 58)",736,falling,"-1.5 (-1.8, -1.2)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Morgan County,***,"179.0 (166.3, 192.5)","35 (9, 78)",155,falling,"-0.8 (-1.2, -0.4)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
DeKalb County,***,"179.0 (162.7, 196.6)","36 (6, 84)",92,stable,"-0.4 (-0.9, 0.0)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Madison County,***,"178.7 (169.2, 188.6)","37 (14, 71)",281,falling,"-0.8 (-1.1, -0.6)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Crawford County,***,"178.4 (148.3, 213.5)","38 (1, 92)",27,stable,"-0.5 (-1.4, 0.4)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Perry County,***,"177.3 (154.7, 202.5)","39 (3, 90)",46,stable,"-0.4 (-1.2, 0.4)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Wells County,***,"177.2 (158.3, 198.0)","40 (5, 88)",67,stable,"-0.4 (-1.1, 0.3)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Huntington County,***,"177.1 (160.1, 195.5)","41 (6, 85)",83,falling,"-0.7 (-1.1, -0.3)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Miami County,***,"176.6 (159.2, 195.6)","42 (7, 88)",78,falling,"-1.4 (-1.8, -0.9)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Vanderburgh County,***,"176.3 (168.2, 184.7)","43 (21, 73)",377,falling,"-1.1 (-1.3, -0.9)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Cass County,***,"176.3 (159.3, 194.9)","44 (8, 87)",84,falling,"-0.9 (-1.3, -0.5)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Wayne County,***,"176.2 (163.7, 189.5)","45 (14, 83)",155,falling,"-0.7 (-1.1, -0.3)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Adams County,***,"176.2 (157.6, 196.5)","46 (6, 89)",69,stable,"-0.3 (-0.8, 0.3)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Daviess County,***,"176.1 (157.4, 196.7)","47 (7, 89)",67,falling,"-0.7 (-1.2, -0.3)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Dearborn County,***,"175.7 (161.1, 191.3)","48 (10, 86)",113,falling,"-1.2 (-1.6, -0.7)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
White County,***,"175.4 (155.6, 197.3)","49 (6, 89)",61,falling,"-0.8 (-1.3, -0.2)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Clark County,***,"174.9 (164.6, 185.7)","50 (19, 78)",225,falling,"-1.4 (-1.7, -1.1)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Harrison County,***,"174.1 (158.0, 191.6)","51 (9, 89)",90,falling,"-0.8 (-1.3, -0.3)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Franklin County,***,"173.4 (152.6, 196.5)","52 (5, 90)",53,stable,"-0.4 (-1.0, 0.2)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Marion County,***,"173.4 (168.9, 178.0)","53 (34, 68)",1180,falling,"-2.6 (-3.7, -1.5)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Lawrence County,***,"172.0 (157.8, 187.3)","54 (15, 86)",113,falling,"-0.8 (-1.1, -0.4)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
St. Joseph County,***,"171.6 (164.6, 178.9)","55 (30, 77)",482,falling,"-0.9 (-1.0, -0.7)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
LaPorte County,***,"171.6 (161.5, 182.2)","56 (23, 82)",227,falling,"-1.0 (-1.2, -0.7)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Johnson County,***,"170.8 (161.8, 180.2)","57 (27, 81)",278,falling,"-0.9 (-1.2, -0.7)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Whitley County,***,"170.2 (153.2, 188.6)","58 (12, 89)",77,falling,"-0.7 (-1.3, -0.2)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Tipton County,***,"169.9 (145.4, 197.8)","59 (5, 91)",37,stable,"-0.8 (-1.6, 0.0)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Decatur County,***,"169.6 (149.9, 191.3)","60 (9, 91)",56,falling,"-0.8 (-1.4, -0.1)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Porter County,***,"169.5 (161.1, 178.2)","61 (30, 81)",322,falling,"-1.0 (-1.3, -0.8)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Rush County,***,"168.7 (145.2, 195.3)","62 (5, 91)",39,falling,"-0.8 (-1.4, -0.2)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Boone County,***,"168.5 (154.4, 183.5)","63 (18, 89)",110,falling,"-1.2 (-1.6, -0.8)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Steuben County,***,"168.3 (151.8, 186.2)","64 (13, 90)",81,falling,"-1.2 (-1.7, -0.7)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Posey County,***,"167.8 (148.2, 189.6)","65 (9, 91)",56,falling,"-1.1 (-1.6, -0.6)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Jasper County,***,"167.3 (149.8, 186.5)","66 (13, 91)",70,falling,"-1.0 (-1.6, -0.4)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
LaGrange County,***,"166.5 (148.6, 186.0)","67 (15, 91)",65,falling,"-0.8 (-1.3, -0.2)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Allen County,***,"166.4 (160.4, 172.6)","68 (44, 81)",601,falling,"-1.0 (-1.2, -0.9)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Floyd County,***,"166.3 (154.3, 179.1)","69 (23, 89)",148,falling,"-1.3 (-1.7, -1.0)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Hancock County,***,"165.2 (153.2, 177.9)","70 (26, 89)",146,falling,"-0.9 (-1.3, -0.5)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Randolph County,***,"165.2 (146.9, 185.4)","71 (14, 91)",62,stable,"-0.6 (-1.3, 0.1)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Ripley County,***,"162.8 (144.6, 182.9)","72 (16, 91)",60,stable,"-0.5 (-1.1, 0.2)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Spencer County,***,"162.0 (141.0, 185.6)","73 (12, 92)",45,falling,"-1.4 (-1.9, -0.8)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Ohio County,***,"161.6 (127.4, 204.4)","74 (3, 92)",16,stable,"-1.0 (-2.2, 0.3)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Kosciusko County,***,"161.2 (149.7, 173.5)","75 (37, 90)",151,falling,"-0.8 (-1.2, -0.5)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Brown County,***,"161.2 (138.0, 187.9)","76 (10, 92)",39,falling,"-1.8 (-2.8, -0.7)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Newton County,***,"161.0 (136.6, 189.2)","77 (10, 92)",32,falling,"-2.9 (-4.3, -1.6)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Hendricks County,***,"160.4 (151.6, 169.6)","78 (45, 88)",256,falling,"-1.4 (-1.7, -1.2)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Montgomery County,***,"159.5 (144.1, 176.2)","79 (24, 91)",81,falling,"-1.3 (-1.7, -0.9)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Gibson County,***,"157.8 (141.0, 176.2)","80 (24, 92)",67,falling,"-1.5 (-2.3, -0.6)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Elkhart County,***,"157.8 (150.1, 165.8)","81 (55, 90)",328,falling,"-0.7 (-1.0, -0.5)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Marshall County,***,"156.1 (141.8, 171.6)","82 (33, 91)",92,falling,"-1.0 (-1.4, -0.6)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Benton County,***,"155.4 (124.4, 192.7)","83 (5, 92)",18,stable,"-0.4 (-1.4, 0.5)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Warrick County,***,"154.8 (142.3, 168.1)","84 (45, 91)",120,falling,"-1.3 (-1.8, -0.8)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Tippecanoe County,***,"154.2 (145.4, 163.4)","85 (58, 91)",240,falling,"-1.6 (-1.9, -1.3)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Bartholomew County,***,"154.0 (142.8, 165.9)","86 (49, 91)",146,falling,"-2.2 (-3.3, -1.1)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Parke County,***,"153.4 (131.3, 178.5)","87 (20, 92)",36,falling,"-1.1 (-1.8, -0.4)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Monroe County,***,"148.5 (139.2, 158.2)","88 (69, 91)",199,falling,"-5.5 (-10.4, -0.2)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Carroll County,***,"147.9 (128.0, 170.5)","89 (28, 92)",42,falling,"-0.8 (-1.4, -0.1)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Dubois County,***,"144.9 (130.7, 160.4)","90 (58, 92)",80,falling,"-0.8 (-1.3, -0.4)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Warren County,***,"139.7 (111.8, 173.6)","91 (23, 92)",18,falling,"-1.9 (-3.1, -0.7)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Hamilton County,***,"129.8 (123.7, 136.0)","92 (88, 92)",363,falling,"-1.6 (-1.8, -1.3)",Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Indiana,***,"186.0 (180.7, 191.3)",,1029,falling,"-2.3 (-2.7, -2.0)",Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
United States,***,"173.6 (173.0, 174.1)",,70703,falling,"-2.1 (-2.2, -2.1)",Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Elkhart County,***,"220.1 (176.0, 271.2)","1 (1, 17)",20,falling,"-1.8 (-2.8, -0.7)",Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Bartholomew County,***,"219.4 (124.8, 355.9)","2 (1, 21)",4,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Clark County,***,"215.8 (165.3, 275.6)","3 (1, 17)",15,stable,"-1.0 (-2.2, 0.3)",Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
St. Joseph County,***,"214.7 (190.0, 241.6)","4 (1, 13)",61,falling,"-1.6 (-2.2, -1.0)",Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Howard County,***,"212.2 (161.4, 273.3)","5 (1, 18)",13,stable,"-1.1 (-2.6, 0.4)",Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Wayne County,***,"207.6 (147.3, 283.8)","6 (1, 20)",8,stable,"-0.7 (-2.0, 0.7)",Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Floyd County,***,"206.0 (143.2, 285.5)","7 (1, 20)",7,stable,"-1.0 (-2.4, 0.5)",Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Vanderburgh County,***,"205.2 (173.8, 240.5)","8 (1, 16)",32,falling,"-1.9 (-2.5, -1.2)",Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
LaPorte County,***,"197.7 (156.2, 245.9)","9 (1, 18)",18,falling,"-2.5 (-3.6, -1.4)",Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Allen County,***,"197.0 (176.2, 219.4)","10 (2, 16)",72,falling,"-2.0 (-2.6, -1.3)",Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Marion County,***,"195.4 (187.0, 204.0)","11 (4, 14)",444,falling,"-1.7 (-1.9, -1.4)",Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Grant County,***,"191.9 (143.1, 251.9)","12 (1, 20)",11,falling,"-2.1 (-3.5, -0.6)",Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Monroe County,***,"186.2 (108.7, 291.2)","13 (1, 21)",4,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Lake County,***,"175.7 (165.4, 186.4)","14 (9, 17)",229,falling,"-1.9 (-2.3, -1.6)",Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Madison County,***,"169.7 (134.8, 210.6)","15 (4, 20)",18,falling,"-2.0 (-3.0, -0.9)",Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Porter County,***,"161.5 (104.2, 235.8)","16 (1, 21)",6,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Hendricks County,***,"153.6 (100.8, 220.8)","17 (2, 21)",8,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Vigo County,***,"149.1 (104.6, 204.5)","18 (4, 21)",8,falling,"-1.7 (-3.1, -0.2)",Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Tippecanoe County,***,"141.6 (91.3, 206.9)","19 (3, 21)",7,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Delaware County,***,"134.0 (98.3, 178.0)","20 (11, 21)",10,falling,"-1.9 (-3.3, -0.5)",Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Hamilton County,***,"109.6 (77.1, 149.8)","21 (15, 21)",9,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Adams County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Benton County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Blackford County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Boone County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Brown County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Carroll County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Cass County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Clay County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Clinton County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Crawford County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Daviess County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
DeKalb County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Dearborn County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Decatur County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Dubois County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Fayette County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Fountain County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Franklin County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Fulton County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Gibson County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Greene County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Hancock County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Harrison County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Henry County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Huntington County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Jackson County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Jasper County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Jay County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Jefferson County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Jennings County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Johnson County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Knox County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Kosciusko County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
LaGrange County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Lawrence County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Marshall County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Martin County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Miami County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Montgomery County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Morgan County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Newton County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Noble County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Ohio County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Orange County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Owen County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Parke County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Perry County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Pike County,***,*,*,3 or fewer,*,*,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
