County,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate†deaths per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Death Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Borough Or Census Area,Parish
Kiowa County,***,"659.0 (405.0, 1,013.5)","2 (1, 59)",5,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Prowers County,***,"610.8 (511.4, 724.0)","3 (1, 25)",27,falling,"-1.0 (-1.8, -0.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Baca County,***,"583.6 (436.4, 765.9)","4 (1, 49)",12,stable,"-0.2 (-1.5, 1.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Bent County,***,"572.5 (439.7, 733.2)","5 (1, 49)",13,stable,"-0.2 (-1.7, 1.3)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Morgan County,***,"529.3 (466.4, 598.2)","6 (2, 33)",53,stable,"-0.7 (-1.5, 0.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Washington County,***,"525.4 (397.0, 682.9)","7 (1, 53)",12,falling,"-1.5 (-3.0, -0.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Lincoln County,***,"524.5 (393.9, 684.3)","8 (1, 54)",11,stable,"-1.1 (-2.2, 0.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Delta County,***,"520.5 (470.1, 575.0)","9 (3, 30)",81,falling,"-0.5 (-1.0, -0.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Jackson County,***,"514.5 (290.6, 841.1)","10 (1, 61)",3,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Crowley County,***,"510.8 (369.5, 688.0)","11 (1, 56)",9,stable,"-1.4 (-3.0, 0.3)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Otero County,***,"510.7 (441.8, 587.6)","12 (2, 41)",40,stable,"-0.6 (-1.3, 0.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Adams County  8,***,"506.6 (487.6, 526.2)","13 (6, 23)",572,falling,"-1.6 (-2.0, -1.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Huerfano County,***,"503.6 (409.1, 613.9)","14 (2, 49)",21,stable,"-0.6 (-1.7, 0.4)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Fremont County,***,"500.9 (458.3, 546.4)","15 (4, 33)",104,falling,"-0.9 (-1.3, -0.5)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Pueblo County,***,"495.8 (471.5, 521.0)","16 (6, 28)",320,falling,"-0.9 (-1.1, -0.6)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Las Animas County,***,"488.4 (416.6, 569.2)","17 (3, 46)",34,stable,"-0.4 (-1.0, 0.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Denver County,***,"482.6 (467.9, 497.5)","18 (10, 28)",862,falling,"-2.4 (-3.7, -1.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Mesa County,***,"480.9 (455.9, 506.8)","19 (8, 32)",286,falling,"-1.5 (-1.8, -1.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Rio Blanco County,***,"479.0 (353.7, 633.7)","20 (1, 57)",10,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
El Paso County,***,"477.4 (463.2, 491.8)","21 (11, 30)",901,falling,"-1.2 (-1.4, -1.0)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Rio Grande County,***,"476.2 (389.9, 576.0)","22 (3, 52)",22,falling,"-1.2 (-2.0, -0.4)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Moffat County,***,"473.5 (383.5, 578.0)","23 (2, 51)",21,stable,"-0.6 (-1.6, 0.5)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Logan County,***,"469.9 (406.3, 540.8)","24 (4, 47)",40,falling,"-0.7 (-1.3, -0.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Weld County  8,***,"460.6 (439.0, 482.9)","25 (14, 37)",364,falling,"-1.5 (-2.1, -0.9)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Alamosa County,***,"458.8 (373.6, 557.4)","26 (3, 53)",21,stable,"-0.3 (-1.2, 0.5)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Montezuma County,***,"451.8 (397.3, 511.7)","27 (7, 48)",52,falling,"-1.2 (-1.7, -0.7)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Montrose County,***,"446.5 (405.3, 490.9)","28 (9, 46)",88,falling,"-1.2 (-1.8, -0.7)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Yuma County,***,"446.3 (354.7, 554.2)","29 (3, 55)",17,stable,"-0.5 (-1.4, 0.5)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Garfield County,***,"441.3 (394.4, 492.2)","30 (10, 48)",70,falling,"-1.8 (-2.3, -1.3)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Jefferson County  8,***,"437.7 (424.4, 451.2)","31 (22, 40)",864,falling,"-1.7 (-1.9, -1.4)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Arapahoe County,***,"435.2 (421.2, 449.6)","32 (23, 41)",771,falling,"-1.4 (-1.6, -1.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Gilpin County,***,"429.6 (273.3, 635.0)","33 (1, 60)",6,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Conejos County,***,"428.7 (332.2, 544.8)","34 (4, 57)",14,falling,"-1.5 (-2.6, -0.5)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Chaffee County,***,"422.8 (364.9, 487.4)","35 (10, 53)",40,stable,"-1.1 (-2.2, 0.0)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Elbert County,***,"422.5 (356.2, 496.9)","36 (8, 54)",35,falling,"-2.0 (-3.0, -1.0)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Larimer County,***,"418.9 (401.6, 436.8)","37 (26, 45)",460,falling,"-1.4 (-1.7, -1.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Broomfield County  8,***,"414.6 (374.4, 457.9)","38 (18, 51)",80,falling,"-6.4 (-8.7, -3.9)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Saguache County,***,"413.7 (308.4, 542.9)","39 (3, 58)",12,stable,"-0.4 (-2.3, 1.5)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Boulder County  8,***,"408.2 (389.8, 427.2)","40 (28, 48)",390,falling,"-1.7 (-2.1, -1.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Dolores County,***,"406.7 (245.2, 634.3)","41 (1, 61)",4,stable,"-1.4 (-3.5, 0.7)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
La Plata County,***,"389.2 (348.4, 433.3)","42 (25, 54)",73,falling,"-1.8 (-2.4, -1.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Sedgwick County,***,"387.6 (251.1, 576.9)","43 (2, 61)",5,falling,"-1.8 (-3.4, -0.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Douglas County,***,"386.1 (366.1, 406.8)","44 (34, 51)",309,falling,"-1.9 (-2.4, -1.5)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Custer County,***,"382.8 (278.4, 513.6)","45 (6, 60)",11,falling,"-1.8 (-3.5, -0.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
San Miguel County,***,"377.4 (244.0, 552.2)","46 (3, 61)",7,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Phillips County,***,"375.9 (267.8, 514.9)","47 (5, 60)",9,falling,"-1.4 (-2.6, -0.3)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Teller County,***,"373.2 (315.1, 438.5)","48 (22, 57)",38,falling,"-2.8 (-3.7, -1.8)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Lake County,***,"363.6 (251.5, 507.2)","49 (6, 61)",8,falling,"-2.5 (-4.2, -0.7)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Grand County,***,"357.8 (277.9, 452.2)","50 (14, 60)",17,stable,"-1.1 (-2.6, 0.4)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Gunnison County,***,"353.4 (274.3, 447.8)","51 (16, 60)",16,falling,"-2.9 (-4.2, -1.7)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Kit Carson County,***,"353.1 (264.1, 462.8)","52 (11, 60)",11,falling,"-1.8 (-2.8, -0.7)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Archuleta County,***,"345.3 (281.4, 419.6)","53 (25, 60)",23,falling,"-2.0 (-3.2, -0.7)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Clear Creek County,***,"340.1 (253.9, 445.3)","54 (14, 61)",12,falling,"-2.4 (-3.8, -1.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Routt County,***,"322.5 (261.7, 392.5)","55 (36, 60)",23,falling,"-2.7 (-3.8, -1.6)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Costilla County,***,"313.8 (213.1, 447.0)","56 (12, 61)",6,stable,"-0.8 (-3.0, 1.3)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Park County,***,"271.9 (214.0, 340.6)","57 (45, 61)",21,stable,"-1.7 (-3.3, 0.0)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Ouray County,***,"264.0 (172.7, 385.5)","58 (31, 61)",6,falling,"-2.8 (-4.8, -0.7)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Pitkin County,***,"263.6 (207.6, 329.7)","59 (47, 61)",17,falling,"-2.6 (-3.9, -1.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Eagle County,***,"246.2 (203.7, 294.6)","60 (52, 61)",31,falling,"-3.7 (-4.9, -2.6)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Summit County,***,"192.1 (145.2, 248.9)","61 (56, 61)",15,falling,"-2.8 (-4.8, -0.8)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Hinsdale County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Mineral County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
San Juan County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Colorado,***,"36.5 (35.8, 37.2)",,2202,falling,"-2.0 (-2.1, -1.9)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
United States,***,"48.4 (48.3, 48.5)",,171025,falling,"-2.4 (-2.7, -2.0)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Delta County,***,"57.8 (45.3, 72.9)","1 (1, 20)",18,stable,"3.3 (-0.4, 7.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Yuma County,***,"57.4 (37.6, 84.4)","2 (1, 35)",6,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Morgan County,***,"53.4 (42.0, 67.2)","3 (1, 23)",16,stable,"-0.9 (-1.9, 0.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Las Animas County,***,"53.3 (38.5, 73.0)","4 (1, 31)",10,falling,"-1.4 (-2.5, -0.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Prowers County,***,"51.2 (35.2, 72.7)","5 (1, 35)",7,stable,"-1.4 (-2.9, 0.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Montrose County,***,"50.2 (41.0, 61.1)","6 (1, 24)",25,stable,"-0.6 (-1.6, 0.3)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Pueblo County,***,"48.7 (44.1, 53.8)","7 (2, 17)",89,falling,"-1.2 (-1.7, -0.7)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Otero County,***,"48.4 (35.7, 64.8)","8 (1, 33)",11,stable,"-1.1 (-2.2, 0.0)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Bent County,***,"48.4 (27.9, 81.7)","9 (1, 42)",3,stable,"-0.3 (-1.9, 1.4)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Logan County,***,"48.2 (36.4, 63.0)","10 (1, 32)",12,stable,"-0.9 (-2.3, 0.5)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Montezuma County,***,"48.1 (36.8, 62.1)","11 (1, 31)",15,falling,"-1.2 (-2.2, -0.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Fremont County,***,"45.4 (37.7, 54.5)","12 (2, 29)",27,falling,"-1.2 (-2.1, -0.3)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Teller County,***,"44.5 (33.5, 58.6)","13 (1, 35)",15,stable,"-0.8 (-1.8, 0.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Huerfano County,***,"43.3 (25.7, 73.3)","14 (1, 42)",5,falling,"-2.6 (-4.9, -0.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Saguache County,***,"42.7 (26.2, 69.7)","15 (1, 42)",5,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Alamosa County,***,"42.5 (28.9, 60.5)","16 (1, 40)",7,stable,"-1.0 (-2.4, 0.4)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
El Paso County,***,"42.4 (40.2, 44.7)","17 (9, 22)",298,falling,"-1.7 (-2.0, -1.4)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Mesa County,***,"41.7 (37.3, 46.6)","18 (8, 27)",72,falling,"-2.3 (-3.0, -1.7)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Denver County,***,"40.5 (38.4, 42.8)","19 (11, 24)",266,falling,"-2.2 (-2.5, -2.0)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Custer County,***,"39.1 (18.5, 80.6)","20 (1, 43)",3,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Adams County  8,***,"37.5 (35.1, 40.0)","21 (15, 29)",183,falling,"-4.3 (-5.8, -2.8)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Rio Grande County,***,"37.2 (23.4, 57.1)","22 (2, 43)",5,stable,"-0.1 (-1.8, 1.6)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Moffat County,***,"36.8 (24.6, 53.8)","23 (2, 42)",6,falling,"-2.0 (-3.3, -0.7)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Weld County  8,***,"36.3 (33.4, 39.5)","24 (16, 32)",114,falling,"-2.7 (-3.6, -1.7)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Conejos County,***,"35.8 (19.9, 60.5)","25 (1, 43)",4,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Jefferson County  8,***,"35.8 (33.7, 38.0)","26 (18, 32)",244,falling,"-1.8 (-2.5, -1.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Larimer County,***,"35.8 (32.9, 38.8)","27 (16, 33)",128,stable,"-10.5 (-20.0, 0.0)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Archuleta County,***,"35.2 (22.3, 53.9)","28 (2, 43)",6,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Arapahoe County,***,"33.9 (31.9, 35.9)","29 (21, 34)",233,falling,"-2.0 (-2.3, -1.6)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
La Plata County,***,"33.4 (27.1, 40.9)","30 (13, 39)",22,falling,"-1.2 (-2.1, -0.3)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Boulder County  8,***,"32.7 (29.9, 35.6)","31 (22, 36)",114,falling,"-1.6 (-2.8, -0.4)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Broomfield County  8,***,"31.3 (25.7, 37.9)","32 (18, 40)",22,falling,"-2.3 (-4.0, -0.5)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Clear Creek County,***,"31.1 (17.5, 53.0)","33 (2, 43)",4,falling,"-2.5 (-4.6, -0.5)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Garfield County,***,"29.9 (24.1, 36.7)","34 (18, 41)",20,falling,"-2.9 (-4.0, -1.7)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Elbert County,***,"28.6 (21.0, 38.7)","35 (17, 43)",11,falling,"-3.1 (-4.6, -1.6)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Chaffee County,***,"28.6 (19.4, 41.6)","36 (11, 43)",7,falling,"-2.0 (-3.9, -0.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Gunnison County,***,"26.6 (16.7, 40.7)","37 (13, 43)",5,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Douglas County,***,"24.8 (22.6, 27.3)","38 (32, 42)",92,falling,"-2.2 (-2.8, -1.5)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Routt County,***,"24.2 (16.7, 34.2)","39 (21, 43)",7,falling,"-3.0 (-4.5, -1.5)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Park County,***,"24.1 (16.6, 35.6)","40 (21, 43)",8,falling,"-3.2 (-5.2, -1.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Eagle County,***,"22.5 (17.4, 28.8)","41 (30, 43)",14,falling,"-1.9 (-3.2, -0.6)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Summit County,***,"18.5 (12.7, 26.6)","42 (33, 43)",7,stable,"-1.6 (-3.8, 0.6)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Grand County,***,"16.1 (9.2, 27.4)","43 (33, 43)",4,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Baca County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Cheyenne County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Costilla County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Crowley County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Dolores County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Gilpin County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Hinsdale County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Jackson County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Kiowa County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Kit Carson County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lake County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lincoln County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Mineral County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Ouray County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Phillips County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Pitkin County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Rio Blanco County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
San Juan County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
San Miguel County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Sedgwick County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Washington County,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Colorado,***,"789.4 (780.0, 798.8)",,5630,falling,"-1.6 (-1.7, -1.4)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
United States,***,"871.8 (870.7, 873.0)",,427355,falling,"-2.1 (-2.4, -1.7)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Cheyenne County,***,"1,154.9 (693.8, 1,803.4)","1 (1, 57)",4,stable,"0.5 (-2.1, 3.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Baca County,***,"1,116.6 (827.8, 1,473.9)","2 (1, 45)",11,stable,"-0.1 (-1.6, 1.5)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Prowers County,***,"1,054.7 (859.7, 1,280.2)","3 (1, 34)",21,stable,"-0.7 (-1.7, 0.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Kiowa County,***,"1,028.0 (596.0, 1,658.0)","4 (1, 59)",4,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lincoln County,***,"1,009.1 (741.4, 1,340.9)","5 (1, 50)",10,stable,"-0.4 (-1.6, 0.9)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Washington County,***,"974.4 (717.3, 1,293.3)","6 (1, 52)",10,stable,"-0.9 (-2.4, 0.6)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Bent County,***,"947.3 (696.6, 1,259.0)","7 (1, 51)",10,stable,"-0.4 (-2.0, 1.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Crowley County,***,"939.8 (655.0, 1,306.9)","8 (1, 55)",7,stable,"-1.0 (-2.8, 0.8)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Delta County,***,"926.2 (829.7, 1,030.9)","9 (2, 31)",68,stable,"-0.2 (-0.7, 0.3)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Adams County  8,***,"911.5 (872.4, 951.8)","10 (4, 17)",426,falling,"-1.3 (-1.8, -0.8)",Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Gilpin County,***,"906.2 (567.3, 1,364.7)","11 (1, 59)",6,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
