County,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate†cases per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Incidence Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Area,Parish
Manatee County  6,***,"1,302.6 (1,279.4, 1,326.2)","46 (38, 52)",2530,stable,"-0.6 (-1.1, 0.0)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Hamilton County  6,***,"1,300.8 (1,164.6, 1,448.6)","47 (9, 63)",69,stable,"0.4 (-1.1, 1.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Taylor County  6,***,"1,297.2 (1,192.7, 1,408.5)","48 (18, 62)",117,falling,"-1.5 (-2.6, -0.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Palm Beach County  6,***,"1,293.0 (1,280.6, 1,305.4)","49 (42, 52)",8796,falling,"-4.8 (-7.0, -2.7)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Baker County  6,***,"1,282.2 (1,176.3, 1,395.2)","50 (20, 63)",113,falling,"-1.5 (-2.6, -0.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Miami-Dade County  6,***,"1,275.7 (1,265.5, 1,286.0)","51 (45, 55)",11949,falling,"-0.8 (-1.1, -0.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Orange County  6,***,"1,265.3 (1,248.5, 1,282.2)","52 (46, 57)",4569,falling,"-2.1 (-2.6, -1.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
DeSoto County  6,***,"1,263.5 (1,183.6, 1,347.3)","53 (31, 62)",193,stable,"3.5 (-1.6, 8.8)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Lee County  6,***,"1,254.3 (1,237.8, 1,270.8)","54 (48, 58)",4767,falling,"-0.9 (-1.5, -0.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Monroe County  6,***,"1,237.3 (1,185.2, 1,291.0)","55 (42, 61)",446,falling,"-7.3 (-10.9, -3.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Gilchrist County  6,***,"1,223.4 (1,112.0, 1,342.9)","56 (28, 64)",91,stable,"-0.9 (-1.9, 0.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Leon County  6,***,"1,217.8 (1,183.1, 1,253.3)","57 (49, 62)",986,falling,"-1.2 (-1.7, -0.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Walton County  6,***,"1,197.9 (1,139.4, 1,258.6)","58 (47, 63)",330,falling,"-1.1 (-1.9, -0.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Hendry County  6,***,"1,185.4 (1,099.3, 1,276.6)","59 (41, 64)",142,falling,"-1.4 (-2.2, -0.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Washington County  6,***,"1,179.2 (1,081.5, 1,283.5)","60 (39, 64)",110,stable,"0.9 (-0.8, 2.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Collier County  6,***,"1,160.2 (1,138.6, 1,182.1)","61 (57, 63)",2433,falling,"-1.5 (-2.0, -1.0)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Liberty County  6,***,"1,150.4 (971.2, 1,353.2)","62 (22, 67)",30,stable,"-0.4 (-2.3, 1.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Jefferson County  6,***,"1,116.2 (1,003.1, 1,238.7)","63 (46, 66)",74,stable,"-1.2 (-2.4, 0.0)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Madison County  6,***,"1,022.1 (921.3, 1,131.1)","64 (59, 67)",78,stable,"-1.1 (-2.7, 0.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Jackson County  6,***,"1,020.7 (957.3, 1,087.2)","65 (62, 67)",196,stable,"-4.8 (-12.3, 3.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Glades County  6,***,"971.6 (866.5, 1,086.1)","66 (61, 67)",66,falling,"-2.1 (-3.3, -0.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Holmes County  6,***,"882.9 (792.4, 980.9)","67 (64, 67)",71,rising,"2.0 (0.1, 3.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Florida  6,***,"239.7 (238.7, 240.7)",,50951,falling,"-1.5 (-2.9, -0.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
US (SEER+NPCR)  1,***,"227.6 (227.4, 227.9)",,750329,stable,"-0.7 (-1.8, 0.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Union County  6,***,"843.8 (781.1, 910.6)","1 (1, 1)",146,falling,"-2.9 (-5.1, -0.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Hernando County  6,***,"300.7 (288.9, 312.9)","2 (2, 6)",572,stable,"-3.1 (-8.1, 2.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Citrus County  6,***,"299.0 (284.9, 313.6)","3 (2, 7)",454,rising,"1.4 (0.7, 2.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Nassau County  6,***,"292.9 (276.3, 310.3)","4 (2, 13)",268,stable,"0.9 (-0.3, 2.0)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Pasco County  6,***,"277.2 (270.6, 284.0)","5 (4, 14)",1461,stable,"-0.3 (-0.8, 0.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Marion County  6,***,"276.8 (268.5, 285.4)","6 (4, 15)",967,stable,"0.0 (-0.6, 0.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Gilchrist County  6,***,"275.9 (239.4, 316.5)","7 (2, 54)",48,stable,"1.1 (-0.8, 3.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Duval County  6,***,"270.2 (265.4, 275.1)","8 (5, 17)",2553,stable,"-2.5 (-7.0, 2.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Columbia County  6,***,"269.7 (252.3, 288.1)","9 (3, 34)",198,rising,"1.4 (0.6, 2.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Bradford County  6,***,"268.4 (241.1, 298.0)","10 (2, 46)",76,rising,"2.4 (0.8, 4.0)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Putnam County  6,***,"266.9 (249.8, 284.9)","11 (3, 36)",217,stable,"0.2 (-0.8, 1.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lake County  6,***,"266.2 (258.1, 274.6)","12 (5, 25)",905,stable,"-0.1 (-0.5, 0.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Highlands County  6,***,"265.4 (249.5, 282.1)","13 (4, 37)",253,stable,"0.9 (0.0, 1.7)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Charlotte County  6,***,"264.5 (252.4, 277.0)","14 (5, 32)",504,rising,"1.0 (0.4, 1.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Levy County  6,***,"264.0 (241.2, 288.6)","15 (2, 45)",118,stable,"0.6 (-0.4, 1.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Indian River County  6,***,"262.2 (249.8, 275.1)","16 (5, 34)",418,stable,"0.5 (-0.2, 1.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Pinellas County  6,***,"259.8 (255.2, 264.4)","17 (10, 27)",2846,stable,"0.1 (-0.2, 0.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Polk County  6,***,"258.5 (252.8, 264.3)","18 (11, 30)",1695,falling,"-3.0 (-5.0, -0.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Volusia County  6,***,"257.3 (251.0, 263.7)","19 (11, 31)",1500,stable,"-0.7 (-5.9, 4.7)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Brevard County  6,***,"256.4 (250.5, 262.5)","20 (11, 31)",1674,stable,"-0.2 (-0.6, 0.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Dixie County  6,***,"256.0 (222.8, 293.4)","21 (2, 59)",49,stable,"0.2 (-1.6, 2.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Bay County  6,***,"256.0 (245.6, 266.7)","22 (8, 37)",500,stable,"0.3 (-0.5, 1.0)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Suwannee County  6,***,"253.6 (232.4, 276.4)","23 (4, 52)",118,stable,"-0.3 (-1.4, 0.8)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Sarasota County  6,***,"253.0 (245.4, 260.8)","24 (11, 36)",1076,rising,"0.9 (0.4, 1.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Flagler County  6,***,"251.5 (237.3, 266.5)","25 (7, 45)",288,stable,"0.2 (-0.7, 1.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Gadsden County  6,***,"250.9 (230.9, 272.4)","26 (5, 51)",127,stable,"-0.4 (-1.5, 0.8)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Clay County  6,***,"249.8 (240.2, 259.7)","27 (13, 41)",551,stable,"-0.2 (-1.0, 0.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Escambia County  6,***,"249.2 (241.1, 257.5)","28 (15, 39)",797,rising,"1.3 (0.5, 2.0)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Okeechobee County  6,***,"247.7 (226.0, 271.1)","29 (5, 56)",102,stable,"0.0 (-1.1, 1.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Martin County  6,***,"247.6 (235.9, 259.7)","30 (11, 45)",418,stable,"0.4 (-0.4, 1.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Hillsborough County  6,***,"246.8 (243.1, 250.6)","31 (22, 37)",3464,falling,"-0.5 (-0.9, -0.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Franklin County  6,***,"244.3 (204.8, 289.9)","32 (2, 64)",31,stable,"-0.4 (-2.9, 2.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
St. Johns County  6,***,"242.6 (233.8, 251.8)","33 (20, 46)",621,stable,"-0.6 (-1.5, 0.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Hardee County  6,***,"242.0 (214.7, 271.7)","34 (5, 60)",59,stable,"0.7 (-1.0, 2.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Calhoun County  6,***,"240.3 (206.7, 278.3)","35 (3, 63)",38,stable,"1.9 (-0.5, 4.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Alachua County  6,***,"238.0 (228.8, 247.5)","36 (23, 50)",553,stable,"-0.5 (-1.2, 0.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Osceola County  6,***,"237.6 (230.1, 245.3)","37 (27, 49)",769,stable,"0.4 (-0.1, 0.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
St. Lucie County  6,***,"235.4 (227.4, 243.5)","38 (28, 50)",749,stable,"-0.2 (-0.9, 0.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Gulf County  6,***,"235.2 (203.4, 271.1)","39 (5, 63)",43,stable,"0.7 (-0.5, 1.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Taylor County  6,***,"234.9 (207.0, 265.9)","40 (6, 62)",56,stable,"-0.1 (-1.5, 1.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Manatee County  6,***,"232.9 (225.6, 240.3)","41 (30, 51)",908,stable,"-0.1 (-0.5, 0.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Wakulla County  6,***,"232.2 (209.9, 256.4)","42 (11, 61)",84,stable,"0.8 (0.0, 1.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lee County  6,***,"231.5 (226.3, 236.9)","43 (33, 51)",1691,stable,"-0.3 (-0.8, 0.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Baker County  6,***,"230.1 (205.4, 257.1)","44 (10, 62)",66,stable,"-0.8 (-2.0, 0.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Sumter County  6,***,"229.3 (213.4, 246.2)","45 (18, 60)",251,stable,"-0.8 (-1.7, 0.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Broward County  6,***,"229.3 (226.2, 232.3)","46 (37, 50)",4620,falling,"-0.7 (-1.2, -0.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Seminole County  6,***,"226.7 (220.5, 232.9)","47 (36, 54)",1088,stable,"-0.4 (-0.9, 0.0)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Monroe County  6,***,"225.5 (211.4, 240.4)","48 (28, 60)",221,stable,"-0.5 (-1.5, 0.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Palm Beach County  6,***,"225.1 (221.5, 228.7)","49 (40, 53)",3251,falling,"-0.7 (-1.1, -0.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Santa Rosa County  6,***,"223.3 (213.4, 233.5)","50 (35, 59)",410,stable,"-0.1 (-0.8, 0.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Hamilton County  6,***,"220.0 (186.4, 258.3)","51 (7, 66)",34,stable,"2.0 (-0.2, 4.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Orange County  6,***,"217.9 (214.3, 221.6)","52 (46, 58)",2777,falling,"-1.0 (-1.2, -0.8)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Jefferson County  6,***,"217.6 (184.8, 255.2)","53 (8, 66)",36,stable,"-0.3 (-2.7, 2.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Miami-Dade County  6,***,"216.8 (214.3, 219.3)","54 (47, 58)",5954,stable,"-2.1 (-5.6, 1.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lafayette County  6,***,"213.3 (171.6, 262.7)","55 (5, 67)",18,stable,"1.9 (-1.2, 5.0)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
DeSoto County  6,***,"212.5 (190.8, 236.2)","56 (28, 64)",74,stable,"0.6 (-0.8, 1.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Collier County  6,***,"212.2 (204.9, 219.6)","57 (46, 61)",743,stable,"-0.2 (-0.7, 0.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Okaloosa County  6,***,"211.1 (201.9, 220.6)","58 (46, 62)",432,falling,"-0.7 (-1.1, -0.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Leon County  6,***,"209.8 (201.6, 218.3)","59 (48, 62)",533,falling,"-0.9 (-1.4, -0.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Walton County  6,***,"200.9 (186.1, 216.7)","60 (46, 65)",153,stable,"-0.7 (-1.9, 0.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Washington County  6,***,"200.6 (176.4, 227.5)","61 (33, 66)",53,stable,"0.8 (-0.9, 2.7)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Hendry County  6,***,"190.5 (171.0, 211.7)","62 (49, 67)",71,stable,"-0.9 (-2.0, 0.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Madison County  6,***,"187.9 (161.7, 217.5)","63 (41, 67)",40,stable,"-0.3 (-2.4, 1.8)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Jackson County  6,***,"172.3 (156.1, 189.9)","64 (59, 67)",89,stable,"0.5 (-1.0, 2.0)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Glades County  6,***,"172.0 (141.1, 208.5)","65 (45, 67)",23,stable,"-0.9 (-3.6, 1.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Holmes County  6,***,"168.4 (143.1, 197.1)","66 (56, 67)",35,stable,"2.0 (-1.3, 5.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Liberty County  6,***,"166.2 (130.2, 210.0)","67 (42, 67)",15,stable,"-2.0 (-4.3, 0.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Florida  6,***,"1,984.4 (1,978.2, 1,990.5)",,79917,falling,"-0.8 (-1.1, -0.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
US (SEER+NPCR)  1,***,"1,975.9 (1,974.1, 1,977.7)",,952920,falling,"-1.2 (-1.4, -1.0)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Union County  6,***,"3,159.0 (2,821.9, 3,526.5)","1 (1, 1)",69,stable,"0.6 (-1.2, 2.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Nassau County  6,***,"2,383.2 (2,276.5, 2,493.6)","2 (2, 8)",394,stable,"0.2 (-0.6, 1.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Clay County  6,***,"2,312.1 (2,233.2, 2,393.1)","3 (2, 11)",683,stable,"0.0 (-0.6, 0.7)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lake County  6,***,"2,277.8 (2,233.4, 2,322.9)","4 (2, 9)",2006,falling,"-0.8 (-1.1, -0.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Hernando County  6,***,"2,270.4 (2,211.7, 2,330.2)","5 (2, 11)",1139,stable,"0.0 (-0.5, 0.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Duval County  6,***,"2,249.2 (2,210.7, 2,288.1)","6 (3, 11)",2711,falling,"-1.1 (-1.8, -0.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
St. Johns County  6,***,"2,209.4 (2,146.1, 2,274.1)","7 (3, 19)",959,stable,"-1.5 (-5.9, 3.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Marion County  6,***,"2,204.0 (2,162.6, 2,246.0)","8 (4, 15)",2165,falling,"-1.0 (-1.5, -0.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Bay County  6,***,"2,194.6 (2,119.2, 2,272.0)","9 (3, 23)",653,stable,"0.0 (-1.1, 1.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Escambia County  6,***,"2,169.4 (2,111.1, 2,228.9)","10 (5, 24)",1073,stable,"-0.3 (-0.9, 0.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Citrus County  6,***,"2,156.9 (2,100.3, 2,214.7)","11 (6, 25)",1101,stable,"-0.1 (-0.5, 0.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Flagler County  6,***,"2,150.4 (2,077.4, 2,225.3)","12 (5, 28)",666,stable,"-0.6 (-1.5, 0.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Santa Rosa County  6,***,"2,144.5 (2,063.0, 2,228.5)","13 (5, 30)",543,stable,"-0.4 (-1.3, 0.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Brevard County  6,***,"2,136.9 (2,101.7, 2,172.6)","14 (9, 24)",2825,falling,"-2.7 (-3.8, -1.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Columbia County  6,***,"2,118.3 (2,003.9, 2,237.6)","15 (4, 37)",261,stable,"-0.2 (-0.9, 0.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Dixie County  6,***,"2,114.0 (1,909.2, 2,335.1)","16 (2, 52)",80,stable,"-0.4 (-1.6, 0.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Pasco County  6,***,"2,109.1 (2,071.4, 2,147.2)","17 (10, 28)",2404,falling,"-1.0 (-1.3, -0.7)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Polk County  6,***,"2,109.0 (2,074.0, 2,144.4)","18 (11, 27)",2794,falling,"-1.3 (-1.7, -0.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Volusia County  6,***,"2,108.6 (2,072.4, 2,145.3)","19 (11, 27)",2615,rising,"1.7 (0.2, 3.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Hillsborough County  6,***,"2,097.9 (2,068.1, 2,128.0)","20 (12, 28)",3890,stable,"-0.5 (-1.3, 0.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Suwannee County  6,***,"2,095.4 (1,962.7, 2,234.8)","21 (3, 44)",187,stable,"-0.3 (-1.4, 0.8)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Putnam County  6,***,"2,086.6 (1,986.6, 2,190.3)","22 (6, 37)",332,falling,"-1.2 (-1.9, -0.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Indian River County  6,***,"2,069.5 (2,012.0, 2,128.3)","23 (11, 34)",990,falling,"-0.5 (-0.9, -0.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Levy County  6,***,"2,065.4 (1,935.8, 2,201.6)","24 (5, 46)",194,stable,"-7.5 (-14.9, 0.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Sarasota County  6,***,"2,060.0 (2,027.0, 2,093.3)","25 (17, 32)",3013,stable,"0.4 (-0.7, 1.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Seminole County  6,***,"2,035.5 (1,986.3, 2,085.6)","26 (18, 36)",1342,falling,"-0.8 (-1.3, -0.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Alachua County  6,***,"2,007.7 (1,939.8, 2,077.4)","27 (17, 41)",686,falling,"-0.8 (-1.3, -0.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Okaloosa County  6,***,"1,999.4 (1,928.4, 2,072.4)","28 (18, 42)",609,falling,"-4.3 (-7.1, -1.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Pinellas County  6,***,"1,999.3 (1,973.2, 2,025.8)","29 (24, 37)",4536,falling,"-0.6 (-1.0, -0.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Calhoun County  6,***,"1,988.8 (1,750.2, 2,251.1)","30 (2, 62)",51,stable,"0.2 (-1.6, 1.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Hardee County  6,***,"1,987.1 (1,800.6, 2,187.8)","31 (4, 59)",84,stable,"0.3 (-1.0, 1.7)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Okeechobee County  6,***,"1,979.2 (1,842.7, 2,123.3)","32 (9, 54)",156,stable,"-0.9 (-1.9, 0.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Wakulla County  6,***,"1,975.4 (1,786.5, 2,179.1)","33 (4, 60)",87,stable,"-0.4 (-1.8, 1.0)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Osceola County  6,***,"1,975.3 (1,914.9, 2,037.2)","34 (23, 44)",837,stable,"-0.4 (-1.2, 0.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lafayette County  6,***,"1,958.9 (1,631.0, 2,333.7)","35 (2, 64)",25,stable,"0.0 (-2.6, 2.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Sumter County  6,***,"1,936.2 (1,887.3, 1,986.1)","36 (28, 47)",1263,falling,"-2.2 (-3.0, -1.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Franklin County  6,***,"1,922.7 (1,681.0, 2,190.1)","37 (3, 63)",48,stable,"0.4 (-1.5, 2.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Gulf County  6,***,"1,919.3 (1,705.1, 2,153.0)","38 (5, 62)",60,stable,"-0.7 (-2.4, 1.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Broward County  6,***,"1,915.2 (1,892.9, 1,937.7)","39 (32, 46)",5766,stable,"-4.7 (-9.4, 0.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Palm Beach County  6,***,"1,902.1 (1,881.1, 1,923.3)","40 (33, 47)",6470,falling,"-5.2 (-7.7, -2.7)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Charlotte County  6,***,"1,898.8 (1,852.9, 1,945.4)","41 (31, 51)",1307,stable,"-0.6 (-1.4, 0.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Miami-Dade County  6,***,"1,880.0 (1,861.4, 1,898.8)","42 (37, 50)",7861,falling,"-0.9 (-1.2, -0.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Manatee County  6,***,"1,877.5 (1,839.2, 1,916.4)","43 (34, 52)",1844,stable,"-0.6 (-1.2, 0.0)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
