,County,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",CI*Rank,Recent 5-Year Trend in Incidence Rates
11,Sangamon County  6,680,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,602.9 ,10 ,-0.8 
12,Macon County  6,406,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,602.4 ,11 ,-1.1 
13,Macoupin County  6,184,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,601.9 ,12 ,-0.7 
14,Pike County  6,64,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,599.3 ,13 ,1.5 
15,Franklin County  6,156,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,597.1 ,14 ,-1.0 
16,Livingston County  6,135,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,592.5 ,15 ,-0.4 
17,Hamilton County  6,33,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,589.0 ,16 ,1.0 
18,Pope County  6,20,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,585.9 ,17 ,-17.5 
19,Jefferson County  6,143,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,584.7 ,18 ,1.3 
20,Mercer County  6,66,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,583.3 ,19 ,0.2 
21,Alexander County  6,27,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,582.1 ,20 ,-1.5 
22,Schuyler County  6,32,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,580.3 ,21 ,1.6 
23,Williamson County  6,242,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,580.0 ,22 ,-0.4 
24,Shelby County  6,91,rising,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,575.2 ,23 ,8.8 
25,Saline County  6,89,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,574.3 ,24 ,-1.2 
26,Marshall County  6,49,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,572.6 ,25 ,-0.6 
27,Bureau County  6,132,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,568.8 ,26 ,-0.9 
28,Ford County  6,48,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,567.4 ,27 ,-1.0 
29,Mason County  6,56,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,567.3 ,28 ,-1.4 
30,La Salle County  6,399,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,565.1 ,29 ,-1.0 
31,Calhoun County  6,22,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,561.8 ,30 ,0.0 
32,Vermilion County  6,276,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,560.1 ,31 ,-0.6 
33,Union County  6,69,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,560.1 ,32 ,0.4 
34,Washington County  6,54,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,556.6 ,33 ,-0.2 
35,Scott County  6,19,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,556.2 ,34 ,1.6 
36,DeKalb County  6,258,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,555.3 ,35 ,-0.1 
37,Bond County  6,60,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,553.0 ,36 ,-1.3 
38,Peoria County  6,569,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,552.5 ,37 ,-1.1 
39,Richland County  6,59,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,551.3 ,38 ,-1.1 
40,Montgomery County  6,107,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,549.9 ,39 ,-0.8 
41,White County  6,54,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,549.0 ,40 ,-0.3 
42,Hardin County  6,19,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,549.0 ,41 ,-1.8 
43,Effingham County  6,111,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,548.3 ,42 ,-1.8 
44,Massac County  6,53,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,547.8 ,43 ,-0.4 
45,Lawrence County  6,53,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,541.6 ,44 ,0.2 
46,Tazewell County  6,444,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,541.2 ,45 ,-1.4 
47,Moultrie County  6,48,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,541.1 ,46 ,0.2 
48,Gallatin County  6,19,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,540.4 ,47 ,-2.7 
49,Fulton County  6,128,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,539.9 ,48 ,-1.5 
50,Stark County  6,22,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,539.9 ,49 ,0.9 
51,Kendall County  6,264,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,539.8 ,50 ,-0.6 
52,Will County  6,1766,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,538.6 ,51 ,-1.3 
53,Kankakee County  6,343,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,536.8 ,52 ,-1.7 
54,Greene County  6,47,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,536.3 ,53 ,-0.7 
55,Iroquois County  6,106,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,533.1 ,54 ,-0.6 
56,Jersey County  6,75,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,531.3 ,55 ,-0.3 
57,Crawford County  6,66,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,531.1 ,56 ,-0.7 
58,De Witt County  6,54,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,530.5 ,57 ,-0.9 
59,Woodford County  6,128,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,530.2 ,58 ,-1.2 
60,Johnson County  6,48,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,530.2 ,59 ,-0.5 
61,Clark County  6,53,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,529.5 ,60 ,-1.6 
62,Clinton County  6,121,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,529.4 ,61 ,-0.5 
63,Pulaski County  6,22,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,529.1 ,62 ,-0.7 
64,Jasper County  6,35,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,521.2 ,63 ,-0.6 
65,Jo Daviess County  6,94,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.4 ,64 ,-0.1 
66,Henry County  6,174,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,518.5 ,65 ,-1.4 
67,Randolph County  6,110,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,517.8 ,66 ,-1.3 
68,St. Clair County  6,723,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,517.6 ,67 ,-1.5 
69,Madison County  6,790,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,516.2 ,68 ,1.0 
70,Fayette County  6,73,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,513.4 ,69 ,-0.5 
71,Douglas County  6,61,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,512.5 ,70 ,-1.6 
72,Wabash County  6,39,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,511.6 ,71 ,-4.2 
73,Whiteside County  6,193,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,507.0 ,72 ,-0.6 
74,Adams County  6,218,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,506.7 ,73 ,-1.3 
75,Edgar County  6,61,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.7 ,74 ,-2.0 
76,Lee County  6,122,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,504.9 ,75 ,-1.5 
77,Piatt County  6,55,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,504.4 ,76 ,-1.4 
78,Coles County  6,139,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,501.0 ,77 ,-1.8 
79,Jackson County  6,145,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,500.6 ,78 ,-1.1 
80,Perry County  6,68,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,497.7 ,79 ,-1.7 
81,Knox County  6,171,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,497.1 ,80 ,-1.1 
82,Hancock County  6,66,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,494.6 ,81 ,-2.0 
83,McDonough County  6,83,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,494.4 ,82 ,-1.3 
84,Warren County  6,55,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,493.8 ,83 ,-1.3 
85,Champaign County  6,452,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.6 ,84 ,-1.8 
86,Rock Island County  6,441,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.0 ,85 ,-1.4 
87,DuPage County  6,2417,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,486.8 ,86 ,-1.3 
88,Cook County  6,12514,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,484.2 ,87 ,-1.5 
89,McHenry County  6,786,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,480.7 ,88 ,-2.0 
90,Wayne County  6,57,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,478.0 ,89 ,-1.5 
91,Lake County  6,1731,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,477.4 ,90 ,-1.6 
92,Putnam County  6,21,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.5 ,91 ,-14.5 
93,Winnebago County  6,793,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,475.9 ,92 ,-1.3 
94,Ogle County  6,157,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,474.5 ,93 ,-1.1 
95,Carroll County  6,54,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,473.9 ,94 ,-1.6 
96,Cumberland County  6,34,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,470.8 ,95 ,-1.4 
97,Boone County  6,139,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,469.9 ,96 ,-1.5 
98,Kane County  6,1207,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,468.8 ,97 ,-1.8 
99,Monroe County  6,100,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,464.0 ,98 ,-1.6 
100,McLean County  6,371,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,461.2 ,99 ,-2.2 
101,Stephenson County  6,139,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,433.0 ,100 ,-1.4 
102,Edwards County  6,18,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,389.7 ,101 ,-2.4 
103,Henderson County  6,23,falling,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,387.9 ,102 ,-3.0 
2,Greene County  6,53,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,547.2 ,1 ,1.2 
3,Logan County  6,108,rising,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,545.2 ,2 ,2.7 
4,Scott County  6,21,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,543.7 ,3 ,1.0 
5,De Witt County  6,61,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,537.0 ,4 ,0.8 
6,Morgan County  6,123,rising,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,517.2 ,5 ,1.6 
7,Sangamon County  6,693,rising,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,514.0 ,6 ,0.7 
8,Pulaski County  6,21,rising,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,512.7 ,7 ,3.4 
9,Perry County  6,67,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,510.9 ,8 ,1.6 
10,Macon County  6,387,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,507.1 ,9 ,0.2 
11,McDonough County  6,94,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,498.9 ,10 ,0.7 
12,Ford County  6,47,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,497.4 ,11 ,0.8 
13,Christian County  6,119,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,497.1 ,12 ,0.2 
14,Grundy County  6,141,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,497.1 ,13 ,0.2 
15,Piatt County  6,56,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,497.1 ,14 ,1.4 
16,Marion County  6,131,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,496.5 ,15 ,0.2 
17,Warren County  6,54,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,495.3 ,16 ,1.7 
18,Hancock County  6,67,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,495.1 ,17 ,1.0 
19,Fulton County  6,122,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,492.8 ,18 ,0.4 
20,Cass County  6,41,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,492.6 ,19 ,0.5 
21,Douglas County  6,62,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,491.0 ,20 ,0.3 
22,Tazewell County  6,443,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,489.2 ,21 ,0.3 
23,Kankakee County  6,339,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,489.1 ,22 ,0.5 
24,Marshall County  6,44,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,487.6 ,23 ,1.3 
25,Livingston County  6,122,rising,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,486.8 ,24 ,1.1 
26,Mercer County  6,54,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,485.2 ,25 ,1.4 
27,Vermilion County  6,261,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,483.9 ,26 ,0.5 
28,Mason County  6,51,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,481.7 ,27 ,-0.2 
29,White County  6,52,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,481.2 ,28 ,0.7 
30,Franklin County  6,138,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,481.0 ,29 ,-0.1 
31,Ogle County  6,164,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,480.5 ,30 ,1.0 
32,Madison County  6,857,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,478.8 ,31 ,0.4 
33,Clay County  6,47,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,478.3 ,32 ,0.7 
34,Jefferson County  6,122,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,476.2 ,33 ,0.7 
35,Pike County  6,54,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,475.5 ,34 ,1.3 
36,Lee County  6,110,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,474.4 ,35 ,0.1 
37,Randolph County  6,100,rising,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,474.0 ,36 ,1.4 
38,Menard County  6,42,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,473.7 ,37 ,1.4 
39,DeKalb County  6,251,rising,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,472.0 ,38 ,0.7 
40,Kendall County  6,276,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,471.8 ,39 ,0.2 
41,Adams County  6,218,rising,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,470.3 ,40 ,1.1 
42,Clinton County  6,112,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,469.2 ,41 ,1.2 
43,Macoupin County  6,158,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,468.4 ,42 ,0.5 
44,Iroquois County  6,100,rising,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,468.1 ,43 ,1.3 
45,Bond County  6,52,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,468.1 ,44 ,-0.7 
46,Jersey County  6,73,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,467.6 ,45 ,0.6 
47,Effingham County  6,105,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,466.0 ,46 ,1.1 
48,Knox County  6,171,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,465.2 ,47 ,0.4 
49,Williamson County  6,216,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,465.0 ,48 ,-6.0 
50,Clark County  6,52,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,464.2 ,49 ,0.5 
51,La Salle County  6,356,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,463.4 ,50 ,-0.1 
52,Peoria County  6,547,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,463.2 ,51 ,-0.4 
53,Richland County  6,50,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,462.5 ,52 ,1.8 
54,Bureau County  6,115,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,462.5 ,53 ,0.2 
55,Will County  6,1741,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,459.9 ,54 ,0.2 
56,Saline County  6,82,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,456.0 ,55 ,0.7 
57,Carroll County  6,49,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.9 ,56 ,0.2 
58,Boone County  6,144,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.7 ,57 ,-0.1 
59,Winnebago County  6,844,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.5 ,58 ,-4.6 
60,Montgomery County  6,92,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.2 ,59 ,0.0 
61,Wayne County  6,56,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,451.5 ,60 ,0.4 
62,Alexander County  6,22,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.6 ,61 ,-0.8 
63,Woodford County  6,113,rising,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.4 ,62 ,7.9 
64,Henderson County  6,26,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.2 ,63 ,0.8 
65,Shelby County  6,75,rising,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,449.5 ,64 ,1.4 
66,Lake County  6,1822,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,448.7 ,65 ,-0.2 
67,McHenry County  6,812,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,448.6 ,66 ,-0.2 
68,Henry County  6,157,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,447.8 ,67 ,0.3 
69,DuPage County  6,2578,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,446.4 ,68 ,0.1 
70,St. Clair County  6,746,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,445.0 ,69 ,0.0 
71,Union County  6,56,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,444.2 ,70 ,-5.4 
72,Lawrence County  6,46,stable,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,442.2 ,71 ,-0.2 
