,County,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate†deaths per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Death Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Borough Or Census Area,Parish
5,Nicholas County,***,"325.5 (253.3, 413.3)","4 (1, 103)",15,stable,"-0.6 (-1.6, 0.5)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
6,Breathitt County,***,"317.7 (259.9, 384.8)","5 (1, 79)",24,stable,"0.7 (-0.7, 2.2)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
7,Hart County,***,"315.9 (266.3, 372.1)","6 (1, 69)",32,stable,"-0.1 (-0.8, 0.5)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
8,Powell County,***,"304.5 (245.4, 373.8)","7 (1, 94)",20,stable,"-0.8 (-1.8, 0.2)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
9,Lawrence County,***,"304.2 (252.3, 363.8)","8 (1, 84)",27,stable,"0.1 (-0.6, 0.8)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
10,Perry County,***,"302.2 (264.3, 344.2)","9 (1, 67)",49,stable,"-0.4 (-1.2, 0.4)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
11,Bath County,***,"298.5 (244.1, 362.0)","10 (1, 97)",22,stable,"0.4 (-0.5, 1.4)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
12,Union County,***,"298.5 (242.4, 363.7)","11 (1, 96)",22,stable,"-0.4 (-1.4, 0.7)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
13,Harlan County,***,"297.8 (259.6, 340.2)","12 (1, 66)",48,stable,"-0.3 (-1.0, 0.4)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
14,Monroe County,***,"297.7 (239.0, 367.1)","13 (1, 102)",20,stable,"-0.3 (-1.5, 0.9)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
15,Russell County,***,"287.9 (244.3, 337.6)","14 (1, 84)",33,stable,"-0.4 (-1.4, 0.6)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
16,Menifee County,***,"287.8 (218.8, 373.9)","15 (1, 117)",13,stable,"-0.7 (-2.2, 0.9)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
17,Lewis County,***,"287.4 (238.8, 343.9)","16 (1, 95)",26,stable,"0.3 (-0.7, 1.4)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
18,Lee County,***,"283.6 (213.5, 370.2)","17 (1, 117)",12,stable,"-0.7 (-2.0, 0.7)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
19,Magoffin County,***,"281.6 (228.6, 343.7)","18 (1, 106)",21,stable,"-0.4 (-1.5, 0.8)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
20,McCreary County,***,"281.4 (233.3, 336.3)","19 (1, 100)",27,falling,"-1.1 (-2.0, -0.1)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
21,Carroll County,***,"280.5 (222.8, 348.9)","20 (1, 112)",17,stable,"-0.5 (-1.7, 0.8)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
22,Letcher County,***,"280.2 (240.2, 325.3)","21 (2, 91)",39,stable,"-0.8 (-1.7, 0.0)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
23,Knox County,***,"276.3 (242.5, 313.6)","22 (3, 82)",51,falling,"-1.3 (-2.1, -0.6)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
24,Estill County,***,"275.1 (225.3, 333.2)","23 (1, 109)",24,stable,"-0.5 (-1.4, 0.5)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
25,Leslie County,***,"274.2 (217.3, 342.1)","24 (1, 114)",18,falling,"-1.1 (-2.2, -0.1)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
26,Morgan County,***,"273.5 (221.9, 333.7)","25 (1, 107)",21,stable,"0.7 (-0.3, 1.7)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
27,Carlisle County,***,"273.4 (195.2, 374.9)","26 (1, 120)",9,stable,"-0.2 (-1.6, 1.1)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
28,Bell County,***,"272.9 (237.4, 312.4)","27 (3, 90)",45,falling,"-1.3 (-2.1, -0.6)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
29,Casey County,***,"272.0 (226.0, 325.1)","28 (2, 107)",26,stable,"-0.3 (-1.3, 0.7)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
30,Lincoln County,***,"271.9 (234.5, 313.8)","29 (3, 92)",40,falling,"-0.9 (-1.5, -0.3)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
31,Anderson County,***,"271.6 (227.9, 321.2)","30 (2, 104)",30,stable,"-0.5 (-1.5, 0.5)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
32,Montgomery County,***,"271.6 (234.2, 313.3)","31 (3, 90)",40,falling,"-0.9 (-1.6, -0.1)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
33,Webster County,***,"271.5 (219.9, 332.1)","32 (1, 111)",21,falling,"-1.3 (-2.2, -0.3)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
34,Owsley County,***,"268.2 (189.0, 372.6)","33 (1, 120)",8,stable,"-0.6 (-1.8, 0.7)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
35,Grayson County,***,"264.7 (228.2, 305.7)","34 (4, 97)",41,stable,"0.2 (-0.3, 0.8)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
36,Fulton County,***,"263.4 (195.9, 348.9)","35 (1, 120)",11,stable,"-0.6 (-1.6, 0.5)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
37,Cumberland County,***,"262.3 (200.7, 339.6)","36 (1, 119)",13,stable,"-0.9 (-2.5, 0.7)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
38,Fleming County,***,"261.8 (215.0, 316.4)","37 (2, 111)",24,stable,"-0.7 (-1.5, 0.1)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
39,Washington County,***,"261.6 (209.6, 323.3)","38 (1, 115)",19,stable,"-0.9 (-2.2, 0.4)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
40,Henry County,***,"260.6 (212.4, 316.5)","39 (2, 112)",24,stable,"-0.2 (-1.2, 0.8)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
41,Barren County,***,"259.3 (230.4, 290.8)","40 (9, 92)",62,falling,"-0.7 (-1.3, -0.1)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
42,Gallatin County,***,"257.9 (187.8, 344.8)","41 (1, 120)",11,falling,"-1.7 (-2.9, -0.5)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
43,Carter County,***,"257.4 (223.8, 294.9)","42 (7, 99)",44,falling,"-1.1 (-1.7, -0.5)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
44,Livingston County,***,"256.5 (203.3, 321.2)","43 (1, 117)",18,stable,"-0.8 (-1.9, 0.3)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
45,Floyd County,***,"256.4 (225.4, 290.7)","44 (8, 96)",55,falling,"-0.7 (-1.3, -0.1)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
46,Ohio County,***,"255.4 (218.7, 296.8)","45 (6, 106)",37,falling,"-0.9 (-1.6, -0.2)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
47,Pike County,***,"254.4 (230.9, 279.8)","46 (15, 88)",94,falling,"-0.9 (-1.3, -0.5)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
48,Trimble County,***,"254.3 (195.6, 326.2)","47 (1, 120)",14,stable,"-0.8 (-2.2, 0.6)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
49,Mercer County,***,"253.4 (214.4, 297.9)","48 (6, 110)",33,falling,"-1.1 (-1.9, -0.3)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
50,Marshall County,***,"251.0 (221.1, 284.2)","49 (14, 102)",54,stable,"-0.6 (-1.3, 0.1)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
51,Johnson County,***,"250.8 (213.2, 293.4)","50 (7, 108)",35,falling,"-1.0 (-1.8, -0.2)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
52,Harrison County,***,"250.7 (209.5, 298.1)","51 (4, 112)",28,stable,"-0.2 (-1.0, 0.7)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
53,Larue County,***,"249.9 (202.8, 305.1)","52 (4, 116)",21,stable,"-1.0 (-2.0, 0.1)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
54,Marion County,***,"249.9 (206.5, 299.7)","53 (5, 115)",25,stable,"-1.0 (-2.2, 0.2)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
55,McLean County,***,"248.9 (194.3, 315.3)","54 (2, 120)",15,stable,"-0.5 (-1.8, 0.8)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
56,Hopkins County,***,"248.7 (222.2, 277.7)","55 (15, 99)",68,falling,"-1.1 (-1.7, -0.5)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
57,Pulaski County,***,"247.1 (224.8, 271.0)","56 (18, 95)",97,falling,"-0.7 (-1.2, -0.2)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
58,Boyd County,***,"246.8 (221.6, 274.2)","57 (17, 96)",74,falling,"-1.3 (-1.9, -0.7)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
59,Mason County,***,"246.8 (202.5, 298.1)","58 (5, 115)",23,stable,"-0.8 (-1.5, 0.0)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
60,Butler County,***,"246.2 (197.6, 303.7)","59 (4, 119)",19,falling,"-1.7 (-2.8, -0.7)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
61,Logan County,***,"244.6 (211.1, 282.3)","60 (11, 110)",40,falling,"-1.0 (-1.6, -0.5)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
62,Greenup County,***,"242.9 (214.8, 274.0)","61 (17, 107)",56,falling,"-1.1 (-1.8, -0.4)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
63,Laurel County,***,"242.9 (219.3, 268.5)","62 (21, 102)",83,falling,"-0.8 (-1.5, -0.2)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
64,Nelson County,***,"242.3 (212.5, 275.0)","63 (14, 106)",55,falling,"-1.9 (-2.7, -1.2)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
65,Hardin County,***,"241.0 (221.7, 261.4)","64 (24, 94)",124,falling,"-1.1 (-1.5, -0.7)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
66,Taylor County,***,"240.7 (205.4, 280.4)","65 (10, 111)",35,stable,"-0.4 (-1.2, 0.4)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
67,Wayne County,***,"239.2 (204.4, 278.9)","66 (13, 113)",35,falling,"-0.9 (-1.8, -0.1)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
68,Henderson County,***,"239.1 (212.3, 268.3)","67 (20, 106)",62,falling,"-1.0 (-1.7, -0.4)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
69,Martin County,***,"239.0 (186.9, 301.4)","68 (3, 120)",16,falling,"-1.3 (-2.4, -0.3)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
70,Meade County,***,"238.8 (203.6, 278.4)","69 (13, 115)",36,falling,"-1.4 (-2.2, -0.5)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
71,Metcalfe County,***,"237.7 (186.0, 300.4)","70 (5, 120)",15,stable,"-1.0 (-2.3, 0.3)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
72,Todd County,***,"237.1 (187.5, 296.2)","71 (5, 120)",16,falling,"-1.8 (-2.9, -0.6)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
73,Robertson County,***,"236.9 (145.7, 376.9)","72 (1, 120)",4,stable,"-1.2 (-3.1, 0.7)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
74,Rockcastle County,***,"234.5 (191.9, 284.0)","73 (8, 119)",23,falling,"-1.1 (-1.8, -0.4)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
75,Crittenden County,***,"233.4 (182.2, 296.0)","74 (5, 120)",15,falling,"-1.6 (-2.7, -0.5)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
76,Muhlenberg County,***,"233.4 (203.0, 267.3)","75 (18, 113)",45,falling,"-1.4 (-2.1, -0.7)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
77,Simpson County,***,"233.2 (191.7, 281.2)","76 (10, 119)",24,stable,"-0.1 (-1.3, 1.1)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
78,Hancock County,***,"231.0 (169.3, 307.3)","77 (2, 120)",11,stable,"-1.7 (-3.6, 0.2)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
79,Clark County,***,"229.3 (200.8, 261.0)","78 (22, 113)",49,stable,"-0.8 (-1.7, 0.2)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
80,Rowan County,***,"229.2 (190.9, 273.1)","79 (13, 119)",26,falling,"-5.5 (-9.7, -1.2)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
81,Grant County,***,"227.8 (188.2, 272.9)","80 (13, 119)",27,falling,"-1.8 (-2.8, -0.8)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
82,Breckinridge County,***,"227.4 (191.8, 268.1)","81 (17, 119)",31,falling,"-1.4 (-2.2, -0.6)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
83,Jackson County,***,"226.3 (181.1, 279.9)","82 (8, 120)",19,stable,"-0.9 (-2.0, 0.2)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
84,Madison County,***,"225.4 (204.9, 247.4)","83 (38, 111)",95,falling,"-1.4 (-2.1, -0.7)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
85,Bourbon County,***,"223.4 (186.5, 265.9)","84 (20, 119)",27,stable,"0.7 (-2.6, 4.1)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
86,Franklin County,***,"222.3 (197.5, 249.4)","85 (35, 114)",62,falling,"-1.6 (-2.2, -0.9)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
87,Ballard County,***,"221.7 (168.0, 288.9)","86 (7, 120)",12,falling,"-2.3 (-3.4, -1.2)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
88,McCracken County,***,"220.6 (200.2, 242.7)","87 (43, 112)",90,falling,"-1.5 (-1.9, -1.1)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
89,Green County,***,"220.1 (174.5, 275.4)","88 (11, 120)",17,stable,"-0.5 (-1.6, 0.7)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
90,Garrard County,***,"218.9 (179.4, 264.9)","89 (15, 120)",23,stable,"-0.8 (-1.8, 0.2)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
91,Clinton County,***,"217.6 (169.8, 276.1)","90 (9, 120)",15,stable,"-0.9 (-2.0, 0.1)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
92,Pendleton County,***,"217.0 (172.6, 269.6)","91 (12, 120)",18,falling,"-1.4 (-2.5, -0.2)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
93,Christian County,***,"214.4 (191.1, 239.7)","92 (42, 116)",63,falling,"-1.4 (-1.9, -0.9)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
94,Boyle County,***,"213.5 (183.8, 246.8)","93 (32, 119)",38,falling,"-2.0 (-2.7, -1.2)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
95,Daviess County,***,"209.0 (191.9, 227.1)","94 (62, 115)",116,falling,"-1.9 (-2.2, -1.5)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
96,Kenton County,***,"208.3 (193.8, 223.6)","95 (65, 114)",167,falling,"-1.8 (-2.3, -1.4)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
97,Jessamine County,***,"207.1 (183.6, 232.9)","96 (54, 119)",59,falling,"-2.0 (-2.6, -1.4)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
98,Campbell County,***,"206.8 (188.5, 226.4)","97 (63, 116)",101,falling,"-1.9 (-2.3, -1.5)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
99,Jefferson County,***,"205.6 (199.2, 212.2)","98 (83, 109)",818,falling,"-2.4 (-2.7, -2.1)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
100,Shelby County,***,"205.2 (179.5, 233.6)","99 (47, 119)",50,falling,"-1.6 (-2.4, -0.7)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
101,Graves County,***,"204.3 (178.1, 233.5)","100 (53, 119)",46,falling,"-1.2 (-1.8, -0.5)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
102,Calloway County,***,"204.2 (177.8, 233.6)","101 (50, 120)",45,falling,"-0.8 (-1.4, -0.3)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
103,Warren County,***,"203.6 (186.6, 221.6)","102 (66, 117)",115,falling,"-1.9 (-2.4, -1.4)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
104,Hickman County,***,"202.1 (141.7, 285.8)","103 (7, 120)",7,stable,"-0.8 (-2.2, 0.7)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
105,Woodford County,***,"201.5 (169.1, 238.5)","104 (41, 120)",31,falling,"-1.7 (-2.7, -0.7)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
106,Caldwell County,***,"200.9 (159.7, 250.5)","105 (23, 120)",17,falling,"-1.2 (-2.2, -0.3)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
107,Spencer County,***,"200.6 (161.1, 246.8)","106 (31, 120)",20,falling,"-1.9 (-2.8, -0.9)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
108,Allen County,***,"199.3 (164.7, 239.3)","107 (39, 120)",25,falling,"-1.3 (-2.2, -0.4)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
109,Knott County,***,"198.5 (158.6, 245.9)","108 (27, 120)",19,falling,"-1.2 (-2.3, -0.1)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
110,Owen County,***,"195.6 (148.3, 254.1)","109 (22, 120)",13,falling,"-1.6 (-3.0, -0.3)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
111,Bracken County,***,"194.9 (141.7, 262.3)","110 (13, 120)",10,falling,"-1.9 (-3.2, -0.5)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
112,Trigg County,***,"192.5 (156.7, 235.4)","111 (40, 120)",22,falling,"-2.6 (-3.5, -1.7)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
113,Elliott County,***,"189.1 (139.1, 252.7)","112 (14, 120)",10,falling,"-7.6 (-11.7, -3.4)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
114,Fayette County,***,"187.6 (177.2, 198.5)","113 (95, 119)",260,falling,"-2.2 (-2.5, -1.9)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
115,Adair County,***,"186.7 (152.7, 226.6)","114 (48, 120)",22,falling,"-2.1 (-3.0, -1.2)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
116,Edmonson County,***,"186.0 (146.4, 234.3)","115 (39, 120)",16,falling,"-2.3 (-3.2, -1.4)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
117,Boone County,***,"184.7 (168.7, 201.6)","116 (87, 120)",110,falling,"-2.0 (-2.6, -1.5)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
118,Bullitt County,***,"182.1 (163.6, 202.1)","117 (86, 120)",78,falling,"-2.6 (-3.2, -2.0)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
119,Scott County,***,"180.7 (155.0, 209.1)","118 (75, 120)",41,falling,"-2.1 (-2.9, -1.2)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
120,Lyon County,***,"176.7 (135.8, 229.6)","119 (40, 120)",13,falling,"-2.4 (-3.8, -1.0)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
121,Oldham County,***,"169.7 (148.5, 192.9)","120 (95, 120)",54,falling,"-2.3 (-2.9, -1.7)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
0,Kentucky,***,"157.5 (155.4, 159.5)",,4724,falling,"-1.1 (-1.3, -0.9)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
1,United States,***,"131.1 (130.9, 131.3)",,283394,falling,"-1.9 (-2.1, -1.6)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
2,Perry County,***,"247.5 (214.9, 283.9)","1 (1, 24)",44,stable,"0.4 (-0.3, 1.1)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
3,Wolfe County,***,"246.4 (188.8, 318.2)","2 (1, 83)",13,rising,"6.5 (1.0, 12.2)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
4,Martin County,***,"236.3 (187.2, 295.6)","3 (1, 73)",17,stable,"0.3 (-1.0, 1.7)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
5,Johnson County,***,"231.8 (199.1, 268.8)","4 (1, 41)",38,stable,"0.5 (-0.1, 1.1)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
6,Knott County,***,"223.8 (185.4, 268.8)","5 (1, 64)",25,stable,"0.7 (-0.2, 1.6)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
7,Clay County,***,"223.1 (187.5, 264.0)","6 (1, 58)",29,stable,"0.6 (-0.3, 1.5)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
8,Floyd County,***,"221.6 (196.3, 249.6)","7 (1, 41)",59,stable,"-0.4 (-1.1, 0.3)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
9,Owsley County,***,"217.9 (152.1, 306.6)","8 (1, 118)",7,stable,"0.2 (-1.4, 1.8)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
10,Leslie County,***,"216.9 (171.3, 272.5)","9 (1, 94)",16,rising,"1.6 (0.1, 3.1)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
11,Carroll County,***,"206.3 (160.1, 262.6)","10 (1, 110)",14,stable,"-0.4 (-1.5, 0.8)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
12,Whitley County,***,"206.2 (180.8, 234.5)","11 (1, 60)",49,stable,"-0.1 (-0.9, 0.7)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
13,Knox County,***,"204.2 (177.5, 234.1)","12 (2, 61)",44,stable,"0.6 (0.0, 1.3)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
14,Clinton County,***,"200.8 (157.0, 254.4)","13 (1, 109)",15,stable,"0.1 (-1.6, 1.8)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
15,Harlan County,***,"199.6 (171.8, 231.0)","14 (2, 78)",40,stable,"0.8 (-0.1, 1.7)",Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
