Expand,Discipline ,MUA/P ID ,Service Area Name ,Designation Type ,Primary State Name ,County ,Index of Medical Underservice Score ,Status ,Rural Status ,Designation Date ,Update Date 
,Primary Care,07886,Low Inc-Skokie,MUP Low Income,Illinois,"Cook County, IL",61.0,Designated,Non-Rural,09/24/2012,09/24/2012
,Primary Care,07691,Rock Island,MUP Low Income,Illinois,"Rock Island County, IL",59.5,Designated,Non-Rural,12/23/2008,12/23/2008
,Primary Care,00801,Communities Asian-American Population,MUP Other Population Governor’s Exception,Illinois,"Cook County, IL",0.0,Designated,Non-Rural,03/31/1988,03/31/1988
,Primary Care,07312,Hisp Low-inc Pop- Addison / Bensenville,MUP Other Population Governor’s Exception,Illinois,"DuPage County, IL",0.0,Designated,Non-Rural,03/06/2003,03/06/2003
,Primary Care,07313,Hisp Low-inc Pop- West Chicago,MUP Other Population Governor’s Exception,Illinois,"DuPage County, IL",0.0,Designated,Non-Rural,03/07/2003,03/07/2003
,Primary Care,07300,Low Inc - Bolingbrook,MUP Other Population Governor’s Exception,Illinois,"Will County, IL",0.0,Designated,Non-Rural,02/28/2003,02/28/2003
,Primary Care,07301,Pov Pop - Woodstock,MUP Other Population Governor’s Exception,Illinois,"McHenry County, IL",0.0,Designated,Non-Rural,02/28/2003,02/28/2003
,Primary Care,07553,Low Inc - Arlington Heights,MUP – Low Income Governor’s Exception,Illinois,"Cook County, IL",68.4,Designated,Non-Rural,02/13/2007,02/13/2007
,Primary Care,00933,BROWN SERVICE AREA,Medically Underserved Area,Indiana,"Brown County, IN",54.8,Designated,Non-Rural,11/01/1978,11/01/1978
,Primary Care,00989,Brown Service Area,Medically Underserved Area,Indiana,"Ripley County, IN",57.9,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,00934,CASS SERVICE AREA,Medically Underserved Area,Indiana,"Cass County, IN",57.2,Designated,Rural,04/13/1995,04/13/1995
,Primary Care,00972,Center/ Delaware Service Area,Medically Underserved Area,Indiana,"Ripley County, IN",60.9,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,00958,Central Hammond Service Area,Medically Underserved Area,Indiana,"Lake County, IN",51.0,Designated,Non-Rural,06/08/1993,02/01/1994
,Primary Care,00957,City of East Chicago Service Area,Medically Underserved Area,Indiana,"Lake County, IN",51.4,Designated,Non-Rural,06/08/1993,02/01/1994
,Primary Care,00956,City of Gary Service Area,Medically Underserved Area,Indiana,"Lake County, IN",46.4,Designated,Non-Rural,06/08/1993,02/01/1994
,Primary Care,00935,CLAY SERVICE AREA,Medically Underserved Area,Indiana,"Clay County, IN",55.7,Designated,Non-Rural,11/01/1978,11/01/1978
,Primary Care,00936,CRAWFORD SERVICE AREA,Medically Underserved Area,Indiana,"Crawford County, IN",58.5,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00937,DAVIESS SERVICE AREA,Medically Underserved Area,Indiana,"Daviess County, IN",54.0,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,07846,Fountain County,Medically Underserved Area,Indiana,"Fountain County, IN",60.6,Designated,Rural,12/21/2011,12/21/2011
,Primary Care,03922,Franklin Service AreaA,Medically Underserved Area,Indiana,"Franklin County, IN",61.3,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,1183432667,Greene County SA,Medically Underserved Area,Indiana,"Greene County, IN",61.9,Designated,Rural,05/13/2019,05/13/2019
,Primary Care,00971,Harmoney/ Lynn Service Area,Medically Underserved Area,Indiana,"Posey County, IN",56.9,Designated,Partially Rural,05/11/1994,05/11/1994
,Primary Care,00960,Howard Service Area,Medically Underserved Area,Indiana,"Howard County, IN",61.1,Designated,Non-Rural,05/25/1984,05/03/1994
,Primary Care,00986,Johnson Service Area,Medically Underserved Area,Indiana,"Johnson County, IN",59.9,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,00943,Lake Station Service Area,Medically Underserved Area,Indiana,"Lake County, IN",61.6,Designated,Non-Rural,08/18/1997,08/18/1997
,Primary Care,00959,Marion Service Area,Medically Underserved Area,Indiana,"Marion County, IN",59.3,Designated,Non-Rural,08/04/1992,02/03/1994
,Primary Care,00961,Marion Service Area,Medically Underserved Area,Indiana,"Marion County, IN",55.7,Designated,Non-Rural,02/17/1982,05/03/1994
,Primary Care,00962,Marion Service Area,Medically Underserved Area,Indiana,"Marion County, IN",51.8,Designated,Non-Rural,02/17/1982,05/03/1994
,Primary Care,00963,Marion Service Area,Medically Underserved Area,Indiana,"Marion County, IN",57.3,Designated,Non-Rural,02/17/1982,05/03/1994
,Primary Care,00968,Marion Service Area,Medically Underserved Area,Indiana,"Marion County, IN",53.4,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,00969,Martin Service Area,Medically Underserved Area,Indiana,"Martin County, IN",57.0,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,00966,Milton/ Shelby Service Area,Medically Underserved Area,Indiana,"Jefferson County, IN",57.0,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,07882,Mount Vernon Service Area,Medically Underserved Area,Indiana,"Posey County, IN",59.5,Designated,Rural,06/21/2012,06/21/2012
,Primary Care,00940,Oakland City Service Area,Medically Underserved Area,Indiana,"Gibson County, IN",46.5,Designated,Rural,11/04/1996,11/04/1996
,Primary Care,00944,OHIO SERVICE AREA,Medically Underserved Area,Indiana,"Ohio County, IN",55.2,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,00945,OWEN SERVICE AREA,Medically Underserved Area,Indiana,"Owen County, IN",52.9,Designated,Partially Rural,07/30/1984,07/30/1984
,Primary Care,00994,Penn Service Area,Medically Underserved Area,Indiana,"Parke County, IN",57.6,Designated,Rural,05/18/1994,05/18/1994
,Primary Care,00946,PIKE SERVICE AREA,Medically Underserved Area,Indiana,"Pike County, IN",54.9,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,07831,Plymouth Service Area,Medically Underserved Area,Indiana,"Marshall County, IN",58.7,Designated,Rural,08/16/2011,08/16/2011
,Primary Care,1184124489,Randolph County,Medically Underserved Area,Indiana,"Randolph County, IN",60.7,Designated,Rural,05/15/2017,05/15/2017
,Primary Care,00985,Salamonie Service Area,Medically Underserved Area,Indiana,"Huntington County, IN",52.9,Designated,Rural,05/11/1994,09/22/2010
,Primary Care,00981,Salt Creek Service Area,Medically Underserved Area,Indiana,"Decatur County, IN",61.3,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,00947,SCOTT SERVICE AREA,Medically Underserved Area,Indiana,"Scott County, IN",61.5,Designated,Rural,08/26/1994,08/26/1994
,Primary Care,00987,Smyrna Service Area,Medically Underserved Area,Indiana,"Jefferson County, IN",54.6,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,1184601507,Spencer County,Medically Underserved Area,Indiana,"Spencer County, IN",60.0,Designated,Rural,11/01/1978,08/06/2021
,Primary Care,00964,St. Joseph Service Area,Medically Underserved Area,Indiana,"St. Joseph County, IN",61.9,Designated,Non-Rural,06/28/1984,05/03/1994
,Primary Care,00990,St. Joseph Service Area,Medically Underserved Area,Indiana,"St. Joseph County, IN",58.2,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,00949,STARKE SERVICE AREA,Medically Underserved Area,Indiana,"Starke County, IN",53.4,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00951,SWITZERLAND SERVICE AREA,Medically Underserved Area,Indiana,"Switzerland County, IN",52.3,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00952,TIPPECANOE SERVICE AREA,Medically Underserved Area,Indiana,"Tippecanoe County, IN",47.0,Designated,Non-Rural,08/19/1994,08/19/1994
,Primary Care,00941,Trafalgar Service Area,Medically Underserved Area,Indiana,"Johnson County, IN",61.5,Designated,Non-Rural,05/08/1996,05/08/1996
,Primary Care,00991,Union Service Area,Medically Underserved Area,Indiana,"Union County, IN",60.4,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,00954,Vanderburgh Service Area,Medically Underserved Area,Indiana,"Vanderburgh County, IN",61.2,Designated,Non-Rural,12/08/1992,02/01/1994
,Primary Care,00995,Waterloo Service Area,Medically Underserved Area,Indiana,"Fayette County, IN",0.0,Designated,Rural,05/18/1994,05/18/1994
,Primary Care,07596,Carroll County,MUA – Governor’s Exception,Indiana,"Carroll County, IN",66.8,Designated,Non-Rural,06/20/2007,06/20/2007
,Primary Care,07595,LaPorte County,MUA – Governor’s Exception,Indiana,"La Porte County, IN",71.4,Designated,Non-Rural,06/20/2007,06/20/2007
,Primary Care,00938,Low Inc - Elkhart Service Area,MUA – Governor’s Exception,Indiana,"Elkhart County, IN",0.0,Designated,Non-Rural,12/05/1996,12/05/1996
,Primary Care,07261,Low Inc - Forest Manor Service Area,MUA – Governor’s Exception,Indiana,"Marion County, IN",0.0,Designated,Non-Rural,07/30/2002,07/30/2002
,Primary Care,00939,Low Inc - Goshen Service Area,MUA – Governor’s Exception,Indiana,"Elkhart County, IN",0.0,Designated,Non-Rural,09/19/1997,09/19/1997
,Primary Care,07218,Low Inc - Grassy Creek Service Area,MUA – Governor’s Exception,Indiana,"Marion County, IN",0.0,Designated,Non-Rural,06/06/2002,06/06/2002
,Primary Care,07351,Low Inc - Jackson County,MUA – Governor’s Exception,Indiana,"Jackson County, IN",0.0,Designated,Rural,06/04/2003,06/04/2003
,Primary Care,07216,Low Inc - North Arlington Service Area,MUA – Governor’s Exception,Indiana,"Marion County, IN",0.0,Designated,Non-Rural,06/06/2002,06/06/2002
,Primary Care,07230,Low Income - Porter,MUA – Governor’s Exception,Indiana,"Porter County, IN",0.0,Designated,Non-Rural,07/09/2002,07/09/2002
,Primary Care,07663,Miami County MUP,MUA – Governor’s Exception,Indiana,"Miami County, IN",70.9,Designated,Rural,05/20/2008,05/20/2008
,Primary Care,07592,Monroe county,MUA – Governor’s Exception,Indiana,"Monroe County, IN",64.6,Designated,Non-Rural,06/20/2007,06/20/2007
,Primary Care,07594,Newton County Gov MUP,MUA – Governor’s Exception,Indiana,"Newton County, IN",72.5,Designated,Partially Rural,06/20/2007,06/20/2007
,Primary Care,07597,Vermillion County,MUA – Governor’s Exception,Indiana,"Vermillion County, IN",65.9,Designated,Partially Rural,06/20/2007,06/20/2007
,Primary Care,07593,Warren County,MUA – Governor’s Exception,Indiana,"Warren County, IN",64.8,Designated,Rural,06/20/2007,06/20/2007
,Primary Care,1183448936,LI - Lawrence County,MUP Low Income,Indiana,"Lawrence County, IN",62.0,Designated,Rural,02/04/2020,02/04/2020
,Primary Care,1181963688,LI-Blackford County,MUP Low Income,Indiana,"Blackford County, IN",56.5,Designated,Rural,05/15/2017,05/15/2017
,Primary Care,1186632616,LI-Connersville/Columbia,MUP Low Income,Indiana,"Fayette County, IN",58.7,Designated,Rural,11/19/2015,11/19/2015
,Primary Care,1186105315,LI-Henry County,MUP Low Income,Indiana,"Henry County, IN",56.1,Designated,Rural,05/02/2017,05/02/2017
,Primary Care,1181155511,LI-Wabash County,MUP Low Income,Indiana,"Wabash County, IN",57.7,Designated,Rural,06/07/2017,06/07/2017
,Primary Care,07482,Low Inc - Indianapolis Northwest Side,MUP Low Income,Indiana,"Marion County, IN",61.6,Designated,Non-Rural,05/25/2005,05/25/2005
,Primary Care,07885,Low Income - Adams County,MUP Low Income,Indiana,"Adams County, IN",61.1,Designated,Rural,09/20/2012,09/20/2012
,Primary Care,07841,Low Income - Delaware County,MUP Low Income,Indiana,"Delaware County, IN",57.8,Designated,Non-Rural,11/15/2011,11/15/2011
,Primary Care,07826,Low Income - Fulton County,MUP Low Income,Indiana,"Fulton County, IN",58.7,Designated,Rural,07/12/2011,07/12/2011
,Primary Care,07845,Low Income - Grant County,MUP Low Income,Indiana,"Grant County, IN",59.4,Designated,Rural,12/21/2011,12/21/2011
,Primary Care,07860,Low Income - Jay County,MUP Low Income,Indiana,"Jay County, IN",61.9,Designated,Rural,04/05/2012,04/05/2012
,Primary Care,07837,Low Income - Knox County,MUP Low Income,Indiana,"Knox County, IN",56.6,Designated,Rural,08/31/2011,08/31/2011
,Primary Care,07876,Low Income - Liberty Service Area,MUP Low Income,Indiana,"Union County, IN",57.8,Designated,Rural,05/31/2012,05/31/2012
,Primary Care,07935,Low Income - Perry County,MUP Low Income,Indiana,"Perry County, IN",61.7,Designated,Rural,10/04/2013,10/04/2013
,Primary Care,07827,Low Income - Pulaski County,MUP Low Income,Indiana,"Pulaski County, IN",61.3,Designated,Rural,07/12/2011,07/12/2011
,Primary Care,00955,Low Income - South Fort Wayne Service Area,MUP Low Income,Indiana,"Allen County, IN",59.5,Designated,Non-Rural,06/08/1993,06/07/2012
,Primary Care,07830,Low Income - Vigo County,MUP Low Income,Indiana,"Vigo County, IN",60.9,Designated,Non-Rural,08/16/2011,08/16/2011
,Primary Care,07874,Low Income - Warsaw Service Area,MUP Low Income,Indiana,"Kosciusko County, IN",57.3,Designated,Rural,05/30/2012,05/30/2012
,Primary Care,07892,Low Income - Wayne County,MUP Low Income,Indiana,"Wayne County, IN",58.5,Designated,Rural,10/12/2012,10/12/2012
,Primary Care,07883,Low Income-Columbus Service Area,MUP Low Income,Indiana,"Bartholomew County, IN",57.8,Designated,Non-Rural,09/07/2012,09/07/2012
,Primary Care,07834,Low Income-Crawfordsville Service Area,MUP Low Income,Indiana,"Montgomery County, IN",58.8,Designated,Rural,08/29/2011,08/29/2011
,Primary Care,07893,Low Income-New Albany Service Area,MUP Low Income,Indiana,"Floyd County, IN",61.5,Designated,Non-Rural,10/22/2012,10/22/2012
,Primary Care,07894,Low Income-Orange County,MUP Low Income,Indiana,"Orange County, IN",59.8,Designated,Rural,10/22/2012,10/22/2012
,Primary Care,1187324979,Gov Exceptional - Indiana Hemophilia & Thrombosis Center,MUP Other Population Governor’s Exception,Indiana,"Marion County, IN",85.2,Designated,Non-Rural,11/09/2016,11/09/2016
,Primary Care,07257,Low Inc - Mishawaka,MUP Other Population Governor’s Exception,Indiana,"St. Joseph County, IN",0.0,Designated,Non-Rural,07/30/2002,07/30/2002
,Primary Care,00978,Clark Service Area,MUP – Low Income Governor’s Exception,Indiana,"Clark County, IN",76.8,Designated,Non-Rural,05/11/1994,06/20/2007
,Primary Care,07772,Low Inc-Rush County-Gov Exc MUP,MUP – Low Income Governor’s Exception,Indiana,"Rush County, IN",75.1,Designated,Rural,11/24/2010,11/24/2010
,Primary Care,07836,Low Income - Gibson County,MUP – Low Income Governor’s Exception,Indiana,"Gibson County, IN",65.3,Designated,Rural,08/31/2011,08/31/2011
,Primary Care,01031,Allamakee Service Area,Medically Underserved Area,Iowa,"Allamakee County, IA",58.2,Designated,Rural,05/19/1994,05/19/1994
,Primary Care,00999,APPANOOSE SERVICE AREA,Medically Underserved Area,Iowa,"Appanoose County, IA",57.8,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,01041,Athens/ Mount Ayr Service Area,Medically Underserved Area,Iowa,"Ringgold County, IA",60.5,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,01000,AUDUBON SERVICE AREA,Medically Underserved Area,Iowa,"Audubon County, IA",59.2,Designated,Rural,02/17/1982,02/17/1982
,Primary Care,01059,Beaver Service Area,Medically Underserved Area,Iowa,"Butler County, IA",60.5,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,01044,Bedford/ Jefferson Service Area,Medically Underserved Area,Iowa,"Taylor County, IA",48.6,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,01052,Belle Plaine Township,Medically Underserved Area,Iowa,"Benton County, IA",59.4,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,01047,Black Hawk Service Area,Medically Underserved Area,Iowa,"Black Hawk County, IA",52.2,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,01076,Boyer Service Area,Medically Underserved Area,Iowa,"Harrison County, IA",61.8,Designated,Partially Rural,05/11/1994,05/11/1994
,Primary Care,01104,Bradford Service Area,Medically Underserved Area,Iowa,"Chickasaw County, IA",0.0,Designated,Rural,05/19/1994,05/19/1994
,Primary Care,01084,Buffalo Service Area,Medically Underserved Area,Iowa,"Kossuth County, IA",50.3,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,01060,Butler Service Area,Medically Underserved Area,Iowa,"Butler County, IA",60.7,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,01101,Canoe Township,Medically Underserved Area,Iowa,"Winneshiek County, IA",55.2,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,01043,Capel/ E Orange Service Area,Medically Underserved Area,Iowa,"Sioux County, IA",58.4,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,01095,Cedar Service Area,Medically Underserved Area,Iowa,"Pocahontas County, IA",57.3,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,01070,Center Service Area,Medically Underserved Area,Iowa,"Clinton County, IA",50.2,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,01098,Clay Township,Medically Underserved Area,Iowa,"Shelby County, IA",57.6,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,01032,Cono/ Newton Service Area,Medically Underserved Area,Iowa,"Buchanan County, IA",61.2,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,01037,Cooper/ St. Clair Service Area,Medically Underserved Area,Iowa,"Monona County, IA",59.9,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,06115,DECATUR SERVICE AREA,Medically Underserved Area,Iowa,"Decatur County, IA",60.6,Designated,Rural,06/28/1999,06/28/1999
,Primary Care,01107,Delaware Service Area,Medically Underserved Area,Iowa,"Delaware County, IA",41.7,Designated,Rural,05/19/1994,05/19/1994
,Primary Care,01106,Delhi/ Milo Service Area,Medically Underserved Area,Iowa,"Delaware County, IA",48.9,Designated,Rural,05/19/1994,05/19/1994
,Primary Care,01063,Douglas Township,Medically Underserved Area,Iowa,"Montgomery County, IA",58.6,Designated,Rural,07/05/1994,07/05/1994
,Primary Care,01045,Dubuque Service Area,Medically Underserved Area,Iowa,"Dubuque County, IA",52.1,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,01086,Elgin Service Area,Medically Underserved Area,Iowa,"Lyon County, IA",54.2,Designated,Rural,05/11/1994,05/11/1994
